job	pair	arm	config	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_noswept_restart_nonorm1p25	sun_moon	noswept_restart	nonorm1p25	converged	1925	0.151112	0.863186	0.757887	0.968484	0.866847	1825	0.950582	0.964538	17	20	25	17	18.718	0.039908	0.955322	0.894271	0.00009148	7	4	14	6750.321
neg_water_fire_noswept_restart_nonorm1p25	water_fire	noswept_restart	nonorm1p25	converged	2375	0.031547	0.952279	0.976095	0.928463	0.956554	2075	0.983693	0.987552	14	20	24	14	15.875	0.013923	0.985740	0.965290	0.00012810	6	4	16	7087.306
neg_cat_face_bass_noswept_restart_nonorm1p25	cat_face_bass	noswept_restart	nonorm1p25	converged	1675	0.138104	0.910529	0.880995	0.940062	0.920191	1325	0.946264	0.952728	19	20	25	19	19.647	0.056383	0.944538	0.961461	0.00001656	11	2	14	5992.342
neg_horse_circle_noswept_restart_nonorm1p25	horse_circle	noswept_restart	nonorm1p25	converged	1500	0.170937	0.883559	0.808459	0.958659	0.895801	700	0.950402	0.970595	24	20	26	20	22.262	0.044464	0.953574	0.920038	0.00013543	19	3	18	6291.983
neg_acm_scf_noswept_restart_nonorm1p25	acm_scf	noswept_restart	nonorm1p25	converged	1975	0.331070	0.749392	0.782705	0.716079	0.768993	1675	0.844378	0.878739	25	20	26	20	23.650	0.162857	0.858691	0.867283	0.00000099	14	2	11	8806.592
neg_teapot_droplets_noswept_restart_nonorm1p25	teapot_droplets	noswept_restart	nonorm1p25	converged	1575	0.146051	0.755713	0.835577	0.675850	0.755713	1575	0.870906	0.88082	22	20	23	19	20.594	0.120063	0.884093	0.838161	0.00013401	8	3	9	6185.345
neg_robot_man_noswept_restart_nonorm1p25	robot_man	noswept_restart	nonorm1p25	converged	1900	0.043526	0.937032	0.934732	0.939333	0.937747	1800	0.977337	0.978566	17	20	23	17	18.766	0.019670	0.979877	0.955473	0.00001966	8	3	14	6756.222
