step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.400,1.489770,0.161199,0.164435,0.157964,20,0.00000000,0,0.076986,0.090495,0.063476,0.695182,0.664598,0.725765,0.173653,0.179315,0.167990,0.024774,0.027771,0.196353,0.273964
25,26.870,1.182863,0.290809,0.296457,0.285161,20,0.00000000,0,0.037297,0.050037,0.024557,0.891992,0.861519,0.922466,0.301727,0.311291,0.292163,0.013400,0.010479,0.158564,0.223785
50,197.794,0.927924,0.437173,0.427791,0.446555,20,0.00000976,0,0.029624,0.038132,0.021115,0.938335,0.920926,0.955744,0.450044,0.444103,0.455984,0.010215,0.009006,0.127139,0.172556
75,224.166,0.710949,0.560809,0.531599,0.590018,20,0.00019950,0,0.023174,0.033110,0.013238,0.960738,0.943140,0.978336,0.573515,0.549200,0.597829,0.008851,0.005580,0.103168,0.126553
100,395.477,0.585777,0.645087,0.620370,0.669805,20,0.00237066,1,0.028576,0.044643,0.012510,0.958721,0.935553,0.981888,0.663125,0.648065,0.678184,0.012184,0.005443,0.084115,0.101778
125,422.356,0.469832,0.718049,0.693483,0.742616,20,0.00170446,2,0.031928,0.053199,0.010657,0.959053,0.932107,0.986000,0.740453,0.730376,0.750530,0.014444,0.004510,0.067864,0.078873
150,595.371,0.399742,0.761253,0.714298,0.808207,20,0.00140035,2,0.036450,0.064825,0.008075,0.955825,0.921465,0.990186,0.787668,0.760603,0.814734,0.017624,0.003518,0.063757,0.058593
175,622.517,0.365488,0.779412,0.727623,0.831200,20,0.00077182,2,0.035240,0.061942,0.008539,0.957851,0.925786,0.989917,0.805496,0.772693,0.838298,0.016578,0.003569,0.060231,0.051345
200,793.348,0.337271,0.796636,0.737592,0.855681,20,0.00032534,2,0.036681,0.064360,0.009002,0.956956,0.924231,0.989681,0.824223,0.785063,0.863384,0.017290,0.003715,0.058113,0.043732
225,819.986,0.309296,0.818600,0.742749,0.894450,20,0.00008025,1,0.046447,0.083891,0.009002,0.947876,0.905629,0.990124,0.853781,0.805060,0.902502,0.022829,0.003651,0.058176,0.031664
