pair,arm,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,srd_uniform,250,1542.305,0.116012,0.690966,0.647345,0.734587,20,0.00008164,4,0.020154,0.021392,0.018917,0.972005,0.968661,0.975349,0.704838,0.661193,0.748483,0.004723,0.003671,0.333895,0.247834,0.050000,0,0,0,0,0
sun_moon,srd_uniform,275,1584.801,0.110418,0.706156,0.650111,0.762200,20,0.00010192,4,0.018430,0.020203,0.016657,0.974698,0.970439,0.978957,0.719071,0.663245,0.774896,0.004546,0.003438,0.331632,0.222085,0.050000,0,0,0,0,0
sun_moon,srd_uniform,300,1859.233,0.111500,0.713220,0.648078,0.778361,20,0.00003884,3,0.021149,0.022904,0.019393,0.971373,0.966604,0.976142,0.728189,0.662921,0.793456,0.005249,0.003565,0.332081,0.203312,0.050000,0,0,0,0,0
sun_moon,srd_uniform,325,1901.650,0.107274,0.724716,0.664729,0.784704,20,0.00013503,4,0.019759,0.022148,0.017371,0.973569,0.968432,0.978705,0.738893,0.679451,0.798334,0.004990,0.003548,0.314681,0.198064,0.050000,0,0,0,0,0
sun_moon,srd_uniform,350,2176.053,0.099418,0.740546,0.676046,0.805046,20,0.00015960,3,0.018031,0.017502,0.018560,0.976527,0.975188,0.977866,0.753933,0.687878,0.819988,0.003932,0.003716,0.306383,0.177131,0.050000,0,0,0,0,0
sun_moon,srd_uniform,375,2218.913,0.095999,0.750321,0.670773,0.829869,20,0.00009221,2,0.018102,0.017286,0.018917,0.976705,0.975293,0.978117,0.763968,0.682368,0.845568,0.003771,0.003735,0.311523,0.151793,0.050000,0,0,0,0,0
sun_moon,srd_uniform,400,2494.171,0.088646,0.780951,0.671015,0.890888,20,0.00008603,2,0.018566,0.018691,0.018441,0.976732,0.973385,0.980080,0.795437,0.683557,0.907317,0.004042,0.003767,0.310206,0.089558,0.050000,0,0,0,0,0
sun_moon,srd_uniform,425,2537.176,0.084984,0.791572,0.675828,0.907317,20,0.00020744,2,0.018058,0.018150,0.017965,0.977610,0.974300,0.980920,0.805856,0.688094,0.923617,0.004088,0.003477,0.306787,0.073275,0.050000,0,0,0,0,0
sun_moon,srd_uniform,450,2811.475,0.085179,0.790874,0.671751,0.909996,20,0.00013961,3,0.017608,0.019987,0.015229,0.977720,0.971656,0.983783,0.804516,0.685177,0.923855,0.004404,0.003179,0.308284,0.072995,0.050000,0,0,0,0,0
sun_moon,srd_uniform,475,2854.253,0.084775,0.791779,0.672496,0.911062,20,0.00018135,2,0.017343,0.019339,0.015348,0.978121,0.972563,0.983679,0.805273,0.685501,0.925045,0.004336,0.003212,0.307802,0.071397,0.050000,0,0,0,0,0
sun_moon,srd_uniform,500,3127.721,0.085456,0.793539,0.675925,0.911153,20,0.00010001,2,0.018425,0.019123,0.017728,0.977115,0.972989,0.981241,0.808078,0.688850,0.927305,0.004214,0.003623,0.305811,0.069589,0.050000,0,0,0,0,0
sun_moon,srd_uniform,525,3170.871,0.078515,0.802368,0.684703,0.920033,20,0.00011582,3,0.016247,0.016314,0.016181,0.980040,0.977093,0.982987,0.815396,0.695873,0.934920,0.003579,0.003152,0.298295,0.061471,0.050000,0,0,0,0,0
sun_moon,srd_uniform,550,3448.731,0.073600,0.810774,0.690291,0.931257,20,0.00012668,1,0.014832,0.013721,0.015943,0.982099,0.980769,0.983428,0.822933,0.699762,0.946104,0.003057,0.003026,0.293607,0.050848,0.050000,0,0,0,0,0
sun_moon,srd_uniform,575,3492.578,0.070219,0.807870,0.673539,0.942201,20,0.00011090,0,0.011026,0.011344,0.010708,0.986250,0.983619,0.988881,0.816735,0.681180,0.952290,0.002604,0.002338,0.312540,0.043687,0.050000,0,0,0,0,0
sun_moon,srd_uniform,600,3769.429,0.069205,0.804075,0.669306,0.938845,20,0.00003591,0,0.010746,0.009831,0.011660,0.986768,0.985663,0.987873,0.812839,0.675886,0.949792,0.002197,0.002294,0.317346,0.046247,0.050000,0,0,0,0,0
sun_moon,srd_uniform,625,3812.689,0.066345,0.809380,0.673708,0.945052,20,0.00004994,1,0.009373,0.007563,0.011184,0.988707,0.988982,0.988432,0.817212,0.678803,0.955622,0.001750,0.002358,0.314053,0.040769,0.050000,0,0,0,0,0
sun_moon,srd_uniform,650,4077.534,0.062900,0.809107,0.668137,0.950077,19,0.00003599,0,0.007234,0.003997,0.010470,0.991644,0.994076,0.989212,0.815416,0.670808,0.960024,0.000946,0.002276,0.322143,0.035837,0.050000,0,0,1,0,0
sun_moon,srd_uniform,675,4119.208,0.061834,0.811818,0.670969,0.952667,19,0.00003026,2,0.007450,0.004430,0.010470,0.991356,0.993470,0.989241,0.818291,0.673941,0.962641,0.000993,0.002125,0.319687,0.033823,0.050000,0,0,1,0,0
sun_moon,srd_uniform,700,4373.890,0.057874,0.821572,0.687708,0.955435,18,0.00003640,0,0.006903,0.004646,0.009161,0.991954,0.993321,0.990588,0.827546,0.690903,0.964188,0.001037,0.001698,0.304358,0.032346,0.050000,0,0,2,0,0
sun_moon,srd_uniform,725,4413.507,0.059436,0.818227,0.680753,0.955702,18,0.00004887,3,0.007314,0.004754,0.009875,0.991485,0.993098,0.989872,0.824564,0.683989,0.965140,0.001103,0.001858,0.309088,0.031788,0.050000,0,0,2,0,0
sun_moon,srd_uniform,750,4665.092,0.058935,0.821565,0.689013,0.954118,18,0.00003109,2,0.007650,0.003997,0.011303,0.991338,0.994255,0.988422,0.828335,0.691768,0.964902,0.000843,0.002232,0.302285,0.031321,0.050000,0,0,2,0,0
sun_moon,srd_uniform,775,4704.824,0.059837,0.821996,0.690776,0.953215,18,0.00003423,2,0.007958,0.003781,0.012136,0.991077,0.994576,0.987578,0.829085,0.693388,0.964783,0.000899,0.002458,0.300206,0.030978,0.050000,0,0,2,0,0
sun_moon,srd_uniform,800,4953.555,0.057722,0.823936,0.689195,0.958677,18,0.00002955,0,0.007239,0.003889,0.010589,0.991799,0.994410,0.989189,0.830352,0.691876,0.968828,0.000905,0.002012,0.301954,0.027832,0.050000,0,0,2,0,0
sun_moon,srd_uniform,825,4992.860,0.057164,0.823865,0.689867,0.957863,18,0.00003978,2,0.007574,0.004322,0.010827,0.991371,0.993801,0.988942,0.830541,0.692848,0.968233,0.001047,0.001748,0.301495,0.028076,0.050000,0,0,2,0,0
sun_moon,srd_uniform,850,5246.432,0.058789,0.822494,0.689432,0.955556,18,0.00004030,1,0.007407,0.002917,0.011898,0.991822,0.995799,0.987845,0.829184,0.691443,0.966924,0.000693,0.002441,0.301583,0.029036,0.050000,0,0,2,0,0
sun_moon,srd_uniform,875,5286.260,0.056894,0.822194,0.687016,0.957372,18,0.00002305,1,0.006904,0.003457,0.010351,0.992211,0.995010,0.989412,0.828336,0.689391,0.967281,0.000813,0.001779,0.305080,0.029100,0.050000,0,0,2,0,0
sun_moon,srd_uniform,900,5539.955,0.054688,0.822564,0.685822,0.959306,18,0.00001750,1,0.005369,0.002053,0.008685,0.994063,0.997022,0.991104,0.827434,0.687230,0.967638,0.000514,0.001591,0.305590,0.027989,0.050000,0,0,2,0,0
sun_moon,srd_uniform,925,5579.607,0.181707,0.694552,0.690643,0.698462,18,0.00003009,1,0.062353,0.003349,0.121356,0.930516,0.995190,0.865842,0.738090,0.692956,0.783224,0.000654,0.024943,0.301312,0.211959,0.050000,0,0,2,0,0
sun_moon,srd_uniform,950,5831.101,0.111322,0.706516,0.693689,0.719343,18,0.00000561,0,0.020039,0.004862,0.035217,0.973959,0.993074,0.954844,0.720869,0.697061,0.744676,0.001052,0.007298,0.298231,0.250907,0.050000,0,0,2,0,0
sun_moon,srd_uniform,975,5870.176,0.114764,0.710617,0.692942,0.728292,18,0.00001436,1,0.024364,0.008751,0.039976,0.968751,0.987635,0.949866,0.728206,0.699006,0.757406,0.001999,0.007628,0.295434,0.238015,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1000,6120.852,0.116438,0.719229,0.694160,0.744298,18,0.00001597,1,0.025951,0.013829,0.038073,0.966883,0.980729,0.953038,0.738198,0.703760,0.772635,0.003062,0.007596,0.289522,0.223214,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1025,6159.859,0.102599,0.732203,0.697909,0.766497,18,0.00014802,0,0.019373,0.007455,0.031291,0.975716,0.989509,0.961923,0.746797,0.703111,0.790482,0.001667,0.006335,0.290962,0.204620,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1050,6405.980,0.099881,0.739671,0.699066,0.780277,18,0.00001096,0,0.018735,0.005942,0.031529,0.976963,0.991621,0.962304,0.754049,0.703220,0.804878,0.001493,0.006354,0.289893,0.191412,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1075,6444.587,0.099499,0.740919,0.701127,0.780710,18,0.00000935,0,0.019427,0.006374,0.032481,0.976156,0.991047,0.961266,0.755832,0.705596,0.806068,0.001541,0.006326,0.288003,0.189872,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1100,6691.742,0.100650,0.737917,0.701332,0.774502,18,0.00049372,2,0.019347,0.005618,0.033076,0.976200,0.992097,0.960303,0.752696,0.705272,0.800119,0.001397,0.006471,0.288086,0.195693,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1125,6730.066,0.104022,0.738427,0.700493,0.776361,18,0.00000165,0,0.022011,0.008211,0.035812,0.972936,0.988507,0.957365,0.755204,0.706245,0.804164,0.001927,0.006955,0.286254,0.192333,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1150,6975.279,0.098127,0.745434,0.708655,0.782212,18,0.00001668,0,0.018730,0.006050,0.031410,0.977056,0.991585,0.962527,0.759862,0.712943,0.806782,0.001526,0.006298,0.280393,0.188745,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1175,7014.331,0.098558,0.740737,0.712936,0.768538,18,0.00002083,1,0.018238,0.006374,0.030101,0.977282,0.991194,0.963370,0.754576,0.717481,0.791672,0.001530,0.006067,0.275952,0.203591,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1200,7258.744,0.097802,0.743432,0.708432,0.778432,18,0.00002779,0,0.018794,0.007131,0.030458,0.976762,0.990105,0.963418,0.757812,0.713483,0.802142,0.001710,0.005903,0.279879,0.193564,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1225,7297.277,0.097323,0.747168,0.710687,0.783649,18,0.00004203,1,0.018399,0.007887,0.028911,0.977247,0.989109,0.965385,0.761299,0.716292,0.806306,0.001864,0.005878,0.276650,0.189093,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1250,7542.841,0.100382,0.748084,0.713168,0.782999,18,0.00004449,0,0.020638,0.008319,0.032957,0.974706,0.988564,0.960848,0.763953,0.719101,0.808804,0.001946,0.006638,0.274461,0.186756,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1275,7581.340,0.101543,0.745570,0.711930,0.779210,18,0.00004225,1,0.021205,0.008859,0.033551,0.973911,0.987816,0.960006,0.761795,0.718237,0.805354,0.002089,0.006632,0.274724,0.190655,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1300,7825.428,0.099512,0.750022,0.713811,0.786233,18,0.00003101,0,0.020102,0.008319,0.031886,0.975379,0.988574,0.962184,0.765526,0.719749,0.811303,0.001909,0.006548,0.274140,0.184857,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1325,7863.346,0.098801,0.750144,0.713995,0.786292,18,0.00002065,0,0.019555,0.009723,0.029387,0.975828,0.986692,0.964965,0.765168,0.720938,0.809399,0.002235,0.006062,0.273214,0.185713,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1350,8105.101,0.097993,0.751540,0.716244,0.786836,18,0.00002912,0,0.019653,0.008967,0.030339,0.975835,0.987744,0.963927,0.766687,0.722666,0.810708,0.002074,0.006121,0.270939,0.185289,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1375,8143.204,0.099542,0.756053,0.713766,0.798341,18,0.00002582,0,0.021264,0.010048,0.032481,0.974172,0.986255,0.962089,0.772605,0.720938,0.824271,0.002350,0.006607,0.272333,0.170879,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1400,8387.977,0.105090,0.754128,0.713660,0.794596,18,0.00001930,0,0.024974,0.010804,0.039143,0.969992,0.985244,0.954739,0.773534,0.721370,0.825699,0.002361,0.007871,0.272784,0.170355,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1425,8426.433,0.116545,0.743301,0.709794,0.776807,18,0.00005640,0,0.031132,0.013721,0.048543,0.962521,0.981288,0.943755,0.767024,0.719533,0.814515,0.002821,0.009625,0.274485,0.181613,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1450,8671.382,0.102641,0.751727,0.709719,0.793735,18,0.00002004,0,0.023452,0.013829,0.033076,0.971185,0.981143,0.961227,0.769761,0.719533,0.819988,0.002966,0.006458,0.274960,0.176079,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1475,8710.216,0.098413,0.756787,0.713019,0.800554,18,0.00001223,0,0.020890,0.011560,0.030220,0.974439,0.984225,0.964653,0.773005,0.721262,0.824747,0.002504,0.006178,0.272960,0.170874,0.050000,0,0,2,0,0
sun_moon,srd_uniform,1500,8946.070,0.096640,0.762388,0.714928,0.809848,17,0.00001393,0,0.020691,0.009615,0.031767,0.975114,0.986854,0.963374,0.778688,0.721802,0.835574,0.002119,0.006506,0.272735,0.159873,0.050000,0,0,3,0,0
sun_moon,srd_importance,1,2.368,0.463801,0.211874,0.220797,0.202951,20,0.00001777,0,0.137579,0.154278,0.120880,0.637963,0.622921,0.653005,0.241173,0.254862,0.227484,0.034963,0.024244,0.738687,0.767783,0.050000,0,0,0,0,0
sun_moon,srd_importance,25,43.053,0.278241,0.336466,0.360303,0.312628,20,0.00009308,1,0.055788,0.069576,0.041999,0.866432,0.847067,0.885797,0.355565,0.385372,0.325758,0.015575,0.008252,0.607360,0.670125,0.050000,0,0,0,0,0
sun_moon,srd_importance,50,310.009,0.229190,0.422210,0.454807,0.389613,20,0.00041449,1,0.041396,0.051858,0.030934,0.915347,0.902200,0.928493,0.440029,0.478392,0.401666,0.011619,0.006165,0.515149,0.594373,0.050000,0,0,0,0,0
sun_moon,srd_importance,75,351.394,0.211452,0.470508,0.509644,0.431373,20,0.00046951,2,0.039479,0.047429,0.031529,0.926117,0.918401,0.933833,0.489395,0.533816,0.444973,0.010596,0.006185,0.459963,0.551282,0.050000,0,0,0,0,0
sun_moon,srd_importance,100,619.075,0.196492,0.512188,0.535700,0.488676,20,0.00046143,2,0.036852,0.044080,0.029625,0.935671,0.926947,0.944395,0.531233,0.559313,0.503153,0.009955,0.006020,0.434533,0.492826,0.050000,0,0,0,0,0
sun_moon,srd_importance,125,660.663,0.178115,0.562071,0.568406,0.555736,20,0.00043975,2,0.034718,0.041595,0.027841,0.943941,0.934356,0.953525,0.581628,0.592048,0.571208,0.009403,0.005495,0.402716,0.424434,0.050000,0,0,0,0,0
sun_moon,srd_importance,150,923.369,0.156790,0.603181,0.589693,0.616669,20,0.00019745,4,0.029952,0.033492,0.026413,0.953925,0.947908,0.959942,0.621200,0.609443,0.632957,0.007372,0.005147,0.384749,0.363392,0.050000,0,0,0,0,0
sun_moon,srd_importance,175,963.860,0.146286,0.638568,0.608381,0.668755,20,0.00032373,3,0.028342,0.031223,0.025461,0.958397,0.952592,0.964202,0.656580,0.627377,0.685782,0.007135,0.005128,0.368025,0.310633,0.050000,0,0,0,0,0
sun_moon,srd_importance,200,1227.763,0.137730,0.656110,0.617644,0.694577,20,0.00040439,4,0.027218,0.029927,0.024509,0.960887,0.955069,0.966704,0.673864,0.636128,0.711600,0.006562,0.004835,0.358725,0.284514,0.050000,0,0,0,0,0
sun_moon,srd_importance,225,1268.445,0.128914,0.671466,0.627383,0.715549,20,0.00018089,5,0.024035,0.025821,0.022249,0.965954,0.961427,0.970481,0.687526,0.643583,0.731469,0.005773,0.004466,0.351167,0.265619,0.050000,0,0,0,0,0
sun_moon,srd_importance,250,1535.520,0.116799,0.689038,0.644564,0.733512,20,0.00016186,4,0.020441,0.021608,0.019274,0.971548,0.968229,0.974868,0.703071,0.658492,0.747650,0.004833,0.003638,0.335130,0.249510,0.050000,0,0,0,0,0
sun_moon,srd_importance,275,1577.767,0.112171,0.702704,0.652925,0.752482,20,0.00014089,4,0.019004,0.019447,0.018560,0.973985,0.971613,0.976356,0.716035,0.665622,0.766449,0.004430,0.003770,0.328912,0.230548,0.050000,0,0,0,0,0
sun_moon,srd_importance,300,1853.639,0.117444,0.710385,0.648970,0.771801,20,0.00008443,3,0.024775,0.027658,0.021892,0.966587,0.960180,0.972993,0.727808,0.666919,0.788697,0.006178,0.003989,0.327253,0.208234,0.050000,0,0,0,0,0
sun_moon,srd_importance,325,1896.738,0.104309,0.722577,0.661188,0.783967,20,0.00010463,4,0.017728,0.018799,0.016657,0.976190,0.972851,0.979529,0.735321,0.673617,0.797026,0.004183,0.003459,0.320030,0.199808,0.050000,0,0,0,0,0
sun_moon,srd_importance,350,2171.673,0.097510,0.736732,0.665816,0.807647,20,0.00020344,2,0.015409,0.016422,0.014396,0.979520,0.976309,0.982732,0.748012,0.676750,0.819274,0.003758,0.003109,0.316713,0.177570,0.050000,0,0,0,0,0
sun_moon,srd_importance,375,2214.624,0.092377,0.751553,0.668757,0.834349,20,0.00012562,1,0.015950,0.016314,0.015586,0.979249,0.976560,0.981939,0.763510,0.679667,0.847353,0.003687,0.002979,0.313723,0.149737,0.050000,0,0,0,0,0
sun_moon,srd_importance,400,2488.497,0.083714,0.782333,0.670566,0.894101,20,0.00010310,1,0.015252,0.015990,0.014515,0.980659,0.977068,0.984250,0.794183,0.681288,0.907079,0.003596,0.003004,0.313082,0.089085,0.050000,0,0,0,0,0
sun_moon,srd_importance,425,2530.787,0.081543,0.789500,0.669430,0.909570,20,0.00015057,0,0.016063,0.016422,0.015705,0.979859,0.976434,0.983285,0.802139,0.680424,0.923855,0.003716,0.002885,0.313344,0.072631,0.050000,0,0,0,0,0
sun_moon,srd_importance,450,2802.479,0.083812,0.789548,0.665854,0.913243,20,0.00009053,0,0.016446,0.019447,0.013444,0.978915,0.972149,0.985682,0.802162,0.678803,0.925521,0.004386,0.002752,0.314599,0.071161,0.050000,0,0,0,0,0
sun_moon,srd_importance,475,2844.586,0.085252,0.787272,0.658112,0.916432,20,0.00012980,0,0.016954,0.018799,0.015110,0.978372,0.972727,0.984017,0.800382,0.670484,0.930280,0.004221,0.003130,0.323015,0.066279,0.050000,0,0,0,0,0
sun_moon,srd_importance,500,3116.823,0.089299,0.779853,0.648374,0.911332,20,0.00006464,0,0.019106,0.019771,0.018441,0.975742,0.970966,0.980518,0.794665,0.661193,0.928138,0.004399,0.003520,0.333196,0.067937,0.050000,0,0,0,0,0
sun_moon,srd_importance,525,3159.148,0.087597,0.782744,0.647856,0.917632,20,0.00005796,0,0.018657,0.020419,0.016895,0.976127,0.970038,0.982217,0.797110,0.661085,0.933135,0.004513,0.003187,0.332475,0.063198,0.050000,0,0,0,0,0
sun_moon,srd_importance,550,3427.225,0.083681,0.789385,0.659190,0.919579,20,0.00004287,0,0.017080,0.016314,0.017847,0.978759,0.976228,0.981290,0.802967,0.669944,0.935990,0.003706,0.003443,0.324574,0.060083,0.050000,0,0,0,0,0
sun_moon,srd_importance,575,3468.930,0.082006,0.794101,0.666242,0.921959,20,0.00004239,0,0.016371,0.017394,0.015348,0.979425,0.974981,0.983869,0.806970,0.677831,0.936109,0.003933,0.003080,0.317026,0.059721,0.050000,0,0,0,0,0
sun_moon,srd_importance,600,3738.243,0.081321,0.797563,0.670599,0.924526,20,0.00005465,0,0.016599,0.016422,0.016776,0.979471,0.976474,0.982467,0.810824,0.681612,0.940036,0.003798,0.003283,0.313023,0.056442,0.050000,0,0,0,0,0
sun_moon,srd_importance,625,3779.737,0.079666,0.799342,0.674753,0.923932,20,0.00004246,0,0.016053,0.015449,0.016657,0.980263,0.977949,0.982576,0.812250,0.685177,0.939322,0.003528,0.003255,0.309613,0.057358,0.050000,0,0,0,0,0
sun_moon,srd_importance,650,4051.012,0.078569,0.799598,0.675336,0.923861,20,0.00001380,0,0.014659,0.013613,0.015705,0.982020,0.980501,0.983539,0.811449,0.684529,0.938370,0.003124,0.003371,0.310082,0.058187,0.050000,0,0,0,0,0
sun_moon,srd_importance,675,4093.081,0.080803,0.800177,0.679127,0.921228,20,0.00002721,0,0.016995,0.014477,0.019512,0.979533,0.979419,0.979648,0.814081,0.688959,0.939203,0.003161,0.004000,0.306160,0.057086,0.050000,0,0,0,0,0
sun_moon,srd_importance,700,4362.229,0.076679,0.800453,0.673755,0.927152,20,0.00003294,0,0.014255,0.011020,0.017490,0.982939,0.984080,0.981798,0.812273,0.681180,0.943367,0.002478,0.003635,0.313045,0.053486,0.050000,0,0,0,0,0
sun_moon,srd_importance,725,4404.365,0.072480,0.802815,0.678621,0.927009,20,0.00002492,0,0.013158,0.009183,0.017133,0.984461,0.986768,0.982154,0.813872,0.684853,0.942891,0.002056,0.003204,0.309379,0.053695,0.050000,0,0,0,0,0
sun_moon,srd_importance,750,4676.566,0.070725,0.809892,0.689456,0.930328,20,0.00002599,0,0.012136,0.008211,0.016062,0.985809,0.988326,0.983292,0.820194,0.695117,0.945271,0.001880,0.003369,0.298726,0.051823,0.050000,0,0,0,0,0
sun_moon,srd_importance,775,4718.204,0.067498,0.813790,0.695866,0.931714,20,0.00002123,0,0.011449,0.008859,0.014039,0.986448,0.987538,0.985358,0.823413,0.702031,0.944795,0.001828,0.002888,0.292414,0.051544,0.050000,0,0,0,0,0
sun_moon,srd_importance,800,4987.766,0.064667,0.817567,0.704014,0.931119,20,0.00003515,0,0.010309,0.006698,0.013920,0.988053,0.990637,0.985469,0.826405,0.708729,0.944081,0.001512,0.002740,0.285916,0.052062,0.050000,0,0,0,0,0
sun_moon,srd_importance,825,5029.585,0.065986,0.818182,0.707265,0.929099,20,0.00002937,0,0.011018,0.006806,0.015229,0.987322,0.990532,0.984111,0.827663,0.712079,0.943248,0.001554,0.003079,0.282300,0.053198,0.050000,0,0,0,0,0
sun_moon,srd_importance,850,5297.539,0.166717,0.732390,0.709438,0.755342,20,0.00013026,0,0.059891,0.006158,0.113623,0.936222,0.991447,0.880997,0.777487,0.713807,0.841166,0.001438,0.023109,0.280793,0.155622,0.050000,0,0,0,0,0
sun_moon,srd_importance,875,5339.509,0.106157,0.738999,0.699297,0.778701,20,0.00007968,1,0.022716,0.014261,0.031172,0.971460,0.980290,0.962630,0.756122,0.709270,0.802974,0.003168,0.006208,0.285166,0.192873,0.050000,0,0,0,0,0
sun_moon,srd_importance,900,5610.677,0.087509,0.761608,0.705139,0.818076,20,0.00003022,1,0.015305,0.009075,0.021535,0.981142,0.987406,0.974879,0.773616,0.711538,0.835693,0.001914,0.004269,0.283647,0.160091,0.050000,0,0,0,0,0
sun_moon,srd_importance,925,5653.164,0.084113,0.764298,0.707129,0.821466,20,0.00001107,2,0.013450,0.009291,0.017609,0.983259,0.987149,0.979370,0.774815,0.713699,0.835931,0.002085,0.003380,0.281504,0.160388,0.050000,0,0,0,0,0
sun_moon,srd_importance,950,5927.876,0.082916,0.772308,0.706418,0.838198,20,0.00001316,2,0.013737,0.008319,0.019155,0.983262,0.988456,0.978068,0.783274,0.712295,0.854253,0.001811,0.003920,0.282489,0.142115,0.050000,0,0,0,0,0
sun_moon,srd_importance,975,5970.647,0.078569,0.779048,0.704458,0.853639,20,0.00000997,2,0.013386,0.008211,0.018560,0.983836,0.988571,0.979100,0.789862,0.710242,0.869482,0.001784,0.003396,0.284142,0.126222,0.050000,0,0,0,0,0
sun_moon,srd_importance,1000,6230.366,0.088306,0.787110,0.711040,0.863181,19,0.00001380,1,0.020535,0.007995,0.033076,0.976602,0.988968,0.964235,0.804228,0.716724,0.891731,0.001761,0.006549,0.277599,0.103973,0.050000,0,0,1,0,0
sun_moon,srd_importance,1025,6270.665,0.070774,0.800719,0.703783,0.897655,19,0.00002732,3,0.011487,0.008103,0.014872,0.986323,0.988708,0.983937,0.810246,0.709486,0.911005,0.001768,0.002906,0.284172,0.085129,0.050000,0,0,1,0,0
sun_moon,srd_importance,1050,6515.576,0.072530,0.806467,0.711606,0.901328,18,0.00002170,2,0.014700,0.008103,0.021297,0.983109,0.988831,0.977388,0.818948,0.717373,0.920523,0.001685,0.003910,0.277178,0.075569,0.050000,0,0,2,0,0
sun_moon,srd_importance,1075,6553.696,0.071425,0.811360,0.710976,0.911744,18,0.00002122,1,0.013497,0.011884,0.015110,0.983843,0.983749,0.983936,0.822473,0.719425,0.925521,0.002663,0.002943,0.274038,0.070251,0.050000,0,0,2,0,0
