step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.433,1.438301,0.157088,0.189646,0.124530,20,0.00019250,0
25,27.484,1.130752,0.288564,0.324512,0.252616,20,0.00000724,1
50,193.967,0.876219,0.445451,0.473446,0.417455,23,0.00008922,0
75,224.158,0.643654,0.589373,0.575780,0.602965,23,0.00016604,2
100,397.224,0.495947,0.689359,0.634346,0.744372,22,0.00094480,3
125,426.074,0.433141,0.726426,0.649243,0.803608,22,0.00157178,4
150,587.538,0.399413,0.747997,0.668261,0.827732,22,0.00115983,5
175,616.422,0.381415,0.761352,0.693065,0.829640,22,0.00148324,2
200,772.810,0.361747,0.774752,0.710457,0.839046,21,0.00148095,1
225,799.562,0.342330,0.786121,0.722520,0.849722,21,0.00127935,1
250,952.519,0.321506,0.800294,0.747106,0.853482,20,0.00149172,2
275,978.049,0.298948,0.815286,0.773400,0.857172,20,0.00141725,1
300,1124.701,0.279292,0.829598,0.796490,0.862705,19,0.00139771,1
325,1149.198,0.256525,0.841539,0.816336,0.866742,19,0.00077679,1
350,1305.272,0.244123,0.850801,0.832153,0.869449,20,0.00059875,2
375,1331.101,0.225132,0.862198,0.848843,0.875553,20,0.00057262,2
400,1493.271,0.220134,0.865343,0.857627,0.873058,19,0.00065157,2
425,1517.729,0.214253,0.869887,0.864466,0.875308,19,0.00071023,3
450,1675.776,0.209689,0.871095,0.870173,0.872018,19,0.00053043,2
475,1700.805,0.205287,0.874090,0.877140,0.871040,19,0.00062002,3
500,1861.025,0.195869,0.880608,0.883359,0.877858,19,0.00068189,3
525,1885.928,0.185809,0.886637,0.893233,0.880041,19,0.00126583,3
550,2046.421,0.175883,0.893328,0.898873,0.887784,19,0.00112055,3
575,2071.402,0.176647,0.891832,0.896133,0.887530,19,0.00139557,3
600,2233.999,0.166669,0.897744,0.903894,0.891595,22,0.00120801,4
625,2263.563,0.162501,0.901084,0.910590,0.891579,22,0.00106024,2
650,2440.462,0.154360,0.906270,0.917310,0.895231,21,0.00119500,2
675,2468.164,0.150179,0.909796,0.918142,0.901451,21,0.00125518,3
700,2643.767,0.150898,0.908765,0.917675,0.899855,21,0.00114945,2
725,2671.225,0.150099,0.910115,0.917984,0.902245,21,0.00126247,4
750,2847.283,0.148052,0.910243,0.919595,0.900891,21,0.00130981,4
775,2874.773,0.147877,0.909716,0.918158,0.901273,21,0.00153854,5
800,3050.767,0.146233,0.910648,0.918844,0.902452,21,0.00126238,3
825,3078.115,0.141351,0.913761,0.924270,0.903252,21,0.00095202,4
850,3246.105,0.137777,0.914885,0.922383,0.907386,20,0.00016527,6
875,3272.638,0.133752,0.914923,0.914426,0.915421,20,0.00023425,5
900,3440.195,0.130696,0.917027,0.915152,0.918902,20,0.00010177,3
925,3466.824,0.124383,0.920928,0.916563,0.925293,20,0.00018373,2
950,3631.186,0.120182,0.923038,0.919002,0.927075,19,0.00018271,4
975,3656.355,0.118462,0.924341,0.919047,0.929635,19,0.00013655,1
1000,3818.643,0.120858,0.922687,0.920316,0.925058,20,0.00010960,3
1025,3845.721,0.126377,0.918900,0.915820,0.921980,20,0.00011495,3
1050,4011.882,0.122285,0.922131,0.917487,0.926775,19,0.00010190,1
1075,4037.154,0.116098,0.924147,0.921692,0.926603,19,0.00012032,1
1100,4199.817,0.115326,0.925088,0.922690,0.927486,19,0.00016032,2
1125,4225.303,0.115781,0.925465,0.922057,0.928873,19,0.00018450,3
1150,4387.449,0.116435,0.923858,0.921946,0.925770,21,0.00008336,2
1175,4415.674,0.116287,0.926046,0.922162,0.929930,21,0.00010753,3
1200,4580.384,0.117428,0.925460,0.922521,0.928398,19,0.00010986,2
1225,4605.289,0.114018,0.928673,0.925783,0.931563,19,0.00008694,3
1250,4767.942,0.116178,0.928513,0.926247,0.930779,19,0.00006685,3
1275,4793.038,0.115829,0.927919,0.926634,0.929204,19,0.00005714,4
1300,4954.667,0.115756,0.927663,0.927676,0.927649,19,0.00006141,4
1325,4980.047,0.113866,0.928994,0.927739,0.930249,19,0.00007963,4
1350,5142.856,0.110758,0.930294,0.927616,0.932971,19,0.00004517,4
1375,5168.171,0.109782,0.931348,0.931248,0.931448,19,0.00005682,3
1400,5328.189,0.111529,0.930508,0.932385,0.928631,21,0.00002990,2
1425,5355.374,0.108639,0.932227,0.931803,0.932651,21,0.00008347,4
1450,5519.770,0.102162,0.936145,0.937681,0.934610,20,0.00008904,2
1475,5545.550,0.102468,0.936897,0.940189,0.933606,20,0.00007075,3
1500,5713.041,0.102948,0.936494,0.939095,0.933892,20,0.00010195,3
1525,5738.941,0.100715,0.938006,0.940189,0.935822,20,0.00014072,3
1550,5906.269,0.097639,0.939207,0.939815,0.938599,20,0.00013143,3
1575,5932.240,0.100871,0.936972,0.939309,0.934634,20,0.00010296,2
1600,6099.426,0.100560,0.936646,0.940819,0.932474,20,0.00013401,5
1625,6125.698,0.101870,0.935983,0.938738,0.933229,20,0.00017380,5
1650,6295.920,0.096069,0.939823,0.939722,0.939924,20,0.00016161,5
1675,6322.495,0.095249,0.940121,0.940881,0.939362,20,0.00011573,4
1700,6493.463,0.095940,0.940348,0.940183,0.940513,20,0.00015985,4
1725,6520.393,0.095236,0.940008,0.942686,0.937329,20,0.00011750,4
1750,6691.954,0.093033,0.942000,0.942755,0.941245,20,0.00016176,5
1775,6718.570,0.095512,0.940125,0.942111,0.938138,20,0.00014986,5
1800,6888.359,0.095906,0.939976,0.943748,0.936204,20,0.00018580,5
1825,6914.505,0.092644,0.942960,0.943763,0.942157,20,0.00007628,2
1850,7082.678,0.091846,0.943025,0.944842,0.941207,20,0.00010737,4
1875,7108.583,0.092183,0.943414,0.944112,0.942715,20,0.00006629,3
1900,7275.853,0.092384,0.941892,0.943999,0.939786,20,0.00010723,2
1925,7301.853,0.091582,0.943160,0.943243,0.943077,20,0.00010504,4
1950,7467.343,0.092476,0.942725,0.942011,0.943440,20,0.00008380,3
1975,7493.057,0.092455,0.942399,0.942016,0.942782,20,0.00011893,4
2000,7659.926,0.091642,0.943167,0.941625,0.944709,20,0.00009960,4
