job	pair	arm	config	seed	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_horse_circle_hinge2_restart_aw0p1875	horse_circle	hinge2_restart	aw0p1875	0	converged	1625	0.156119	0.922777	0.862895	0.982658	0.930548	1325	0.950101	0.961453	35	20	38	20	34.636	0.053158	0.948680	0.969332	0.00003732	22	0	7	18709.302
neg_horse_circle_hinge2_restart_aw0p073	horse_circle	hinge2_restart	aw0p073	0	shed_converged	3400	0.072549	0.914977	0.878609	0.951345	0.932579	2575	0.98	0.980869	13	20	39	13	29.394	0.012813	0.986160	0.926280	0.00034367	20	2	29	37589.398
neg_horse_circle_hinge2_restart_nonorm1p25	horse_circle	hinge2_restart	nonorm1p25	0	shed_converged	2550	0.116459	0.919434	0.856730	0.982138	0.931821	1000	0.966033	0.969321	14	20	36	14	23.476	0.030957	0.968112	0.945989	0.00002572	19	0	25	24038.876
