step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.407,0.214895,0.193297,0.236492,0.775728,20
25,27.540,0.298795,0.262775,0.334814,0.621741,20
50,53.624,0.390821,0.332920,0.448722,0.537035,20
75,79.756,0.472097,0.393153,0.551042,0.465176,20
100,106.097,0.544768,0.450551,0.638986,0.408976,20
125,132.549,0.576703,0.481184,0.672221,0.382789,20
150,158.544,0.594633,0.497332,0.691934,0.366156,20
175,184.653,0.610011,0.516232,0.703790,0.351511,20
200,210.584,0.624630,0.532623,0.716637,0.339457,20
225,237.037,0.652099,0.560299,0.743899,0.313498,20
250,263.079,0.672333,0.575699,0.768967,0.293279,20
275,288.719,0.680209,0.583932,0.776486,0.290026,20
300,314.107,0.687541,0.589604,0.785478,0.282059,20
325,339.902,0.693658,0.594808,0.792508,0.270596,20
350,365.036,0.697805,0.605821,0.789789,0.267483,20
375,390.254,0.702395,0.617219,0.787571,0.262420,20
400,415.681,0.714954,0.636879,0.793030,0.253918,20
425,441.400,0.728370,0.658800,0.797941,0.245793,20
450,467.281,0.745548,0.682842,0.808253,0.240132,20
475,493.086,0.797042,0.768595,0.825490,0.200172,20
500,518.696,0.823369,0.814081,0.832657,0.178438,20
525,544.638,0.828128,0.815615,0.840640,0.174954,20
550,570.610,0.832455,0.818854,0.846055,0.173428,20
575,596.397,0.833200,0.823925,0.842475,0.171640,20
600,622.315,0.835342,0.826940,0.843743,0.170209,20
625,648.219,0.833672,0.826380,0.840965,0.171072,20
650,674.269,0.835411,0.826894,0.843929,0.170231,20
675,700.322,0.832983,0.822578,0.843388,0.171883,20
700,726.329,0.832185,0.825342,0.839028,0.171033,20
725,752.291,0.833058,0.826401,0.839716,0.170581,20
750,778.252,0.833994,0.826588,0.841400,0.170201,20
775,804.185,0.834600,0.827145,0.842055,0.168805,20
800,830.230,0.834977,0.828385,0.841568,0.170275,20
825,856.185,0.835111,0.829402,0.840820,0.167947,20
850,882.187,0.835020,0.830285,0.839754,0.170910,20
875,908.140,0.836409,0.830528,0.842290,0.167961,20
900,934.136,0.836848,0.831825,0.841870,0.167698,20
925,960.077,0.834811,0.830152,0.839469,0.168936,20
950,986.119,0.838134,0.833077,0.843191,0.165693,20
975,1012.076,0.836683,0.832098,0.841268,0.168349,20
1000,1038.107,0.837533,0.833285,0.841782,0.167005,20
1025,1064.144,0.836240,0.832225,0.840255,0.167987,20
1050,1090.532,0.838524,0.833317,0.843730,0.164994,20
1075,1116.819,0.838713,0.834651,0.842775,0.166398,20
1100,1143.272,0.838721,0.834057,0.843385,0.165113,20
1125,1169.603,0.838941,0.833687,0.844196,0.163821,20
1150,1196.081,0.838171,0.833398,0.842944,0.165980,20
1175,1222.447,0.837603,0.833510,0.841697,0.164439,20
1200,1248.907,0.839724,0.837442,0.842005,0.164972,20
1225,1275.252,0.838460,0.835462,0.841458,0.167163,20
1250,1301.662,0.836377,0.833237,0.839517,0.168922,20
