step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.488,0.742229,0.217108,0.245244,0.188971,20,0.00096609,0,0.284969,0.187025,0.382914,0.507242,0.608845,0.405639,0.276221,0.291111,0.261331,0.020082,0.048054,0.087845,0.125271
25,27.466,0.481334,0.372694,0.370740,0.374647,20,0.00014238,0,0.119086,0.090331,0.147842,0.780758,0.817352,0.744164,0.417133,0.404229,0.430036,0.009597,0.018114,0.067040,0.079516
50,194.160,0.381107,0.485494,0.474190,0.496798,23,0.00020950,1,0.092429,0.089715,0.095144,0.851609,0.852065,0.851154,0.530398,0.516732,0.544065,0.009399,0.011478,0.055807,0.060742
75,224.075,0.326497,0.559768,0.526522,0.593014,23,0.00010436,0,0.087619,0.099158,0.076079,0.873601,0.853725,0.893478,0.608430,0.578731,0.638129,0.010473,0.009249,0.050613,0.048333
100,419.541,0.285384,0.614327,0.577190,0.651464,26,0.00009190,0,0.081571,0.094436,0.068705,0.890064,0.869946,0.910181,0.663960,0.631698,0.696223,0.009949,0.008493,0.044898,0.040987
125,453.557,0.254248,0.653902,0.619371,0.688433,26,0.00014591,0,0.074970,0.089509,0.060432,0.903220,0.882890,0.923549,0.702423,0.674810,0.730036,0.009518,0.007232,0.040337,0.036003
150,680.679,0.224237,0.697632,0.660667,0.734596,29,0.00008553,3,0.074415,0.095052,0.053777,0.909457,0.883873,0.935042,0.748783,0.723465,0.774101,0.010057,0.006524,0.035939,0.030496
175,719.728,0.196471,0.739421,0.708787,0.770054,29,0.00001438,1,0.075842,0.093410,0.058273,0.912850,0.892435,0.933265,0.794961,0.774995,0.814928,0.009891,0.007038,0.030667,0.026355
200,963.705,0.166231,0.786018,0.762472,0.809564,28,0.00002917,1,0.079844,0.102854,0.056835,0.914363,0.891016,0.937709,0.848235,0.840895,0.855576,0.010841,0.006831,0.024962,0.021606
225,1001.058,0.150107,0.810818,0.784521,0.837114,28,0.00006735,2,0.080317,0.106138,0.054496,0.916437,0.891020,0.941854,0.875261,0.867789,0.882734,0.011101,0.006692,0.022644,0.018479
250,1238.907,0.134502,0.833313,0.801070,0.865555,31,0.00002729,2,0.084669,0.112503,0.056835,0.914707,0.887912,0.941503,0.902970,0.891193,0.914748,0.011580,0.006899,0.020653,0.014935
275,1280.216,0.122923,0.848236,0.817404,0.879068,31,0.00007787,2,0.077043,0.104085,0.050000,0.922604,0.896594,0.948614,0.912753,0.902484,0.923022,0.010934,0.006214,0.018963,0.013419
300,1550.691,0.117111,0.856411,0.822969,0.889854,31,0.00008701,2,0.077919,0.099364,0.056475,0.922187,0.901043,0.943332,0.922425,0.904742,0.940108,0.010503,0.006793,0.018351,0.012018
325,1592.711,0.112061,0.860680,0.822797,0.898563,31,0.00004867,2,0.077762,0.104085,0.051439,0.922784,0.897202,0.948366,0.926611,0.908438,0.944784,0.010609,0.006050,0.018134,0.010879
350,1866.784,0.107425,0.866166,0.824022,0.908309,31,0.00005393,4,0.073973,0.102443,0.045504,0.926467,0.898660,0.954274,0.929039,0.908438,0.949640,0.010503,0.005378,0.018058,0.009798
375,1908.240,0.107592,0.868150,0.829771,0.906529,31,0.00009187,4,0.075732,0.104701,0.046763,0.925261,0.897487,0.953035,0.932785,0.916650,0.948921,0.010936,0.005475,0.017732,0.009905
400,2173.401,0.106796,0.869733,0.837175,0.902292,30,0.00010637,4,0.074101,0.104496,0.043705,0.927056,0.898464,0.955649,0.933191,0.924656,0.941727,0.011081,0.005188,0.016994,0.010446
425,2213.237,0.105148,0.872008,0.839444,0.904572,30,0.00005743,2,0.073546,0.108602,0.038489,0.928068,0.895496,0.960640,0.934999,0.930610,0.939388,0.011490,0.004616,0.016790,0.010193
