step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,2.184,0.171114,0.187228,0.154999,1.079509,20
25,43.072,0.301990,0.320662,0.283317,0.814964,20
50,84.710,0.471668,0.491401,0.451935,0.628295,20
75,126.656,0.594500,0.590532,0.598468,0.488368,20
100,168.188,0.669429,0.647799,0.691059,0.402064,20
125,209.092,0.708282,0.687472,0.729093,0.356500,20
150,249.756,0.732238,0.726215,0.738260,0.329407,20
175,290.782,0.750210,0.751888,0.748533,0.301450,20
200,331.645,0.764958,0.770975,0.758941,0.285018,20
225,372.635,0.772070,0.775804,0.768335,0.278229,20
250,413.872,0.774179,0.780927,0.767430,0.276238,20
275,455.044,0.775804,0.781964,0.769643,0.274930,20
300,496.535,0.781535,0.781779,0.781291,0.268814,20
325,537.855,0.789325,0.780602,0.798048,0.265251,20
350,579.328,0.807161,0.757394,0.856927,0.268003,20
375,620.450,0.807219,0.724274,0.890165,0.293379,20
400,661.623,0.803411,0.711850,0.894972,0.291283,20
