step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.442,1.095125,0.222408,0.192544,0.252272,20,0.00000000,0,0.178780,0.179451,0.178108,0.591939,0.558597,0.625282,0.262150,0.227096,0.297204,0.040569,0.035884,0.177669,0.149146
25,26.653,0.797285,0.364217,0.354434,0.374001,20,0.00000003,0,0.090185,0.093993,0.086377,0.814785,0.804889,0.824680,0.397027,0.387748,0.406306,0.020869,0.017323,0.131327,0.115338
50,189.405,0.631132,0.486983,0.503193,0.470772,20,0.00002927,1,0.073621,0.082757,0.064485,0.877063,0.868136,0.885991,0.522983,0.544836,0.501130,0.018183,0.012747,0.099722,0.095183
75,215.224,0.534639,0.562236,0.584075,0.540397,20,0.00018396,1,0.065013,0.080056,0.049970,0.903223,0.887386,0.919060,0.599117,0.630834,0.567400,0.017539,0.009877,0.082964,0.081498
100,375.806,0.472219,0.615158,0.621799,0.608517,19,0.00145175,4,0.063248,0.084378,0.042118,0.913249,0.888778,0.937720,0.654206,0.674265,0.634146,0.018262,0.008067,0.075275,0.068628
125,400.208,0.444365,0.642098,0.634452,0.649744,19,0.00351711,2,0.061985,0.078760,0.045211,0.917191,0.896801,0.937582,0.681770,0.684421,0.679120,0.017119,0.009015,0.072645,0.061589
150,552.901,0.412732,0.672879,0.639908,0.705849,19,0.00255586,3,0.064487,0.083405,0.045568,0.917230,0.892614,0.941846,0.715647,0.693280,0.738013,0.018221,0.008973,0.071839,0.051545
175,576.659,0.383406,0.699560,0.634604,0.764516,19,0.00181074,3,0.061558,0.088375,0.034741,0.922247,0.886562,0.957931,0.740882,0.690687,0.791077,0.019558,0.006803,0.073495,0.040704
200,731.276,0.344063,0.729760,0.652720,0.806800,19,0.00097841,4,0.054914,0.084486,0.025342,0.931825,0.893373,0.970276,0.767555,0.707865,0.827246,0.018767,0.004859,0.069565,0.033082
225,755.481,0.328039,0.741927,0.656540,0.827314,19,0.00095034,3,0.052823,0.081137,0.024509,0.934657,0.897418,0.971896,0.778700,0.709810,0.847591,0.017954,0.004634,0.068454,0.029377
