step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.848,1.152610,0.188629,0.206117,0.171142,20,0.00000464,0,0.208281,0.263793,0.152769,0.530218,0.496849,0.563587,0.228888,0.260489,0.197287,0.036081,0.045266,0.122050,0.221479
25,35.308,0.871730,0.307010,0.359446,0.254574,20,0.00005177,0,0.095561,0.121738,0.069385,0.782494,0.768093,0.796895,0.337721,0.403204,0.272237,0.016410,0.020540,0.087104,0.184987
50,253.840,0.717707,0.427706,0.482056,0.373355,23,0.00000153,0,0.087867,0.118434,0.057299,0.846570,0.819894,0.873245,0.466948,0.539148,0.394748,0.015648,0.016573,0.069747,0.153377
75,293.408,0.577520,0.545254,0.594519,0.495989,23,0.00015236,3,0.086275,0.121077,0.051474,0.878217,0.846267,0.910167,0.594011,0.666501,0.521520,0.016189,0.014954,0.054429,0.122470
100,551.359,0.474808,0.622212,0.646749,0.597674,26,0.00013935,2,0.084979,0.130657,0.039301,0.894452,0.848409,0.940495,0.676208,0.731252,0.621163,0.017356,0.011277,0.047610,0.096311
125,597.206,0.403395,0.676187,0.678109,0.674264,26,0.00020096,2,0.084718,0.135613,0.033823,0.901994,0.850264,0.953724,0.733570,0.770069,0.697070,0.017855,0.009637,0.043208,0.077464
150,875.963,0.350484,0.716867,0.709994,0.723741,27,0.00014600,1,0.080549,0.127189,0.033910,0.909757,0.862867,0.956647,0.774290,0.800297,0.748283,0.016714,0.009346,0.038503,0.065261
175,923.651,0.309839,0.749060,0.736624,0.761496,27,0.00010369,1,0.074364,0.114470,0.034258,0.917971,0.877627,0.958316,0.804264,0.820945,0.787584,0.014902,0.010015,0.034375,0.056422
200,1227.579,0.292783,0.763272,0.747730,0.778813,29,0.00001220,3,0.072834,0.109845,0.035823,0.920295,0.883108,0.957482,0.818289,0.829865,0.806712,0.014573,0.010193,0.032867,0.052341
225,1278.811,0.260033,0.786473,0.761926,0.811019,29,0.00002446,2,0.069761,0.101090,0.038431,0.924410,0.892462,0.956359,0.840569,0.838949,0.842188,0.012911,0.010909,0.030315,0.044447
250,1586.923,0.242461,0.803546,0.772420,0.834671,28,0.00029992,2,0.069670,0.099604,0.039736,0.925628,0.895039,0.956218,0.858597,0.849356,0.867838,0.013352,0.011430,0.029398,0.038961
275,1635.615,0.223159,0.816984,0.790902,0.843065,28,0.00022243,3,0.064375,0.089362,0.039388,0.931506,0.906027,0.956984,0.868925,0.861579,0.876272,0.011506,0.011128,0.026320,0.036697
300,1930.322,0.215622,0.822260,0.797470,0.847049,26,0.00023078,2,0.061258,0.083911,0.038605,0.934738,0.911514,0.957963,0.872068,0.864387,0.879750,0.010737,0.010963,0.025356,0.035615
325,1975.295,0.217780,0.821603,0.796254,0.846952,26,0.00029427,2,0.061628,0.084737,0.038518,0.934352,0.910658,0.958045,0.871651,0.863726,0.879576,0.010911,0.011224,0.025549,0.035908
350,2266.022,0.220486,0.820424,0.794373,0.846476,26,0.00033451,2,0.061810,0.086059,0.037562,0.934141,0.909297,0.958986,0.870503,0.862735,0.878271,0.011496,0.010923,0.026189,0.036020
375,2310.194,0.215960,0.823887,0.799393,0.848381,26,0.00021720,0,0.061984,0.087711,0.036258,0.934380,0.908369,0.960391,0.874324,0.869508,0.879141,0.011380,0.010607,0.025357,0.035586
400,2601.345,0.218323,0.822455,0.798872,0.846038,26,0.00023583,1,0.061189,0.083251,0.039127,0.934816,0.912241,0.957390,0.872260,0.865378,0.879141,0.011203,0.011105,0.025678,0.035887
425,2645.981,0.216979,0.821426,0.796350,0.846502,26,0.00017097,1,0.062462,0.086059,0.038866,0.933588,0.909501,0.957674,0.872142,0.864883,0.879402,0.011204,0.010760,0.025716,0.035588
450,2926.937,0.217248,0.822862,0.797053,0.848670,26,0.00011985,1,0.061949,0.087380,0.036519,0.934277,0.908414,0.960140,0.873181,0.866700,0.879663,0.011673,0.010437,0.025945,0.035388
475,2971.179,0.220526,0.820880,0.793083,0.848678,26,0.00011700,1,0.064827,0.093657,0.035997,0.931606,0.902544,0.960669,0.873294,0.867360,0.879228,0.012395,0.010430,0.026494,0.035575
500,3256.924,0.212641,0.822330,0.792313,0.852347,26,0.00008871,1,0.062071,0.095970,0.028171,0.934667,0.900480,0.968855,0.872355,0.868352,0.876359,0.012296,0.008137,0.026364,0.034280
525,3301.091,0.204121,0.829777,0.799970,0.859584,26,0.00007428,1,0.059380,0.090849,0.027911,0.937544,0.905709,0.969379,0.878111,0.872646,0.883575,0.012296,0.007660,0.025758,0.032288
550,3583.416,0.200406,0.831942,0.802424,0.861459,25,0.00004035,0,0.058789,0.090188,0.027389,0.938261,0.906539,0.969983,0.879923,0.874794,0.885053,0.012060,0.007487,0.025310,0.031709
575,3625.927,0.198374,0.832062,0.798248,0.865875,25,0.00001640,0,0.059693,0.093822,0.025563,0.937495,0.902972,0.972019,0.880576,0.873142,0.888010,0.011894,0.007417,0.025314,0.031151
600,3906.885,0.201025,0.831388,0.798003,0.864773,25,0.00004566,0,0.060228,0.091675,0.028780,0.936725,0.904786,0.968664,0.880411,0.871160,0.889662,0.011787,0.008210,0.025545,0.031454
