step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.368,0.633931,0.250579,0.269356,0.231803,20,0.00253797,0,0.196099,0.201191,0.191007,0.603828,0.616588,0.591067,0.299813,0.323548,0.276079,0.021637,0.023858,0.085886,0.102085
25,25.543,0.465242,0.360999,0.414128,0.307871,20,0.00005154,0,0.081825,0.078218,0.085432,0.823669,0.850939,0.796399,0.390346,0.446520,0.334173,0.008339,0.010601,0.061783,0.083816
50,178.717,0.358661,0.492389,0.559276,0.425503,23,0.00015404,0,0.059049,0.054609,0.063489,0.896110,0.915260,0.876961,0.521168,0.589817,0.452518,0.005752,0.007626,0.045150,0.067679
75,206.056,0.315386,0.549782,0.597263,0.502301,23,0.00010252,0,0.052654,0.050092,0.055216,0.915846,0.926038,0.905655,0.578609,0.627181,0.530036,0.005182,0.006629,0.041038,0.058161
100,363.042,0.285024,0.589400,0.627797,0.551003,22,0.00001527,0,0.047441,0.045781,0.049101,0.928262,0.934814,0.921709,0.617298,0.656539,0.578058,0.004830,0.005738,0.037867,0.051853
125,389.384,0.265846,0.611319,0.656610,0.566028,22,0.00007011,0,0.038096,0.034285,0.041906,0.942799,0.951942,0.933656,0.634435,0.679121,0.589748,0.003576,0.004982,0.034457,0.049863
150,546.946,0.259310,0.619876,0.667459,0.572293,20,0.00009442,2,0.037927,0.035927,0.039928,0.943868,0.950607,0.937128,0.643292,0.691439,0.595144,0.003477,0.004802,0.033225,0.049050
175,571.745,0.246519,0.632930,0.668877,0.596984,20,0.00014646,2,0.029676,0.021761,0.037590,0.955964,0.969141,0.942787,0.651429,0.683433,0.619424,0.002189,0.004347,0.032847,0.046023
200,729.174,0.237747,0.646512,0.668003,0.625022,21,0.00021378,4,0.032424,0.024020,0.040827,0.953512,0.966077,0.940947,0.667294,0.684048,0.650540,0.002437,0.004689,0.032973,0.042663
225,755.191,0.219827,0.672312,0.665262,0.679363,21,0.00018690,2,0.030921,0.022993,0.038849,0.957572,0.967318,0.947826,0.693157,0.680558,0.705755,0.002351,0.004707,0.033273,0.036430
250,921.857,0.200256,0.700487,0.677600,0.723375,21,0.00018013,2,0.033386,0.026483,0.040288,0.956252,0.963321,0.949183,0.724032,0.695545,0.752518,0.002641,0.004583,0.032020,0.031079
275,947.942,0.184141,0.726320,0.703637,0.749003,21,0.00024599,3,0.032447,0.027304,0.037590,0.958732,0.963602,0.953863,0.750004,0.722850,0.777158,0.002770,0.004431,0.029518,0.028205
300,1112.715,0.171606,0.742595,0.725580,0.759610,21,0.00020100,1,0.029827,0.025662,0.033993,0.962591,0.966667,0.958516,0.764816,0.744200,0.785432,0.002535,0.003949,0.027106,0.026807
325,1138.683,0.162622,0.756438,0.739633,0.773243,21,0.00007135,2,0.030442,0.029768,0.031115,0.962413,0.962387,0.962440,0.779476,0.761651,0.797302,0.002848,0.003615,0.025695,0.025264
350,1297.423,0.157851,0.766326,0.744757,0.787895,20,0.00004658,0,0.034342,0.037569,0.031115,0.958374,0.953636,0.963113,0.792573,0.772737,0.812410,0.003719,0.003595,0.025437,0.023512
375,1321.764,0.150754,0.774444,0.750497,0.798391,20,0.00006215,0,0.031030,0.033463,0.028597,0.962495,0.958640,0.966349,0.798417,0.775611,0.821223,0.003220,0.003363,0.024629,0.022316
400,1478.186,0.148431,0.780136,0.757907,0.802364,20,0.00003878,1,0.033369,0.032026,0.034712,0.960266,0.960666,0.959867,0.806198,0.782180,0.830216,0.003198,0.004076,0.023914,0.021917
425,1502.844,0.144601,0.786118,0.751933,0.820303,20,0.00000832,2,0.034112,0.035311,0.032914,0.959608,0.956609,0.962607,0.812894,0.778485,0.847302,0.003421,0.003922,0.024570,0.019957
