step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.381,0.189043,0.187529,0.190557,1.143673,20
25,26.536,0.324637,0.305110,0.344164,0.827547,20
50,51.781,0.428710,0.406333,0.451086,0.685086,20
75,77.181,0.547780,0.535115,0.560445,0.537824,20
100,103.043,0.638760,0.608569,0.668951,0.436543,20
125,128.999,0.679439,0.631720,0.727159,0.397514,20
150,155.247,0.716058,0.651625,0.780491,0.363546,20
175,181.640,0.742011,0.666260,0.817763,0.333360,20
200,207.536,0.755581,0.671263,0.839899,0.320403,20
225,233.375,0.761267,0.674924,0.847610,0.312178,20
250,259.515,0.769991,0.673795,0.866187,0.302770,20
275,285.886,0.767724,0.667571,0.867876,0.305294,20
300,311.797,0.772490,0.665570,0.879411,0.304723,20
325,337.134,0.774272,0.671923,0.876621,0.300002,20
350,362.703,0.779983,0.678191,0.881776,0.288349,20
375,388.132,0.783549,0.684173,0.882924,0.279291,20
400,413.706,0.782072,0.685967,0.878177,0.277259,20
425,439.222,0.779404,0.683016,0.875791,0.280744,20
450,464.395,0.779132,0.685370,0.872893,0.280201,20
475,489.337,0.780097,0.682369,0.877826,0.280628,20
500,513.831,0.776825,0.680138,0.873512,0.283083,20
525,538.371,0.778815,0.681198,0.876432,0.280736,20
550,562.757,0.779180,0.679870,0.878490,0.280235,20
575,587.064,0.779556,0.678972,0.880141,0.277472,20
600,611.823,0.782013,0.679190,0.884836,0.274628,20
625,636.896,0.783739,0.683001,0.884476,0.274195,20
650,661.877,0.786361,0.685592,0.887129,0.270823,20
675,686.871,0.790316,0.695209,0.885423,0.265310,20
700,711.960,0.790838,0.695480,0.886196,0.265343,20
725,737.152,0.793667,0.697443,0.889890,0.263075,20
750,762.244,0.794844,0.704212,0.885476,0.259858,20
775,787.645,0.798671,0.713166,0.884177,0.254104,20
800,812.547,0.800271,0.714358,0.886185,0.253083,20
825,837.050,0.801613,0.710382,0.892845,0.251414,20
850,861.349,0.806686,0.712408,0.900963,0.245658,20
875,885.617,0.810620,0.711799,0.909442,0.241130,20
900,910.873,0.809898,0.713805,0.905990,0.241473,20
925,935.690,0.814087,0.718871,0.909303,0.238755,20
950,960.300,0.815575,0.726672,0.904478,0.236603,20
975,985.471,0.817201,0.726233,0.908169,0.238353,20
1000,1010.329,0.819661,0.727282,0.912039,0.235125,20
1025,1034.985,0.822377,0.727834,0.916921,0.232208,20
1050,1058.799,0.820743,0.723376,0.918109,0.236950,20
1075,1082.478,0.821750,0.726208,0.917291,0.233749,20
1100,1105.824,0.820472,0.725320,0.915625,0.235602,20
1125,1129.550,0.820079,0.721854,0.918305,0.237415,20
1150,1153.491,0.821220,0.721419,0.921022,0.237190,20
1175,1177.574,0.823463,0.724426,0.922500,0.233147,20
1200,1201.472,0.822630,0.721152,0.924108,0.235713,20
1225,1225.559,0.824687,0.721754,0.927621,0.234791,20
1250,1249.857,0.825398,0.724117,0.926678,0.230819,20
1275,1273.878,0.823877,0.722747,0.925006,0.233227,20
1300,1298.053,0.827103,0.726302,0.927905,0.229788,20
1325,1322.237,0.827677,0.724776,0.930578,0.230190,20
1350,1346.678,0.825607,0.723383,0.927831,0.233087,20
1375,1371.149,0.823962,0.719960,0.927965,0.235767,20
