step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes
1,1.372,3.370156,0.188891,0.188910,0.188872,20,0.00005626,0,0.486580,0.110176,0.862984,0.472614,0.655592,0.289637,0.280794,0.209723,0.351865,0.025804,0.050915,0.784363,0.636748,0.000000,0,0,0
25,26.850,2.122712,0.379849,0.383309,0.376389,20,0.00000324,1,0.471680,0.071767,0.871593,0.649130,0.851287,0.446973,0.557633,0.410818,0.704448,0.016681,0.051201,0.584091,0.291454,0.000000,0,0,0
50,198.315,1.577930,0.460359,0.568283,0.352435,23,0.00063429,4,0.627630,0.089551,1.165710,0.634666,0.873645,0.395686,0.691222,0.619173,0.763271,0.020649,0.068416,0.375689,0.236350,0.000000,3,0,0
75,228.835,1.258801,0.522196,0.690757,0.353634,23,0.00131483,4,0.634002,0.106598,1.161406,0.637260,0.877613,0.396908,0.764369,0.764390,0.764347,0.024475,0.068149,0.231731,0.234704,0.000000,3,0,0
100,428.973,1.068570,0.556391,0.755533,0.357250,26,0.00115142,7,0.638238,0.126907,1.149570,0.635384,0.870281,0.400486,0.809675,0.851415,0.767934,0.028902,0.067776,0.146453,0.231430,0.000000,6,0,0
125,464.087,0.964051,0.586726,0.808356,0.365096,26,0.00080203,3,0.599305,0.098180,1.100430,0.655548,0.900416,0.410680,0.827289,0.887720,0.766858,0.022387,0.064509,0.109825,0.231496,0.000000,6,0,0
150,691.123,0.818119,0.612729,0.831310,0.394148,29,0.00045796,2,0.567906,0.101021,1.034792,0.668617,0.900601,0.436633,0.858649,0.915290,0.802009,0.022845,0.060699,0.082521,0.197401,0.000000,9,0,0
175,730.187,0.739233,0.641884,0.845991,0.437776,29,0.00014611,3,0.479006,0.093234,0.864778,0.697011,0.908424,0.485598,0.870611,0.924866,0.816356,0.020972,0.050334,0.073161,0.184035,0.000000,9,0,0
200,972.653,0.630168,0.669289,0.865210,0.473368,31,0.00005197,1,0.435085,0.078922,0.791248,0.719666,0.922046,0.517287,0.890707,0.933495,0.847920,0.017720,0.045915,0.064124,0.152299,0.000000,12,0,1
225,1013.527,0.447909,0.698597,0.873784,0.523410,31,0.00003028,2,0.417823,0.081343,0.754304,0.734868,0.920734,0.549003,0.931540,0.944860,0.918221,0.018244,0.043690,0.053080,0.084047,0.000000,12,0,1
250,1279.806,0.327757,0.711743,0.873324,0.550163,34,0.00003340,1,0.424838,0.090708,0.758967,0.736750,0.913052,0.560449,0.960130,0.952541,0.967719,0.020098,0.043796,0.046254,0.035511,0.000000,15,0,1
275,1324.914,0.300815,0.727663,0.878208,0.577119,34,0.00009612,2,0.387788,0.082605,0.692970,0.752556,0.920061,0.585052,0.963898,0.950752,0.977044,0.018485,0.040154,0.048699,0.026328,0.000000,15,0,1
300,1589.371,0.274953,0.737945,0.888627,0.587264,31,0.00011651,1,0.371220,0.069557,0.672884,0.762653,0.931806,0.593499,0.966431,0.950437,0.982425,0.015266,0.038511,0.048733,0.019654,0.000000,15,0,4
325,1628.766,0.279887,0.738251,0.893239,0.583262,31,0.00010048,2,0.372961,0.061560,0.684362,0.764225,0.939037,0.589413,0.965326,0.948227,0.982425,0.013256,0.039237,0.051022,0.020848,0.000000,15,0,4
350,1887.934,0.268669,0.743941,0.897206,0.590675,32,0.00011397,1,0.363902,0.058508,0.669297,0.768817,0.941968,0.595666,0.967856,0.949700,0.986011,0.012570,0.038224,0.049908,0.018670,0.000000,16,0,4
375,1928.575,0.243792,0.745481,0.903833,0.587129,32,0.00019810,2,0.370027,0.062507,0.677547,0.765669,0.938889,0.592449,0.972632,0.960328,0.984935,0.013641,0.038750,0.038293,0.017607,0.000000,16,0,4
