job	pair	arm	config	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_srd_aw0p073	sun_moon	srd	aw0p073	converged	1500	0.073067	0.931989	0.917071	0.946908	0.935765	1000	0.97111	0.980689	24	20	27	20	25.344	0.026808	0.973248	0.956666	0.00011131	10	2	8	16916.360
neg_water_fire_srd_aw0p073	water_fire	srd	aw0p073	converged	1500	0.046240	0.947193	0.951224	0.943163	0.948764	700	0.974895	0.978871	26	20	29	20	26.098	0.024463	0.975871	0.970297	0.00003836	12	6	12	12287.198
neg_cat_face_bass_srd_aw0p073	cat_face_bass	srd	aw0p073	converged	1500	0.049472	0.947681	0.951130	0.944231	0.951507	1400	0.982789	0.988707	31	20	33	20	30.148	0.014410	0.985230	0.961333	0.00001764	15	3	7	14377.023
neg_horse_circle_srd_aw0p073	horse_circle	srd	aw0p073	converged	2200	0.091233	0.899286	0.902697	0.895875	0.907703	1900	0.972475	0.975596	35	20	35	20	32.483	0.019615	0.979831	0.916988	0.00012035	21	2	8	23911.197
neg_acm_scf_srd_aw0p073	acm_scf	srd	aw0p073	converged	1825	0.152912	0.837568	0.811813	0.863323	0.846113	1525	0.928446	0.93314	37	20	39	20	31.432	0.064560	0.937865	0.892897	0.00000034	23	4	10	18450.956
neg_teapot_droplets_srd_aw0p073	teapot_droplets	srd	aw0p073	converged	1800	0.110385	0.849452	0.866313	0.832591	0.852087	1700	0.920057	0.925265	32	20	37	20	33.041	0.079060	0.923557	0.915802	0.00001800	18	3	9	19874.956
neg_robot_man_srd_aw0p073	robot_man	srd	aw0p073	converged	2050	0.036286	0.952913	0.929520	0.976306	0.954494	1975	0.982245	0.983185	22	20	32	20	26.675	0.015894	0.983841	0.968062	0.00003550	15	3	16	18164.364
