pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,srd,aw0p073,1,2.003,0.652521,0.250834,0.206221,0.295447,20,0.00021183,0,0.117996,0.146283,0.089709,0.699906,0.617730,0.782081,0.279169,0.236387,0.321951,0.032895,0.018120,0.758433,0.674297,0.000000,0,0,0,0,0
sun_moon,srd,aw0p073,25,36.791,0.460302,0.360462,0.347236,0.373688,20,0.00052147,1,0.045653,0.059421,0.031886,0.892280,0.860936,0.923625,0.376737,0.367869,0.385604,0.013158,0.006356,0.626074,0.609531,0.000000,0,0,0,0,0
sun_moon,srd,aw0p073,50,444.200,0.380519,0.471413,0.472805,0.470021,23,0.00111085,3,0.039345,0.054775,0.023914,0.926848,0.901035,0.952661,0.489982,0.498704,0.481261,0.012063,0.004758,0.496103,0.514328,0.000000,2,1,0,0,0
sun_moon,srd,aw0p073,75,484.733,0.306151,0.575970,0.578104,0.573836,23,0.00041387,4,0.034371,0.051966,0.016776,0.946664,0.921277,0.972052,0.595804,0.608146,0.583462,0.011422,0.003308,0.386132,0.411531,0.000000,2,1,0,0,0
sun_moon,srd,aw0p073,100,933.167,0.262112,0.632167,0.605717,0.658617,25,0.00044634,5,0.028495,0.046997,0.009994,0.958103,0.931007,0.985198,0.649691,0.634183,0.665199,0.010047,0.001917,0.360816,0.330760,0.000000,4,2,1,0,0
sun_moon,srd,aw0p073,125,977.465,0.237365,0.668899,0.636655,0.701144,25,0.00025461,4,0.026982,0.045160,0.008804,0.962075,0.936445,0.987706,0.686362,0.665406,0.707317,0.009719,0.001732,0.329361,0.288812,0.000000,4,2,1,0,0
sun_moon,srd,aw0p073,150,1429.821,0.207012,0.707987,0.670840,0.745133,25,0.00005962,4,0.023170,0.044080,0.002261,0.968887,0.940792,0.996982,0.723614,0.700411,0.746817,0.009261,0.000336,0.295834,0.249004,0.000000,7,2,4,0,0
sun_moon,srd,aw0p073,175,1474.769,0.191496,0.729686,0.687740,0.771632,25,0.00002471,3,0.020691,0.039002,0.002380,0.972588,0.948244,0.996933,0.744016,0.714564,0.773468,0.008551,0.000355,0.280963,0.222719,0.000000,7,2,4,0,0
sun_moon,srd,aw0p073,200,1980.538,0.170850,0.757872,0.715506,0.800238,24,0.00010182,4,0.019339,0.037489,0.001190,0.975221,0.951926,0.998517,0.771760,0.742329,0.801190,0.007722,0.000271,0.253789,0.194764,0.000000,7,2,5,0,0
sun_moon,srd,aw0p073,225,2024.175,0.158087,0.780510,0.732902,0.828118,24,0.00014679,3,0.019995,0.036301,0.003688,0.974984,0.954385,0.995582,0.795340,0.759507,0.831172,0.007720,0.000736,0.236082,0.164308,0.000000,7,2,5,0,0
