step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.386,0.883136,0.184212,0.187488,0.180936,20,0.00009523,0,0.477185,0.106808,0.847561,0.471523,0.660194,0.282853,0.270902,0.207513,0.334290,0.025029,0.049990,0.172524,0.084323,0.010000
25,26.734,0.652818,0.305707,0.270881,0.340532,20,0.00003389,2,0.240124,0.051984,0.428264,0.688743,0.845721,0.531765,0.385666,0.284963,0.486370,0.011983,0.024973,0.147048,0.052072,0.010000
50,190.469,0.544945,0.409659,0.387217,0.432102,23,0.00033081,2,0.212113,0.045459,0.378766,0.755189,0.899042,0.611336,0.500294,0.404820,0.595768,0.010598,0.021625,0.122754,0.042706,0.010000
75,219.625,0.480107,0.460991,0.479158,0.442823,23,0.00026607,4,0.198504,0.045144,0.351865,0.773560,0.917309,0.629811,0.549713,0.500789,0.598637,0.010075,0.020055,0.103852,0.041057,0.010000
100,378.792,0.414782,0.511390,0.561366,0.461414,22,0.00036476,3,0.180787,0.032306,0.329268,0.798941,0.947196,0.650685,0.596422,0.579501,0.613343,0.007480,0.018510,0.086522,0.038659,0.010000
125,407.006,0.373164,0.545548,0.605525,0.485572,22,0.00028196,2,0.158653,0.024624,0.292683,0.821911,0.961827,0.681995,0.624063,0.620436,0.627690,0.005630,0.016583,0.077082,0.036134,0.010000
150,571.264,0.332536,0.584923,0.650288,0.519558,20,0.00001982,2,0.143498,0.021572,0.265423,0.840473,0.968549,0.712398,0.660889,0.664317,0.657461,0.004888,0.014950,0.068005,0.032917,0.010000
175,597.030,0.312293,0.605079,0.675665,0.534493,20,0.00000354,1,0.139806,0.021362,0.258250,0.846259,0.969975,0.722543,0.681311,0.690098,0.672525,0.004723,0.014511,0.062843,0.031636,0.010000
200,763.569,0.297010,0.620254,0.707081,0.533428,20,0.00000139,1,0.144277,0.022414,0.266141,0.843631,0.969928,0.717333,0.699162,0.722930,0.675395,0.005081,0.015031,0.056936,0.032011,0.010000
225,789.762,0.286545,0.628535,0.732132,0.524937,20,0.00001768,0,0.154543,0.021783,0.287303,0.836691,0.971706,0.701676,0.711916,0.748080,0.675753,0.004815,0.016189,0.051873,0.033135,0.010000
250,955.799,0.271820,0.641736,0.758312,0.525160,20,0.00002629,1,0.156240,0.022309,0.290172,0.836088,0.972028,0.700148,0.726388,0.775229,0.677547,0.004942,0.016359,0.046786,0.033164,0.010000
275,981.959,0.262910,0.651652,0.764191,0.539113,20,0.00002959,0,0.145776,0.021467,0.270086,0.845183,0.973235,0.717130,0.732658,0.780596,0.684720,0.004829,0.015378,0.045717,0.031809,0.010000
300,1150.676,0.249062,0.662226,0.773036,0.551415,20,0.00002678,1,0.131346,0.020941,0.241750,0.856608,0.974152,0.739063,0.736972,0.789224,0.684720,0.004491,0.013687,0.043728,0.030197,0.010000
325,1177.284,0.244457,0.667037,0.782528,0.551546,20,0.00003772,2,0.136989,0.021467,0.252511,0.853083,0.973846,0.732319,0.745072,0.799327,0.690818,0.004706,0.014102,0.041845,0.030227,0.010000
350,1344.889,0.241490,0.671151,0.790558,0.551744,20,0.00002567,0,0.140740,0.016416,0.265065,0.852373,0.979979,0.724767,0.750764,0.803536,0.697991,0.003487,0.015247,0.040149,0.030975,0.010000
375,1370.462,0.233792,0.678770,0.795325,0.562215,20,0.00001729,1,0.134826,0.012838,0.256815,0.858873,0.984313,0.733433,0.756067,0.805535,0.706600,0.002808,0.014718,0.039166,0.029998,0.010000
400,1529.667,0.224642,0.688619,0.800686,0.576553,20,0.00001307,0,0.121534,0.013154,0.229914,0.869600,0.984044,0.755157,0.760164,0.811218,0.709110,0.002930,0.013346,0.038188,0.028551,0.010000
425,1554.472,0.225138,0.689316,0.803381,0.575252,20,0.00003764,0,0.130573,0.014732,0.246413,0.863239,0.982249,0.744229,0.766109,0.815216,0.717001,0.003217,0.014144,0.037495,0.028862,0.010000
450,1716.358,0.219823,0.697422,0.805336,0.589507,20,0.00001787,0,0.128918,0.013575,0.244261,0.866913,0.983642,0.750183,0.774885,0.816269,0.733501,0.002861,0.014008,0.037156,0.027680,0.010000
