pair,arm,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,l200,1,1.342,1.591758,0.223209,0.192984,0.253433,20,0.00000000,0,0.178953,0.179559,0.178346,0.592563,0.559034,0.626091,0.263134,0.227636,0.298632,0.040695,0.035942,0.765997,0.696076,0.000000,0,0,0,0,0
sun_moon,l200,25,25.156,1.160031,0.396626,0.380058,0.413193,20,0.00000000,0,0.099099,0.110631,0.087567,0.814625,0.792334,0.836916,0.435740,0.422105,0.449375,0.024765,0.017518,0.572692,0.547101,0.000000,0,0,0,0,0
sun_moon,l200,50,181.583,0.918107,0.518452,0.525012,0.511893,23,0.00002534,0,0.098163,0.120895,0.075431,0.854534,0.829577,0.879491,0.569494,0.588483,0.550506,0.026959,0.014879,0.406769,0.445976,0.000000,3,0,0,0,0
sun_moon,l200,75,209.902,0.778591,0.586721,0.598760,0.574682,23,0.00014187,3,0.090535,0.115277,0.065794,0.877893,0.852787,0.902999,0.640138,0.667783,0.612493,0.025195,0.012957,0.328357,0.384026,0.000000,3,0,0,0,0
sun_moon,l200,100,393.750,0.658894,0.650402,0.622088,0.678717,26,0.00012926,6,0.090064,0.126945,0.053183,0.888719,0.846686,0.930751,0.707936,0.701059,0.714813,0.028018,0.010319,0.296235,0.282420,0.000000,6,0,0,0,0
sun_moon,l200,125,425.741,0.582533,0.691520,0.642370,0.740669,26,0.00018095,5,0.093441,0.141314,0.045568,0.891414,0.838399,0.944428,0.753783,0.733146,0.774420,0.031260,0.008860,0.263931,0.222707,0.000000,6,0,0,0,0
sun_moon,l200,150,629.306,0.477508,0.745528,0.688837,0.802220,29,0.00059648,4,0.093162,0.146824,0.039500,0.899023,0.843271,0.954775,0.811941,0.789974,0.833908,0.032302,0.007617,0.207167,0.163256,0.000000,9,0,0,0,0
sun_moon,l200,175,664.593,0.402857,0.783505,0.719511,0.847499,29,0.00042346,5,0.082885,0.131266,0.034503,0.911632,0.861127,0.962136,0.845349,0.813959,0.876740,0.029083,0.006578,0.184217,0.120426,0.000000,9,0,0,0,0
sun_moon,l200,200,883.291,0.365185,0.800276,0.752138,0.848413,30,0.00040263,3,0.088719,0.124136,0.053302,0.907845,0.871978,0.943712,0.869570,0.845506,0.893635,0.027178,0.010150,0.151383,0.104755,0.000000,11,0,1,0,0
sun_moon,l200,225,919.814,0.284698,0.842003,0.797227,0.886780,30,0.00077994,4,0.073483,0.106634,0.040333,0.925139,0.892167,0.958112,0.902392,0.882239,0.922546,0.023463,0.007756,0.114964,0.075886,0.000000,11,0,1,0,0
sun_moon,l200,250,1154.964,0.230707,0.869771,0.829891,0.909650,33,0.00051920,5,0.074042,0.103825,0.044259,0.926840,0.898199,0.955481,0.932983,0.916054,0.949911,0.022854,0.008327,0.082064,0.049149,0.000000,14,0,1,0,0
sun_moon,l200,275,1194.845,0.193150,0.889220,0.863556,0.914884,33,0.00043972,3,0.067525,0.095073,0.039976,0.934163,0.908647,0.959678,0.948557,0.945657,0.951457,0.020864,0.007710,0.053423,0.046546,0.000000,14,0,1,0,0
sun_moon,l200,300,1453.996,0.165035,0.904189,0.885301,0.923077,36,0.00020935,2,0.065840,0.090752,0.040928,0.936619,0.914093,0.959145,0.963250,0.965644,0.960857,0.020163,0.007944,0.032782,0.037999,0.000000,17,0,1,0,0
sun_moon,l200,325,1497.333,0.141044,0.916869,0.900229,0.933510,36,0.00017874,2,0.059105,0.083946,0.034265,0.943257,0.920787,0.965727,0.970648,0.975799,0.965497,0.018505,0.006529,0.023247,0.033192,0.000000,17,0,1,0,1
sun_moon,l200,350,1773.333,0.129513,0.923781,0.907121,0.940442,35,0.00016343,3,0.055289,0.081785,0.028792,0.947085,0.923069,0.971101,0.974414,0.981309,0.967519,0.018155,0.005510,0.017534,0.031583,0.000000,17,0,2,0,1
sun_moon,l200,375,1815.544,0.125700,0.925128,0.911363,0.938893,35,0.00010482,2,0.053129,0.076275,0.029982,0.948889,0.927849,0.969928,0.973960,0.980877,0.967043,0.016824,0.005777,0.018014,0.031166,0.000000,17,0,2,0,1
sun_moon,l200,400,2075.461,0.120880,0.927854,0.910093,0.945614,34,0.00017610,4,0.053046,0.077895,0.028198,0.949126,0.926436,0.971816,0.976632,0.980985,0.972278,0.017020,0.005434,0.018333,0.026025,0.000000,17,0,3,0,1
sun_moon,l200,425,2116.806,0.115910,0.930608,0.916188,0.945028,34,0.00009622,3,0.050709,0.071197,0.030220,0.951128,0.932362,0.969895,0.977502,0.981417,0.973587,0.015781,0.005863,0.017319,0.024820,0.000000,17,0,3,0,1
sun_moon,l200,450,2373.065,0.112487,0.931712,0.920829,0.942595,34,0.00006837,2,0.052392,0.068496,0.036288,0.949548,0.934914,0.964181,0.980351,0.983902,0.976800,0.015183,0.006888,0.014964,0.021686,0.000000,17,0,3,1,1
sun_moon,l200,475,2414.317,0.102756,0.937088,0.924741,0.949434,34,0.00008161,4,0.047160,0.063742,0.030577,0.954420,0.939144,0.969697,0.981076,0.983686,0.978465,0.014030,0.005615,0.015389,0.020140,0.000000,17,0,3,1,1
sun_moon,l200,500,2788.378,0.124237,0.926159,0.915284,0.937035,31,0.00011039,5,0.042597,0.061041,0.024152,0.958156,0.940862,0.975450,0.965410,0.971154,0.959667,0.013473,0.004509,0.027396,0.038628,0.000000,17,0,6,1,1
sun_moon,l200,525,2826.939,0.105735,0.936083,0.921652,0.950515,31,0.00032633,5,0.048169,0.067308,0.029030,0.953567,0.935958,0.971175,0.980897,0.983686,0.978108,0.014898,0.005530,0.015530,0.019987,0.000000,17,0,6,1,1
sun_moon,l200,550,3166.195,0.104804,0.937061,0.914624,0.959497,27,0.00014528,4,0.044508,0.066768,0.022249,0.956886,0.935952,0.977820,0.978268,0.975691,0.980845,0.014621,0.004269,0.022861,0.017915,0.000000,17,0,10,1,1
sun_moon,l200,575,3200.072,0.092267,0.945011,0.922570,0.967451,27,0.00013817,6,0.041096,0.066011,0.016181,0.960454,0.937101,0.983808,0.983288,0.983470,0.983105,0.014515,0.003257,0.015793,0.015532,0.000000,17,0,10,1,1
sun_moon,l200,600,3501.595,0.136341,0.921957,0.876842,0.967073,24,0.00012839,5,0.039275,0.063202,0.015348,0.960560,0.936510,0.984610,0.957088,0.932260,0.981916,0.013948,0.003101,0.066096,0.017096,0.000000,17,0,13,1,1
