step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.582,0.754147,0.319411,0.378545,0.260277,20,0.00000553,0
25,27.309,0.522992,0.484195,0.549820,0.418569,20,0.00025588,1
50,53.917,0.393167,0.611392,0.679337,0.543448,20,0.00016761,2
75,80.627,0.309195,0.698482,0.767110,0.629854,20,0.00055190,3
100,107.508,0.229365,0.780502,0.864163,0.696842,20,0.00093637,4
125,133.758,0.182867,0.822975,0.886712,0.759238,20,0.00095107,3
150,160.070,0.155754,0.846547,0.892775,0.800319,20,0.00083795,3
175,186.145,0.137445,0.863806,0.911496,0.816115,20,0.00092203,5
200,212.023,0.127070,0.873840,0.918250,0.829429,20,0.00088559,4
225,237.676,0.119816,0.881290,0.920829,0.841750,20,0.00079837,4
250,263.470,0.114245,0.886579,0.924784,0.848373,20,0.00047879,5
275,289.554,0.109372,0.890616,0.925733,0.855498,20,0.00045128,7
300,315.454,0.106492,0.892664,0.919624,0.865705,20,0.00040659,5
325,341.318,0.090289,0.906766,0.933279,0.880252,20,0.00043684,6
350,368.121,0.083300,0.914425,0.948946,0.879905,20,0.00050856,4
375,394.983,0.076295,0.922679,0.960383,0.884975,20,0.00045690,3
400,422.009,0.078231,0.923081,0.960739,0.885423,20,0.00053856,3
425,448.679,0.076462,0.925164,0.961144,0.889184,20,0.00055256,4
450,475.489,0.078282,0.923091,0.962252,0.883930,20,0.00053685,4
475,502.531,0.077940,0.924725,0.963871,0.885579,20,0.00056930,4
500,529.594,0.076386,0.926595,0.965153,0.888038,20,0.00062457,4
525,556.024,0.075681,0.926839,0.967064,0.886615,20,0.00056013,5
550,582.615,0.074092,0.928653,0.968548,0.888758,20,0.00052653,5
575,608.956,0.074391,0.927819,0.968812,0.886826,20,0.00055456,4
600,635.072,0.073937,0.928940,0.971120,0.886759,20,0.00061253,4
625,661.030,0.074374,0.928327,0.970793,0.885862,20,0.00065356,4
650,687.260,0.074880,0.928069,0.969149,0.886990,20,0.00069457,5
675,713.322,0.077387,0.925960,0.967191,0.884728,20,0.00065373,5
700,739.571,0.082614,0.921867,0.966441,0.877293,20,0.00066648,6
725,765.959,0.085746,0.920339,0.963903,0.876776,20,0.00027334,5
750,791.798,0.086990,0.918752,0.959140,0.878365,20,0.00022545,3
775,817.816,0.087893,0.917178,0.947411,0.886945,20,0.00016866,3
800,844.079,0.082768,0.918362,0.942627,0.894097,20,0.00008184,3
825,870.608,0.060132,0.937938,0.964533,0.911343,20,0.00009081,3
850,897.458,0.056411,0.941784,0.971144,0.912424,20,0.00010032,3
875,924.790,0.056076,0.941192,0.970184,0.912201,20,0.00007160,3
900,951.926,0.057030,0.941029,0.973076,0.908981,20,0.00006529,2
925,978.975,0.056907,0.940748,0.970618,0.910879,20,0.00005174,2
950,1006.133,0.055647,0.942642,0.972748,0.912536,20,0.00012945,2
975,1033.113,0.055184,0.942563,0.971642,0.913483,20,0.00009575,2
1000,1059.914,0.055881,0.942864,0.970335,0.915393,20,0.00007044,2
1025,1086.856,0.058681,0.939164,0.967705,0.910623,20,0.00005242,2
1050,1113.810,0.053396,0.943789,0.969019,0.918559,20,0.00005971,2
1075,1140.828,0.052929,0.944865,0.970447,0.919284,20,0.00004583,1
1100,1167.892,0.053041,0.944759,0.970422,0.919095,20,0.00004013,2
1125,1194.932,0.051785,0.946330,0.972375,0.920285,20,0.00001619,2
1150,1222.002,0.050269,0.947316,0.971438,0.923194,20,0.00001802,2
1175,1248.994,0.050294,0.946430,0.973211,0.919648,20,0.00002701,3
1200,1275.613,0.048908,0.948746,0.974017,0.923475,20,0.00002909,2
1225,1302.480,0.051081,0.946061,0.973715,0.918408,20,0.00001117,2
1250,1329.094,0.050009,0.948502,0.974372,0.922633,20,0.00000795,3
1275,1354.981,0.048859,0.949319,0.975853,0.922785,20,0.00001798,2
1300,1380.996,0.048833,0.948779,0.972448,0.925110,20,0.00001013,2
