step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.404,1.260056,0.190821,0.151570,0.230071,20,0.00000000,0,0.212629,0.093992,0.331265,0.559317,0.638225,0.480410,0.236051,0.165817,0.306286,0.034612,0.046126,0.253811,0.125838,0.000000
25,25.032,1.004623,0.285657,0.223962,0.347352,20,0.00000000,0,0.110991,0.037981,0.184000,0.775228,0.859563,0.690894,0.321867,0.232469,0.411265,0.013871,0.025420,0.220435,0.094794,0.000000
50,185.510,0.907228,0.361505,0.281078,0.441931,23,0.00006835,1,0.106357,0.036060,0.176653,0.818122,0.889817,0.746426,0.405607,0.291214,0.520000,0.012892,0.024257,0.203657,0.080161,0.000000
75,213.637,0.826690,0.417476,0.330587,0.504365,23,0.00017391,2,0.095421,0.031331,0.159510,0.850769,0.915840,0.785699,0.462880,0.340944,0.584816,0.011515,0.021877,0.188936,0.069891,0.000000
100,396.524,0.760096,0.466234,0.382925,0.549543,26,0.00036628,2,0.095373,0.029114,0.161633,0.864581,0.931203,0.797959,0.516221,0.394074,0.638367,0.010235,0.022323,0.173373,0.063628,0.000000
125,428.706,0.708440,0.503617,0.427771,0.579463,26,0.00043135,3,0.097587,0.028153,0.167020,0.870888,0.939839,0.801936,0.558029,0.439814,0.676245,0.009774,0.022709,0.160560,0.059245,0.000000
150,639.485,0.657920,0.549255,0.481247,0.617264,29,0.00055150,3,0.109082,0.028449,0.189714,0.870172,0.945645,0.794700,0.614653,0.494938,0.734367,0.010525,0.026086,0.145996,0.054877,0.000000
175,676.065,0.598381,0.590568,0.525324,0.655813,29,0.00091635,1,0.102702,0.027119,0.178286,0.882339,0.952145,0.812532,0.656152,0.539570,0.772735,0.009825,0.024603,0.133133,0.048900,0.000000
200,900.742,0.552218,0.626131,0.574918,0.677344,28,0.00122832,1,0.107115,0.031700,0.182531,0.881838,0.949267,0.814409,0.697061,0.593143,0.800980,0.011222,0.025458,0.119403,0.046043,0.000000
225,935.479,0.510774,0.653659,0.614082,0.693236,28,0.00106023,1,0.109799,0.029557,0.190041,0.884054,0.955337,0.812771,0.728606,0.632232,0.824980,0.010147,0.026350,0.107887,0.043875,0.000000
