step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.379,0.156450,0.173059,0.139842,0.617228,20
25,25.176,0.253939,0.292635,0.215242,0.443367,20
50,49.394,0.384857,0.438151,0.331563,0.371045,20
75,73.658,0.503875,0.565897,0.441853,0.312065,20
100,98.398,0.571898,0.638087,0.505708,0.285269,20
125,122.947,0.609228,0.669999,0.548456,0.266198,20
150,147.462,0.626576,0.672356,0.580797,0.255592,20
175,172.377,0.642735,0.677729,0.607740,0.235632,20
200,197.700,0.657099,0.684154,0.630043,0.225137,20
225,223.036,0.675433,0.699578,0.651288,0.201057,20
250,248.782,0.695485,0.710934,0.680037,0.177143,20
275,274.530,0.706301,0.708820,0.703782,0.171489,20
300,300.196,0.717523,0.707923,0.727122,0.167333,20
325,325.747,0.725990,0.707667,0.744314,0.162910,20
350,351.353,0.732281,0.707619,0.756943,0.158569,20
375,376.949,0.737411,0.707498,0.767323,0.155181,20
400,402.811,0.744577,0.709995,0.779159,0.150165,20
425,428.453,0.745866,0.707930,0.783802,0.148655,20
450,453.947,0.749523,0.710671,0.788374,0.148135,20
475,479.265,0.750565,0.709704,0.791427,0.146229,20
500,504.500,0.754796,0.712001,0.797591,0.144187,20
525,529.844,0.757571,0.715394,0.799749,0.144913,20
550,554.861,0.760351,0.716706,0.803996,0.144729,20
575,580.106,0.762560,0.715315,0.809804,0.143408,20
600,605.467,0.765279,0.720422,0.810135,0.141319,20
625,630.573,0.769273,0.723979,0.814567,0.140135,20
650,655.789,0.772997,0.728582,0.817412,0.140230,20
675,680.906,0.773962,0.728425,0.819499,0.140629,20
700,705.947,0.775415,0.730243,0.820587,0.138844,20
725,731.432,0.777562,0.732949,0.822175,0.138206,20
750,757.094,0.779619,0.732818,0.826421,0.139133,20
775,782.915,0.782200,0.732699,0.831702,0.138547,20
800,808.753,0.784908,0.734873,0.834943,0.140167,20
825,834.561,0.786372,0.736070,0.836674,0.139947,20
850,860.303,0.786106,0.737974,0.834238,0.138031,20
875,886.211,0.786253,0.734763,0.837743,0.140504,20
900,911.809,0.788350,0.735583,0.841117,0.140946,20
