step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.399,1.152610,0.188629,0.206117,0.171142,20,0.00000464,0,0.208281,0.263793,0.152769,0.530218,0.496849,0.563587,0.228888,0.260489,0.197287,0.036081,0.045266,0.122050,0.221479,0.000000
25,26.892,0.871730,0.307010,0.359446,0.254574,20,0.00005177,0,0.095561,0.121738,0.069385,0.782494,0.768093,0.796895,0.337721,0.403204,0.272237,0.016410,0.020540,0.087104,0.184987,0.000000
50,193.144,0.716763,0.428573,0.484038,0.373109,23,0.00000153,0,0.087454,0.117608,0.057299,0.847296,0.821420,0.873172,0.467726,0.540965,0.394487,0.015536,0.016570,0.069429,0.153439,0.000000
75,223.232,0.574062,0.548807,0.600590,0.497023,23,0.00015619,2,0.085328,0.119095,0.051561,0.879842,0.849478,0.910206,0.597384,0.672118,0.522650,0.015924,0.015057,0.053539,0.122288,0.000000
100,419.090,0.467528,0.631779,0.661455,0.602102,26,0.00008683,2,0.086418,0.130492,0.042344,0.894107,0.851420,0.936794,0.687684,0.747770,0.627598,0.017253,0.012239,0.045401,0.095675,0.000000
125,453.767,0.389936,0.689769,0.688172,0.691365,26,0.00034412,4,0.086470,0.136769,0.036171,0.901561,0.851186,0.951935,0.749333,0.782293,0.716372,0.018168,0.010444,0.041987,0.073606,0.000000
150,672.741,0.329456,0.733784,0.716053,0.751516,27,0.00017762,5,0.083779,0.134952,0.032606,0.908634,0.857591,0.959677,0.794353,0.812686,0.776019,0.017470,0.009264,0.037648,0.058762,0.000000
175,708.949,0.286801,0.765339,0.735696,0.794982,27,0.00022933,4,0.077876,0.123059,0.032693,0.916035,0.870367,0.961703,0.823601,0.826231,0.820972,0.016221,0.009165,0.034831,0.048022,0.000000
200,934.585,0.258872,0.786575,0.740464,0.832687,28,0.00005205,2,0.078715,0.125867,0.031562,0.916691,0.868824,0.964558,0.846316,0.833664,0.858969,0.016525,0.009185,0.034147,0.039276,0.000000
225,971.697,0.233285,0.804459,0.748156,0.860763,28,0.00014793,2,0.076229,0.119590,0.032867,0.919707,0.875065,0.964350,0.863341,0.837628,0.889053,0.015556,0.009368,0.032863,0.032402,0.000000
250,1209.113,0.208550,0.821136,0.754849,0.887423,31,0.00009088,1,0.067517,0.107037,0.027998,0.928340,0.886455,0.970224,0.873957,0.835646,0.912268,0.014576,0.008009,0.032212,0.025991,0.000000
275,1250.398,0.194145,0.831134,0.764370,0.897897,31,0.00008228,2,0.065079,0.100595,0.029563,0.931104,0.893195,0.969012,0.882852,0.841262,0.924441,0.013083,0.008642,0.030265,0.023568,0.000000
300,1490.271,0.183236,0.840357,0.774951,0.905763,28,0.00012629,1,0.061644,0.097291,0.025998,0.935060,0.897333,0.972786,0.889829,0.850347,0.929310,0.013089,0.007572,0.028990,0.021729,0.000000
325,1526.769,0.172804,0.847956,0.784169,0.911742,28,0.00001619,0,0.061188,0.099769,0.022607,0.936318,0.896309,0.976327,0.897379,0.862405,0.932354,0.013063,0.006688,0.027549,0.020173,0.000000
350,1766.173,0.164007,0.854969,0.795921,0.914017,28,0.00006864,1,0.055394,0.085398,0.025389,0.941832,0.910040,0.973625,0.900557,0.863892,0.937223,0.011340,0.007269,0.025816,0.019532,0.000000
375,1803.065,0.161737,0.856726,0.798267,0.915185,28,0.00004069,2,0.056885,0.086554,0.027215,0.940565,0.909264,0.971865,0.903726,0.867360,0.940092,0.011127,0.007703,0.025309,0.019178,0.000000
400,2041.496,0.160728,0.859528,0.800882,0.918174,28,0.00016776,2,0.057250,0.085894,0.028606,0.940357,0.910112,0.970601,0.907056,0.869673,0.944440,0.011376,0.008318,0.025256,0.018434,0.000000
425,2078.416,0.157748,0.861455,0.803859,0.919051,28,0.00014604,3,0.058650,0.087215,0.030084,0.939232,0.909263,0.969201,0.910334,0.873968,0.946700,0.011106,0.008557,0.024454,0.018263,0.000000
450,2317.809,0.154752,0.865289,0.809706,0.920872,28,0.00017482,3,0.053738,0.078956,0.028519,0.943942,0.917115,0.970769,0.910386,0.873637,0.947135,0.010440,0.008454,0.024012,0.018085,0.000000
475,2354.809,0.158034,0.863988,0.806515,0.921461,28,0.00018728,3,0.057880,0.085068,0.030693,0.940050,0.911405,0.968695,0.912434,0.875124,0.949744,0.011290,0.009101,0.024480,0.017958,0.000000
500,2592.310,0.154939,0.865235,0.807692,0.922777,28,0.00004336,2,0.056711,0.086554,0.026867,0.941328,0.910228,0.972428,0.912586,0.877602,0.947570,0.011263,0.008020,0.024320,0.017674,0.000000
525,2629.111,0.152513,0.869533,0.816463,0.922602,28,0.00014134,1,0.056311,0.083581,0.029041,0.942000,0.913681,0.970319,0.917050,0.884704,0.949396,0.011201,0.008422,0.023424,0.017569,0.000000
550,2867.984,0.153804,0.869105,0.816361,0.921849,28,0.00012965,1,0.058750,0.088371,0.029128,0.939874,0.909537,0.970212,0.918602,0.888503,0.948700,0.011677,0.008550,0.023286,0.017839,0.000000
