config	arm	n	final_mean_iou	best_mean_iou	final_mean_tversky	best_mean_tversky	final_patches	max_patches	final_mean_spill	final_mean_coverage	srd_total_deletes	final_step	total_seconds
aw0p25	srd	9	0.900981	0.912889	0.929499	0.942894	31.6667	35.5556	0.0802153	0.966901	8.77778	1716.67	17633
aw0p25	hinge2	9	0.886943	0.909215	0.931561	0.945848	22.5556	36.5556	0.0757824	0.94763	19	1661.11	18222.8
