step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.433,0.715551,0.257527,0.314016,0.201038,20,0.00099699,0,0.214550,0.339831,0.089268,0.631794,0.553182,0.710406,0.319856,0.420728,0.218984,0.022248,0.019971,0.056134,0.161041
25,28.254,0.530655,0.423854,0.508028,0.339680,20,0.00001202,0,0.139683,0.234243,0.045123,0.807628,0.728027,0.887228,0.491019,0.627031,0.355007,0.015158,0.010104,0.036541,0.127710
50,55.573,0.443900,0.516267,0.575956,0.456579,20,0.00000002,1,0.140432,0.240416,0.040448,0.834875,0.748214,0.921536,0.594736,0.714425,0.475046,0.015438,0.009059,0.031355,0.104363
75,83.191,0.399645,0.558209,0.595579,0.520840,20,0.00002979,2,0.142426,0.249188,0.035664,0.843542,0.749100,0.937984,0.641702,0.743990,0.539415,0.016060,0.007795,0.030070,0.091211
100,110.269,0.363021,0.599659,0.610370,0.588949,20,0.00035448,3,0.160935,0.290773,0.031097,0.840854,0.730422,0.951286,0.697556,0.787849,0.607263,0.018906,0.006895,0.030057,0.077967
125,137.817,0.349920,0.612242,0.603504,0.620980,20,0.00021555,1,0.174039,0.316764,0.031315,0.834189,0.714996,0.953383,0.717549,0.794672,0.640426,0.020513,0.006946,0.031116,0.071744
150,164.679,0.344717,0.619343,0.600879,0.637806,20,0.00046247,1,0.182439,0.330084,0.034794,0.828816,0.707710,0.949922,0.729609,0.799220,0.659998,0.021432,0.007618,0.031663,0.068610
175,190.880,0.341447,0.625140,0.593660,0.656620,20,0.00084730,0,0.195876,0.352827,0.038926,0.820396,0.694772,0.946019,0.742649,0.803119,0.682179,0.022845,0.008513,0.032767,0.065172
200,217.911,0.335867,0.628944,0.591743,0.666145,20,0.00040988,2,0.193770,0.345679,0.041861,0.820206,0.697297,0.943115,0.745163,0.796296,0.694031,0.022423,0.009158,0.032729,0.063340
225,244.844,0.321291,0.640636,0.607205,0.674067,20,0.00037768,1,0.175417,0.307667,0.043166,0.831447,0.720731,0.942162,0.748593,0.794022,0.703164,0.019629,0.009559,0.030329,0.062086
250,272.074,0.317169,0.645350,0.613562,0.677138,20,0.00030296,1,0.167082,0.288824,0.045341,0.836136,0.732471,0.939801,0.749306,0.790773,0.707840,0.018580,0.010193,0.029526,0.061740
275,298.887,0.315572,0.645549,0.609805,0.681292,20,0.00041114,2,0.171085,0.298895,0.043275,0.834319,0.726027,0.942610,0.751424,0.792073,0.710775,0.019273,0.009554,0.030084,0.060597
300,325.720,0.309344,0.646210,0.602401,0.690020,20,0.00031310,2,0.168747,0.299220,0.038273,0.836355,0.723423,0.949287,0.749540,0.782651,0.716429,0.019253,0.008373,0.030657,0.058572
