pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,hinge2_restart,aw0p1875,1,1.551,1.209163,0.253338,0.207146,0.299531,20,0.00018595,0,0.119465,0.148984,0.089946,0.699510,0.615020,0.784000,0.282240,0.238008,0.326472,0.033363,0.018169,0.756966,0.669800,0.000000,0,0,0,0,0
sun_moon,hinge2_restart,aw0p1875,25,27.653,0.912173,0.396294,0.368030,0.424559,20,0.00090035,1,0.056509,0.075303,0.037716,0.880641,0.840138,0.921144,0.418157,0.395743,0.440571,0.016672,0.007512,0.598490,0.555441,0.000000,0,0,0,0,0
sun_moon,hinge2_restart,aw0p1875,50,346.597,0.719860,0.520779,0.498295,0.543263,23,0.00100955,3,0.049288,0.076923,0.021654,0.918538,0.874626,0.962451,0.545826,0.536625,0.555027,0.016924,0.004303,0.458321,0.440611,0.000000,1,2,0,0,0
sun_moon,hinge2_restart,aw0p1875,75,377.218,0.571933,0.616772,0.596807,0.636738,23,0.00114752,2,0.044108,0.075843,0.012374,0.937761,0.894357,0.981166,0.643343,0.642070,0.644616,0.016429,0.002172,0.353752,0.350854,0.000000,1,2,0,0,0
sun_moon,hinge2_restart,aw0p1875,100,686.925,0.485953,0.672700,0.639859,0.705541,22,0.00089885,5,0.037767,0.070657,0.004878,0.949836,0.906505,0.993167,0.697026,0.685069,0.708983,0.014928,0.000885,0.311004,0.287710,0.000000,4,2,4,0,0
sun_moon,hinge2_restart,aw0p1875,125,716.881,0.439294,0.703313,0.668120,0.738507,22,0.00053878,5,0.034980,0.065795,0.004164,0.954916,0.915417,0.994416,0.726831,0.712079,0.741582,0.014203,0.000765,0.283456,0.254449,0.000000,4,2,4,0,0
sun_moon,hinge2_restart,aw0p1875,150,1066.048,0.381226,0.744613,0.692284,0.796942,25,0.00007688,3,0.038847,0.074006,0.003688,0.952443,0.909475,0.995410,0.771699,0.743518,0.799881,0.015859,0.000429,0.252975,0.196620,0.000000,7,2,4,0,0
sun_moon,hinge2_restart,aw0p1875,175,1100.115,0.328075,0.779569,0.726673,0.832464,25,0.00021596,3,0.034710,0.065255,0.004164,0.958649,0.922255,0.995043,0.805012,0.774092,0.835931,0.013901,0.000686,0.222059,0.161669,0.000000,7,2,4,0,0
sun_moon,hinge2_restart,aw0p1875,200,1489.996,0.278049,0.813747,0.765376,0.862118,28,0.00022810,2,0.035311,0.062770,0.007852,0.959702,0.928360,0.991044,0.841153,0.813418,0.868888,0.013315,0.001596,0.183000,0.128582,0.000000,10,2,4,0,0
sun_moon,hinge2_restart,aw0p1875,225,1527.973,0.240393,0.838598,0.783671,0.893525,28,0.00008742,4,0.034817,0.057260,0.012374,0.960932,0.935358,0.986506,0.866562,0.828544,0.904581,0.011930,0.002407,0.168851,0.092930,0.000000,10,2,4,0,0
sun_moon,hinge2_restart,aw0p1875,250,1966.534,0.189738,0.872873,0.821429,0.924317,30,0.00018462,2,0.031775,0.052723,0.010827,0.965539,0.942534,0.988545,0.899531,0.864736,0.934325,0.011383,0.001946,0.132572,0.063197,0.000000,13,2,5,0,0
sun_moon,hinge2_restart,aw0p1875,275,2007.158,0.152744,0.900103,0.854473,0.945733,30,0.00026317,3,0.034308,0.057908,0.010708,0.964359,0.939796,0.988922,0.929907,0.903954,0.955860,0.012583,0.002119,0.094122,0.042181,0.000000,13,2,5,0,0
sun_moon,hinge2_restart,aw0p1875,300,2487.271,0.125808,0.918118,0.884442,0.951795,33,0.00026916,3,0.033559,0.052723,0.014396,0.965859,0.946409,0.985308,0.948284,0.931072,0.965497,0.011513,0.002794,0.067276,0.033216,0.000000,16,2,5,0,1
sun_moon,hinge2_restart,aw0p1875,325,2532.206,0.107236,0.929431,0.901038,0.957824,33,0.00014978,3,0.032024,0.051318,0.012731,0.967828,0.948610,0.987046,0.958648,0.947277,0.970018,0.010983,0.002396,0.051093,0.028331,0.000000,16,2,5,0,1
sun_moon,hinge2_restart,aw0p1875,350,3056.567,0.097540,0.935969,0.912828,0.959109,33,0.00022381,3,0.027831,0.046024,0.009637,0.972081,0.954016,0.990146,0.961596,0.954840,0.968352,0.010058,0.001747,0.043502,0.030594,0.000000,16,2,5,0,1
sun_moon,hinge2_restart,aw0p1875,375,3101.352,0.089340,0.941002,0.923616,0.958387,33,0.00017582,4,0.030106,0.048077,0.012136,0.970164,0.952685,0.987644,0.969019,0.968021,0.970018,0.010246,0.002345,0.030074,0.028339,0.000000,16,2,5,1,1
sun_moon,hinge2_restart,aw0p1875,400,3824.204,0.079762,0.947148,0.938287,0.956009,29,0.00017343,4,0.023471,0.038137,0.008804,0.976638,0.962323,0.990954,0.969248,0.974071,0.964426,0.008229,0.001861,0.024316,0.033960,0.000000,16,2,9,1,1
