patches,deleted_patch_index,loss,mean_iou,view1_iou,view2_iou,mean_coverage,mean_precision,mean_spill
26,-1,0.169944,0.868652,0.836427,0.900878,0.940252,0.920736,0.084453
25,3,0.141282,0.887540,0.877045,0.898035,0.936570,0.944837,0.055533
24,24,0.135145,0.893644,0.886224,0.901064,0.940095,0.948137,0.052164
23,17,0.138445,0.888470,0.878457,0.898484,0.935822,0.946494,0.053538
22,14,0.137363,0.894076,0.890912,0.897240,0.936309,0.952241,0.047287
21,13,0.144320,0.883755,0.870761,0.896749,0.933679,0.943349,0.056850
20,19,0.138765,0.888462,0.879670,0.897253,0.926850,0.955716,0.043383
19,7,0.144529,0.878952,0.864298,0.893606,0.923581,0.948402,0.051229
18,18,0.147687,0.876820,0.862424,0.891216,0.913601,0.956114,0.042223
17,14,0.157580,0.867420,0.851459,0.883380,0.910931,0.948096,0.050616
16,12,0.157087,0.866147,0.841136,0.891159,0.902207,0.955493,0.042105
15,12,0.169942,0.848200,0.801597,0.894804,0.890037,0.946031,0.050695
14,14,0.177619,0.837245,0.779914,0.894577,0.878470,0.944814,0.050825
13,12,0.187893,0.825237,0.754561,0.895913,0.859917,0.950976,0.043388
12,11,0.200591,0.811515,0.726792,0.896238,0.847899,0.946602,0.046483
11,8,0.212668,0.795119,0.693166,0.897071,0.830168,0.944708,0.046561
10,10,0.235685,0.763519,0.637934,0.889105,0.795232,0.943881,0.044370
9,4,0.248548,0.753589,0.642200,0.864977,0.784011,0.945383,0.042892
8,1,0.267806,0.735855,0.634324,0.837387,0.756653,0.959161,0.030325
7,5,0.311950,0.684008,0.547325,0.820691,0.701864,0.956015,0.029021
6,1,0.367804,0.646874,0.539601,0.754147,0.669246,0.942184,0.038123
5,2,0.422078,0.596701,0.499686,0.693717,0.614788,0.945162,0.033141
4,2,0.495166,0.532397,0.460184,0.604609,0.545263,0.951390,0.026212
3,2,0.574694,0.459860,0.406351,0.513369,0.467796,0.961267,0.018040
2,2,0.669023,0.350736,0.223745,0.477726,0.357457,0.920824,0.023774
1,0,0.852158,0.215295,0.237667,0.192923,0.217117,0.965001,0.008138
