step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.409,0.742229,0.217108,0.245244,0.188971,20,0.00096609,0,0.284969,0.187025,0.382914,0.507242,0.608845,0.405639,0.276221,0.291111,0.261331,0.020082,0.048054,0.087845,0.125271,0.000100
25,26.546,0.481334,0.372694,0.370740,0.374647,20,0.00014238,0,0.119086,0.090331,0.147842,0.780758,0.817352,0.744164,0.417133,0.404229,0.430036,0.009597,0.018114,0.067040,0.079516,0.000100
50,186.945,0.381179,0.484631,0.470987,0.498274,23,0.00022937,1,0.091890,0.089715,0.094065,0.852025,0.851209,0.852842,0.529193,0.513242,0.545144,0.009399,0.011333,0.056134,0.060506,0.000100
75,215.923,0.329750,0.555084,0.518782,0.591387,23,0.00001429,1,0.088030,0.098542,0.077518,0.872062,0.852580,0.891545,0.603567,0.569904,0.637230,0.010398,0.009463,0.051410,0.048573,0.000100
100,397.030,0.303766,0.590253,0.544142,0.636364,25,0.00002409,1,0.085758,0.095258,0.076259,0.881001,0.862192,0.899811,0.640434,0.595976,0.684892,0.010106,0.009241,0.048661,0.042915,0.000100
125,428.926,0.278533,0.619722,0.569242,0.670202,25,0.00015313,3,0.077490,0.086635,0.068345,0.895006,0.877147,0.912864,0.667283,0.618559,0.716007,0.009220,0.008193,0.045551,0.038551,0.000100
150,621.962,0.259748,0.647682,0.586694,0.708669,27,0.00002395,2,0.079904,0.089304,0.070504,0.896182,0.877396,0.914967,0.698861,0.639088,0.758633,0.009341,0.008552,0.043609,0.034022,0.000100
175,656.062,0.241454,0.676346,0.619236,0.733456,27,0.00005232,2,0.080802,0.090741,0.070863,0.899405,0.881565,0.917244,0.730429,0.675426,0.785432,0.009618,0.008683,0.040253,0.031069,0.000100
200,853.812,0.227615,0.695439,0.643366,0.747512,24,0.00003669,0,0.080915,0.095463,0.066367,0.901925,0.880708,0.923141,0.750953,0.704783,0.797122,0.009806,0.008176,0.037530,0.029342,0.000100
225,883.327,0.211500,0.723738,0.673594,0.773882,24,0.00001710,0,0.084107,0.106344,0.061871,0.902551,0.875121,0.929982,0.783495,0.745227,0.821763,0.011219,0.007666,0.034858,0.026195,0.000100
250,1082.329,0.187803,0.756330,0.711606,0.801053,27,0.00004144,1,0.082078,0.105522,0.058633,0.908530,0.881730,0.935330,0.817359,0.786697,0.848022,0.011054,0.007130,0.030683,0.022816,0.000100
275,1117.013,0.166306,0.789097,0.746615,0.831579,27,0.00005251,2,0.083053,0.106754,0.059353,0.911233,0.885589,0.936878,0.853627,0.826319,0.880935,0.011190,0.007346,0.026777,0.019378,0.000100
300,1343.777,0.154454,0.805493,0.773026,0.837961,29,0.00009575,2,0.081661,0.094436,0.068885,0.914085,0.899585,0.928585,0.870855,0.846028,0.895683,0.009929,0.008415,0.023715,0.018576,0.000100
