step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.402,0.238938,0.185128,0.292748,0.742472,20
25,27.065,0.365969,0.338126,0.393812,0.552908,20
50,53.050,0.484458,0.464569,0.504348,0.439155,20
75,78.975,0.568221,0.543081,0.593360,0.362779,20
100,105.582,0.641181,0.596897,0.685465,0.303560,20
125,132.365,0.685157,0.630891,0.739423,0.270784,20
150,159.137,0.708851,0.641682,0.776021,0.252081,20
175,186.148,0.734327,0.652272,0.816382,0.231825,20
200,213.220,0.749294,0.653287,0.845301,0.220934,20
225,240.172,0.758940,0.655579,0.862301,0.212013,20
250,267.074,0.760834,0.655048,0.866619,0.209523,20
275,293.810,0.767818,0.654763,0.880874,0.205235,20
300,320.685,0.771248,0.654264,0.888233,0.203278,20
325,347.438,0.775163,0.655105,0.895221,0.201306,20
350,374.077,0.781230,0.657642,0.904818,0.195854,20
375,400.735,0.787859,0.659682,0.916037,0.191875,20
400,427.609,0.793604,0.667912,0.919296,0.184285,20
425,454.288,0.799914,0.677696,0.922132,0.180277,20
450,481.140,0.807941,0.690114,0.925768,0.170975,20
475,508.013,0.818036,0.708607,0.927466,0.164435,20
500,534.991,0.829954,0.730973,0.928935,0.155559,20
525,561.978,0.843030,0.756484,0.929576,0.144663,20
550,589.002,0.841423,0.755616,0.927230,0.145988,20
575,615.844,0.843812,0.761270,0.926354,0.144283,20
600,642.923,0.843349,0.759696,0.927002,0.144086,20
625,669.679,0.845827,0.762137,0.929516,0.142984,20
650,696.576,0.844000,0.761055,0.926944,0.145229,20
675,723.412,0.844930,0.761104,0.928757,0.145388,20
700,750.150,0.846031,0.760397,0.931665,0.145228,20
725,776.991,0.843842,0.758978,0.928706,0.147850,20
750,803.773,0.845243,0.760903,0.929582,0.146547,20
775,830.493,0.845033,0.760029,0.930038,0.145796,20
800,857.444,0.846766,0.761821,0.931711,0.141786,20
825,884.382,0.849621,0.768823,0.930419,0.138707,20
850,911.377,0.851538,0.775991,0.927086,0.137685,20
875,938.354,0.856274,0.784652,0.927896,0.133300,20
900,965.225,0.856216,0.788248,0.924185,0.134052,20
925,992.059,0.856691,0.790524,0.922859,0.132406,20
950,1018.734,0.857236,0.789425,0.925047,0.133969,20
975,1045.689,0.858617,0.795037,0.922197,0.133433,20
1000,1072.692,0.859554,0.798565,0.920543,0.130551,20
1025,1099.514,0.860698,0.798002,0.923395,0.129307,20
1050,1126.106,0.861266,0.797838,0.924693,0.129842,20
1075,1153.044,0.861789,0.800146,0.923431,0.128207,20
1100,1179.815,0.859359,0.796287,0.922432,0.130512,20
1125,1206.533,0.860027,0.797231,0.922822,0.128525,20
1150,1233.301,0.860594,0.796165,0.925024,0.128022,20
1175,1260.203,0.862160,0.797151,0.927170,0.128164,20
1200,1286.966,0.861360,0.798190,0.924531,0.129092,20
1225,1313.650,0.863592,0.798730,0.928453,0.127258,20
1250,1340.407,0.860415,0.798126,0.922704,0.127876,20
1275,1366.977,0.863231,0.801167,0.925296,0.126201,20
1300,1393.731,0.863327,0.802567,0.924087,0.124386,20
1325,1420.831,0.862581,0.801712,0.923449,0.125627,20
1350,1447.623,0.863408,0.801355,0.925461,0.124901,20
1375,1474.345,0.864546,0.803670,0.925423,0.125175,20
1400,1500.948,0.864583,0.802851,0.926316,0.125408,20
1425,1527.719,0.865213,0.804565,0.925860,0.124270,20
1450,1554.519,0.865727,0.806522,0.924932,0.124867,20
1475,1581.181,0.865622,0.806348,0.924897,0.124362,20
1500,1607.601,0.867162,0.808874,0.925449,0.123578,20
1525,1634.125,0.866967,0.809093,0.924840,0.124590,20
1550,1660.512,0.865652,0.807628,0.923677,0.124255,20
1575,1686.979,0.867076,0.809866,0.924285,0.124354,20
