step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.403,1.255568,0.156907,0.189697,0.124116,20,0.00019250,0,0.162589,0.112745,0.212434,0.533243,0.651838,0.414649,0.180784,0.211084,0.150483,0.027994,0.048116,0.182323,0.198100,0.000100
25,27.497,0.981256,0.272606,0.298704,0.246508,20,0.00000069,1,0.087846,0.057323,0.118368,0.772998,0.846381,0.699615,0.295756,0.315826,0.275686,0.014034,0.026551,0.149813,0.156980,0.000100
50,190.665,0.755903,0.431298,0.438051,0.424545,23,0.00040822,0,0.070961,0.044818,0.097103,0.869148,0.910810,0.827487,0.461726,0.457683,0.465770,0.010747,0.021644,0.118319,0.117357,0.000100
75,220.951,0.565438,0.574230,0.552831,0.595629,23,0.00000902,1,0.060783,0.044318,0.077249,0.910627,0.928709,0.892545,0.609486,0.577331,0.641640,0.010615,0.017115,0.093809,0.080804,0.000100
100,400.980,0.422828,0.686173,0.646403,0.725943,24,0.00011141,0,0.055447,0.049920,0.060974,0.929063,0.931484,0.926641,0.724439,0.678671,0.770207,0.012136,0.013443,0.074528,0.053599,0.000100
125,432.921,0.337103,0.751172,0.701520,0.800824,24,0.00018394,1,0.049832,0.046719,0.052946,0.940551,0.940182,0.940920,0.788759,0.734294,0.843224,0.011338,0.011546,0.062613,0.038270,0.000100
150,630.310,0.277561,0.797109,0.752667,0.841552,26,0.00007043,1,0.046638,0.050420,0.042856,0.946746,0.940050,0.953442,0.834117,0.790616,0.877617,0.012128,0.009179,0.051929,0.029921,0.000100
175,665.100,0.233746,0.829438,0.794581,0.864295,26,0.00008611,3,0.041131,0.048519,0.033742,0.954288,0.944968,0.963609,0.863295,0.833133,0.893458,0.011824,0.007114,0.043035,0.025391,0.000100
200,877.491,0.215302,0.846636,0.818364,0.874909,27,0.00025171,3,0.043705,0.049220,0.038190,0.952718,0.945785,0.959652,0.883483,0.858643,0.908322,0.012061,0.008224,0.037986,0.023580,0.000100
225,913.887,0.196570,0.857981,0.835136,0.880825,27,0.00049883,1,0.038191,0.044918,0.031464,0.958787,0.951047,0.966528,0.890594,0.872649,0.908539,0.010923,0.006778,0.034264,0.022293,0.000100
250,1128.113,0.174262,0.875168,0.856446,0.893891,27,0.00076110,1,0.035950,0.045318,0.026581,0.961834,0.951819,0.971849,0.906455,0.895258,0.917652,0.011088,0.005681,0.029846,0.019679,0.000100
275,1164.287,0.152879,0.891353,0.869465,0.913242,27,0.00063068,5,0.034006,0.043818,0.024194,0.964364,0.953943,0.974785,0.921450,0.907563,0.935337,0.010770,0.005058,0.027108,0.015791,0.000100
300,1378.030,0.139869,0.903841,0.876564,0.931118,28,0.00045280,3,0.036253,0.047119,0.025388,0.962635,0.951171,0.974098,0.936312,0.917867,0.954758,0.011452,0.005445,0.025491,0.012578,0.000100
325,1414.798,0.127896,0.912578,0.889665,0.935491,28,0.00059257,3,0.033993,0.045418,0.022567,0.965197,0.953441,0.976953,0.943337,0.930072,0.956602,0.011010,0.004840,0.022776,0.011792,0.000100
350,1640.507,0.127274,0.913350,0.894958,0.931741,26,0.00012545,5,0.036258,0.045718,0.026798,0.963088,0.953424,0.972752,0.946292,0.935874,0.956710,0.011068,0.005681,0.021622,0.012399,0.000100
375,1675.347,0.124798,0.916219,0.896018,0.936420,26,0.00025743,4,0.035794,0.047719,0.023869,0.963669,0.951628,0.975709,0.948774,0.938776,0.958772,0.011783,0.005150,0.021502,0.011570,0.000100
400,1895.820,0.120610,0.919859,0.903260,0.936458,26,0.00009101,4,0.035650,0.043417,0.027883,0.963905,0.955961,0.971848,0.952523,0.942477,0.962569,0.010685,0.006198,0.019938,0.011803,0.000100
425,1930.804,0.115938,0.922600,0.909248,0.935953,26,0.00014572,6,0.036931,0.043918,0.029945,0.962825,0.955777,0.969872,0.956580,0.949180,0.963980,0.010498,0.006533,0.018330,0.011767,0.000100
450,2153.805,0.114704,0.923241,0.911933,0.934549,26,0.00005390,6,0.037810,0.046218,0.029402,0.962069,0.953795,0.970344,0.958054,0.954082,0.962027,0.010999,0.006328,0.017663,0.011895,0.000100
475,2188.829,0.107287,0.927715,0.918755,0.936675,26,0.00015006,5,0.034854,0.041717,0.027992,0.964992,0.958233,0.971751,0.959989,0.957083,0.962895,0.009756,0.006248,0.016077,0.011649,0.000100
500,2407.194,0.105642,0.928819,0.921847,0.935790,25,0.00022804,5,0.035929,0.044518,0.027341,0.964078,0.955809,0.972347,0.962130,0.962885,0.961376,0.010290,0.005859,0.015460,0.011626,0.000100
525,2441.030,0.104112,0.931538,0.925648,0.937428,25,0.00023546,4,0.035681,0.041417,0.029945,0.964362,0.958806,0.969918,0.964742,0.963986,0.965499,0.009966,0.006600,0.014905,0.011460,0.000100
550,2661.010,0.103395,0.931808,0.926386,0.937230,25,0.00021961,4,0.034889,0.039616,0.030162,0.965099,0.960491,0.969707,0.964292,0.963085,0.965499,0.009653,0.006548,0.014850,0.011463,0.000100
575,2695.849,0.100846,0.933591,0.928482,0.938700,25,0.00021832,3,0.033816,0.039316,0.028317,0.966177,0.960853,0.971500,0.965134,0.964986,0.965282,0.009668,0.006109,0.014483,0.011193,0.000100
600,2901.096,0.101280,0.932369,0.924599,0.940139,24,0.00027737,2,0.034591,0.041517,0.027666,0.965416,0.958669,0.972162,0.964567,0.962985,0.966150,0.009843,0.005922,0.015014,0.010799,0.000100
625,2935.050,0.107174,0.928943,0.919313,0.938573,24,0.00027533,3,0.036222,0.042717,0.029728,0.963749,0.957338,0.970159,0.962529,0.958583,0.966475,0.010229,0.006324,0.016294,0.011090,0.000100
