pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,srd_restart,aw0p073,1,1.606,0.652521,0.250834,0.206221,0.295447,20,0.00021183,0,0.117996,0.146283,0.089709,0.699906,0.617730,0.782081,0.279169,0.236387,0.321951,0.032895,0.018120,0.758433,0.674297,0.000000,0,0,0,0,0
sun_moon,srd_restart,aw0p073,25,27.425,0.460302,0.360462,0.347236,0.373688,20,0.00052147,1,0.045653,0.059421,0.031886,0.892280,0.860936,0.923625,0.376737,0.367869,0.385604,0.013158,0.006356,0.626074,0.609531,0.000000,0,0,0,0,0
sun_moon,srd_restart,aw0p073,50,345.640,0.377991,0.469359,0.473917,0.464800,22,0.00116135,3,0.037087,0.050022,0.024152,0.930187,0.908660,0.951713,0.486825,0.497623,0.476026,0.010934,0.004808,0.497290,0.519560,0.000000,1,1,0,0,0
sun_moon,srd_restart,aw0p073,75,374.658,0.305304,0.574381,0.579273,0.569490,22,0.00036830,4,0.032869,0.048725,0.017014,0.948606,0.925749,0.971463,0.593338,0.607498,0.579179,0.010841,0.003345,0.387164,0.415277,0.000000,1,1,0,0,0
sun_moon,srd_restart,aw0p073,100,700.121,0.259124,0.625087,0.607898,0.642276,24,0.00051744,4,0.023299,0.036841,0.009756,0.964979,0.944777,0.985180,0.639418,0.630294,0.648543,0.007990,0.001864,0.364359,0.346214,0.000000,2,3,1,0,0
sun_moon,srd_restart,aw0p073,125,731.817,0.231491,0.658597,0.644897,0.672298,24,0.00018442,6,0.018046,0.028954,0.007139,0.973879,0.958190,0.989567,0.670333,0.663570,0.677097,0.006409,0.001356,0.331287,0.318376,0.000000,2,3,1,0,0
sun_moon,srd_restart,aw0p073,150,1031.571,0.202773,0.698553,0.673656,0.723449,20,0.00013793,6,0.016210,0.025281,0.007139,0.977494,0.964690,0.990298,0.709651,0.690687,0.728614,0.005399,0.001169,0.305762,0.266557,0.000000,2,4,6,0,0
sun_moon,srd_restart,aw0p073,175,1058.990,0.188146,0.722581,0.679723,0.765439,20,0.00005965,4,0.015315,0.028846,0.001785,0.979032,0.960386,0.997678,0.733068,0.699330,0.766805,0.006334,0.000251,0.296289,0.228165,0.000000,2,4,6,0,0
sun_moon,srd_restart,aw0p073,200,1363.781,0.173829,0.743713,0.690582,0.796843,22,0.00002077,4,0.014057,0.025497,0.002617,0.980991,0.965248,0.996734,0.753559,0.708189,0.798929,0.005642,0.000457,0.287406,0.197019,0.000000,5,4,7,0,0
sun_moon,srd_restart,aw0p073,225,1393.746,0.163018,0.762875,0.700979,0.824772,22,0.00006015,3,0.014662,0.026469,0.002855,0.980539,0.964518,0.996560,0.773330,0.719533,0.827127,0.005872,0.000535,0.275552,0.169247,0.000000,5,4,7,0,0
sun_moon,srd_restart,aw0p073,250,1743.516,0.148457,0.786629,0.722363,0.850895,25,0.00004191,1,0.014976,0.026145,0.003807,0.980746,0.965930,0.995562,0.797692,0.741249,0.854134,0.005662,0.000784,0.254008,0.142704,0.000000,8,4,7,0,0
sun_moon,srd_restart,aw0p073,275,1777.243,0.136376,0.800571,0.739645,0.861497,25,0.00008298,3,0.012902,0.022472,0.003331,0.983652,0.971143,0.996161,0.810316,0.756266,0.864366,0.004833,0.000586,0.238814,0.132397,0.000000,8,4,7,0,0
sun_moon,srd_restart,aw0p073,300,2154.990,0.123270,0.819590,0.771204,0.867976,27,0.00003032,3,0.012363,0.019015,0.005711,0.984938,0.976376,0.993500,0.829401,0.785869,0.872933,0.003976,0.001020,0.210179,0.124123,0.000000,11,4,8,0,0
sun_moon,srd_restart,aw0p073,325,2191.893,0.106029,0.843628,0.801507,0.885748,27,0.00003842,4,0.009805,0.017826,0.001785,0.988304,0.978616,0.997993,0.851562,0.815795,0.887329,0.003812,0.000384,0.180451,0.108457,0.000000,11,4,8,0,0
sun_moon,srd_restart,aw0p073,350,2620.631,0.085471,0.875644,0.857006,0.894281,27,0.00004242,4,0.009471,0.016206,0.002736,0.989345,0.981732,0.996958,0.883811,0.870895,0.896728,0.003454,0.000478,0.125762,0.099578,0.000000,11,4,8,0,0
sun_moon,srd_restart,aw0p073,375,2657.483,0.078096,0.890556,0.879974,0.901137,27,0.00011714,3,0.010110,0.015341,0.004878,0.988881,0.983119,0.994642,0.899503,0.893475,0.905532,0.003349,0.001003,0.103306,0.091991,0.000000,11,4,8,0,0
sun_moon,srd_restart,aw0p073,400,3084.292,0.071161,0.902709,0.893001,0.912416,27,0.00005691,5,0.010504,0.015774,0.005235,0.988616,0.982908,0.994325,0.912140,0.907087,0.917192,0.003488,0.001062,0.090197,0.079867,0.000000,11,4,8,0,1
sun_moon,srd_restart,aw0p073,425,3121.258,0.068828,0.907073,0.893766,0.920379,27,0.00009500,4,0.011589,0.019015,0.004164,0.987532,0.979549,0.995515,0.917486,0.910761,0.924212,0.003999,0.000832,0.085543,0.072953,0.000000,11,4,8,0,1
sun_moon,srd_restart,aw0p073,450,3544.373,0.066038,0.914051,0.902659,0.925444,27,0.00012895,4,0.012670,0.019987,0.005354,0.986516,0.978753,0.994278,0.925549,0.920700,0.930399,0.004289,0.001045,0.076175,0.066233,0.000000,11,4,8,0,1
sun_moon,srd_restart,aw0p073,475,3580.749,0.065437,0.916516,0.908455,0.924577,27,0.00008370,5,0.013044,0.019663,0.006425,0.986179,0.979214,0.993143,0.928418,0.926318,0.930518,0.004253,0.001309,0.071031,0.066387,0.000000,11,4,8,0,1
sun_moon,srd_restart,aw0p073,500,3989.945,0.062211,0.921472,0.911930,0.931014,26,0.00011272,4,0.013054,0.020635,0.005473,0.986249,0.978310,0.994188,0.933429,0.930748,0.936109,0.004446,0.001020,0.066901,0.061225,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,525,4024.816,0.060337,0.921163,0.910239,0.932087,26,0.00008986,4,0.011925,0.018258,0.005592,0.987375,0.980681,0.994069,0.932079,0.926858,0.937299,0.003912,0.001023,0.070067,0.059271,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,550,4432.021,0.057757,0.924814,0.913491,0.936137,26,0.00010033,5,0.010995,0.017826,0.004164,0.988389,0.981188,0.995590,0.934905,0.929775,0.940036,0.003887,0.000811,0.066689,0.057427,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,575,4467.262,0.060254,0.921222,0.908416,0.934028,26,0.00011469,5,0.011282,0.018042,0.004521,0.988034,0.980864,0.995204,0.931528,0.924806,0.938251,0.003903,0.000873,0.072441,0.058742,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,600,4874.250,0.058039,0.925064,0.914641,0.935488,26,0.00010610,5,0.011363,0.017610,0.005116,0.988010,0.981431,0.994588,0.935511,0.930748,0.940274,0.003750,0.001008,0.066519,0.057705,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,625,4909.247,0.057070,0.927068,0.915252,0.938884,26,0.00010873,5,0.011552,0.018583,0.004521,0.987843,0.980457,0.995229,0.937695,0.932260,0.943129,0.003991,0.000872,0.064992,0.054614,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,650,5314.642,0.058164,0.925147,0.912965,0.937330,26,0.00009587,5,0.011412,0.016638,0.006187,0.987936,0.982390,0.993483,0.935642,0.928155,0.943129,0.003632,0.001169,0.069262,0.054800,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,675,5349.683,0.060524,0.924791,0.909158,0.940424,26,0.00018858,4,0.013064,0.021608,0.004521,0.986251,0.977265,0.995237,0.936739,0.928803,0.944676,0.004720,0.000903,0.068487,0.051793,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,700,5761.994,0.060326,0.926300,0.909946,0.942654,26,0.00007911,4,0.013156,0.022148,0.004164,0.986181,0.976742,0.995620,0.938339,0.930099,0.946579,0.004959,0.000788,0.066764,0.051425,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,725,5797.382,0.060381,0.926080,0.912460,0.939699,26,0.00008038,4,0.013702,0.023120,0.004283,0.985657,0.975833,0.995482,0.938640,0.933557,0.943724,0.005108,0.000830,0.062598,0.053160,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,750,6207.054,0.060506,0.928094,0.913250,0.942938,26,0.00011507,3,0.014977,0.024957,0.004997,0.984392,0.974030,0.994755,0.941846,0.936041,0.947650,0.005482,0.000898,0.060035,0.049982,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,775,6242.436,0.060952,0.928984,0.916965,0.941003,26,0.00015006,4,0.015793,0.025281,0.006306,0.983599,0.973814,0.993385,0.943542,0.940147,0.946936,0.005428,0.001252,0.056975,0.050317,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,800,6649.163,0.058734,0.931102,0.917555,0.944648,26,0.00019656,3,0.014697,0.023444,0.005949,0.984711,0.975643,0.993779,0.944667,0.939067,0.950268,0.005141,0.001138,0.057999,0.047430,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,825,6684.249,0.058930,0.930593,0.918542,0.942644,26,0.00014394,3,0.014324,0.022580,0.006068,0.985084,0.976525,0.993642,0.943823,0.939283,0.948364,0.004977,0.001291,0.057328,0.049009,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,850,7094.925,0.056684,0.933006,0.922703,0.943309,26,0.00017167,3,0.014546,0.021716,0.007377,0.984891,0.977484,0.992297,0.946504,0.942740,0.950268,0.004635,0.001436,0.054109,0.047528,0.000000,11,4,9,0,1
sun_moon,srd_restart,aw0p073,875,7129.945,0.057148,0.933203,0.922898,0.943507,26,0.00012271,2,0.015152,0.021500,0.008804,0.984269,0.977703,0.990835,0.947277,0.942740,0.951814,0.004716,0.001615,0.053653,0.046043,0.000000,11,4,9,0,1
