step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.418,0.159968,0.156430,0.163505,0.962531,20
25,27.170,0.198347,0.168981,0.227713,0.761622,20
50,52.760,0.246660,0.209301,0.284019,0.695424,20
75,78.425,0.290216,0.244808,0.335624,0.659408,20
100,104.121,0.319971,0.261424,0.378519,0.625305,20
125,129.873,0.345891,0.290518,0.401264,0.607262,20
150,155.769,0.380227,0.319521,0.440933,0.585040,20
175,181.204,0.411089,0.350450,0.471728,0.559861,20
200,207.289,0.435408,0.375934,0.494883,0.532313,20
225,233.578,0.457790,0.396897,0.518682,0.510767,20
250,259.725,0.479492,0.422152,0.536833,0.490656,20
275,285.764,0.493187,0.438347,0.548026,0.477230,20
300,311.589,0.499858,0.446610,0.553107,0.468983,20
325,337.237,0.503400,0.451015,0.555785,0.466981,20
350,363.410,0.509287,0.457612,0.560961,0.463830,20
375,388.490,0.516346,0.460884,0.571809,0.455555,20
400,414.276,0.519944,0.465614,0.574275,0.448153,20
425,439.973,0.523922,0.471341,0.576504,0.446325,20
450,465.425,0.526808,0.471622,0.581995,0.446362,20
475,490.663,0.532875,0.473839,0.591912,0.442767,20
500,516.563,0.532605,0.469941,0.595270,0.440329,20
525,542.358,0.537675,0.477555,0.597795,0.433899,20
550,568.965,0.550979,0.491245,0.610713,0.424827,20
575,595.313,0.562139,0.496809,0.627469,0.414783,20
600,621.537,0.566889,0.498235,0.635542,0.407349,20
625,647.747,0.570116,0.500183,0.640048,0.408863,20
650,673.683,0.571488,0.504046,0.638931,0.404083,20
675,699.917,0.577353,0.510305,0.644401,0.398212,20
700,726.524,0.589100,0.521912,0.656287,0.391149,20
725,752.852,0.597243,0.524293,0.670194,0.387683,20
750,779.105,0.600400,0.527808,0.672991,0.386119,20
775,805.456,0.602468,0.530113,0.674822,0.384152,20
800,831.912,0.604246,0.532965,0.675527,0.382602,20
825,858.184,0.606506,0.535106,0.677905,0.377997,20
850,884.192,0.607586,0.536727,0.678444,0.378724,20
875,910.294,0.606576,0.540479,0.672674,0.378505,20
900,936.231,0.610424,0.543233,0.677615,0.378144,20
925,962.387,0.607857,0.542215,0.673499,0.383846,20
950,988.188,0.606272,0.538025,0.674519,0.381099,20
975,1013.793,0.608506,0.535349,0.681662,0.378153,20
1000,1039.243,0.609319,0.536124,0.682514,0.379229,20
1025,1064.944,0.609276,0.539146,0.679405,0.377870,20
1050,1090.531,0.602135,0.532906,0.671364,0.385284,20
1075,1116.197,0.609016,0.539651,0.678382,0.381446,20
