step,loss
1,0.982875
10,0.838856
20,0.760346
30,0.725160
40,0.695637
50,0.670797
60,0.654125
70,0.640267
80,0.620276
90,0.602948
100,0.586619
110,0.566129
120,0.550092
130,0.536061
140,0.521696
150,0.507257
160,0.494564
170,0.485319
180,0.474088
190,0.465980
200,0.458991
210,0.451673
220,0.447476
230,0.441223
240,0.435125
250,0.428624
260,0.416021
270,0.406477
280,0.393537
290,0.384315
300,0.373277
310,0.369332
320,0.366980
330,0.361929
340,0.355915
350,0.350315
360,0.348993
370,0.342730
380,0.337703
390,0.335375
400,0.332842
410,0.335564
420,0.330311
430,0.322423
440,0.324084
450,0.322578
460,0.318033
470,0.313426
480,0.313286
490,0.306111
500,0.304335
510,0.301461
520,0.301360
530,0.297641
540,0.299359
550,0.305004
560,0.302665
570,0.296959
580,0.294836
590,0.292790
600,0.296954
610,0.303173
620,0.297979
630,0.295556
640,0.294647
650,0.296737
660,0.295614
670,0.294355
680,0.291804
690,0.292559
700,0.289057
710,0.287926
720,0.287406
730,0.286699
740,0.285963
750,0.284059
760,0.284991
770,0.281116
780,0.279436
790,0.276969
800,0.274707
810,0.281378
820,0.277219
830,0.277961
840,0.273141
850,0.272092
860,0.274411
870,0.278431
880,0.279134
890,0.275688
900,0.270695
910,0.274706
920,0.274088
930,0.274813
940,0.268180
950,0.273757
960,0.272327
970,0.270519
980,0.270754
990,0.267574
1000,0.263428
1010,0.267007
1020,0.265608
1030,0.268085
1040,0.269811
1050,0.268766
1060,0.269428
1070,0.266788
1080,0.266064
1090,0.271635
1100,0.268900
1110,0.268942
1120,0.267806
1130,0.271720
1140,0.272333
1150,0.276316
1160,0.270851
1170,0.274878
1180,0.269772
1190,0.268513
1200,0.266984
1210,0.268627
1220,0.266957
1230,0.263680
1240,0.258898
1250,0.262989
1260,0.257965
1270,0.265146
1280,0.259620
1290,0.257690
1300,0.258508
1310,0.259637
1320,0.262410
1330,0.262329
1340,0.260993
1350,0.259715
1360,0.259224
1370,0.259923
1380,0.262313
1390,0.269406
1400,0.269215
1410,0.270339
1420,0.269282
1430,0.271288
1440,0.272578
1450,0.271569
1460,0.272208
1470,0.276517
1480,0.277031
1490,0.279556
1500,0.279250
1510,0.279527
1520,0.274617
1530,0.275656
1540,0.274343
1550,0.271899
1560,0.273674
1570,0.269251
1580,0.269252
1590,0.266277
1600,0.268997
1610,0.268412
1620,0.267675
1630,0.271462
1640,0.270041
1650,0.270199
1660,0.268736
1670,0.268862
1680,0.264381
1690,0.267196
1700,0.266017
1710,0.264620
1720,0.266293
1730,0.267111
1740,0.270990
1750,0.269808
1760,0.266935
1770,0.262339
1780,0.260732
1790,0.263044
1800,0.260126
1810,0.265992
1820,0.260283
1830,0.262830
1840,0.256870
1850,0.257539
1860,0.265555
1870,0.262640
1880,0.269963
1890,0.263757
1900,0.261650
1910,0.262107
1920,0.262120
1930,0.264488
1940,0.262173
1950,0.262168
1960,0.265362
1970,0.262253
1980,0.261784
1990,0.260279
2000,0.259662
