step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.423,0.888196,0.197193,0.204367,0.190019,20,0.00000686,0,0.386088,0.153802,0.618374,0.468683,0.605232,0.332134,0.271660,0.235799,0.307522,0.032387,0.047979,0.161667,0.094214
25,27.352,0.694449,0.257022,0.243564,0.270480,20,0.00001343,1,0.198382,0.072034,0.324729,0.654179,0.783774,0.524584,0.309711,0.261109,0.358313,0.014880,0.024811,0.142733,0.068901
50,188.915,0.624064,0.298751,0.279647,0.317856,23,0.00007476,0,0.144476,0.051649,0.237302,0.737146,0.850613,0.623680,0.343687,0.294091,0.393283,0.010706,0.018088,0.133422,0.060185
75,218.367,0.549436,0.369393,0.379765,0.359020,23,0.00002089,2,0.138923,0.042487,0.235359,0.778197,0.903083,0.653312,0.419710,0.395900,0.443519,0.008807,0.017805,0.113672,0.056162
100,412.825,0.492896,0.419218,0.458827,0.379609,26,0.00006070,2,0.126432,0.033326,0.219539,0.806325,0.934326,0.678325,0.468533,0.474118,0.462948,0.007016,0.016717,0.098576,0.053842
125,447.097,0.450365,0.453086,0.508458,0.397714,26,0.00004929,2,0.109465,0.029088,0.189842,0.830512,0.947336,0.713688,0.498232,0.523248,0.473217,0.006059,0.014392,0.088970,0.050915
150,662.647,0.417409,0.486384,0.561740,0.411029,28,0.00003677,4,0.112287,0.026683,0.197891,0.834544,0.955779,0.713309,0.534548,0.576729,0.492367,0.005354,0.014955,0.078962,0.050011
175,699.336,0.394884,0.506437,0.591238,0.421636,28,0.00015240,5,0.102500,0.027371,0.177630,0.846700,0.956883,0.736517,0.551976,0.607421,0.496531,0.005544,0.013430,0.073846,0.048259
200,919.228,0.374590,0.525357,0.614251,0.436463,28,0.00015814,5,0.098057,0.025424,0.170691,0.855398,0.961202,0.749593,0.570415,0.629867,0.510963,0.005042,0.012828,0.069205,0.046686
225,956.651,0.359405,0.537356,0.639960,0.434752,28,0.00042092,6,0.094813,0.021988,0.167638,0.859610,0.967474,0.751747,0.580832,0.654031,0.507633,0.004295,0.012645,0.064497,0.046736
250,1192.472,0.346177,0.546154,0.657265,0.435043,30,0.00043768,5,0.088525,0.019125,0.157924,0.866783,0.972241,0.761326,0.586791,0.669835,0.503747,0.003681,0.011954,0.061045,0.046428
275,1232.654,0.331993,0.560872,0.689926,0.431818,30,0.00068283,5,0.090494,0.020843,0.160144,0.864512,0.971257,0.757767,0.602639,0.704306,0.500971,0.004200,0.012240,0.055438,0.046846
300,1481.519,0.316591,0.578192,0.728520,0.427863,32,0.00025859,6,0.100875,0.026340,0.175409,0.853689,0.965971,0.741408,0.625312,0.747710,0.502914,0.005226,0.013461,0.048274,0.047852
325,1524.082,0.293536,0.600950,0.771249,0.430650,32,0.00038942,3,0.101963,0.021301,0.182626,0.854865,0.973669,0.736061,0.648488,0.787678,0.509298,0.004417,0.013951,0.040763,0.047807
350,1774.294,0.266696,0.630151,0.811717,0.448585,31,0.00033462,5,0.100538,0.024279,0.176797,0.860371,0.971627,0.749114,0.679659,0.831425,0.527893,0.004847,0.013558,0.033470,0.046148
375,1815.165,0.253457,0.649513,0.834525,0.464501,31,0.00035349,3,0.110596,0.024966,0.196225,0.855329,0.971640,0.739018,0.705504,0.855360,0.555648,0.004937,0.014784,0.029227,0.045316
400,2071.278,0.252731,0.653193,0.831675,0.474710,32,0.00033602,4,0.110424,0.024622,0.196225,0.857553,0.971917,0.743189,0.710007,0.852153,0.567860,0.004858,0.015000,0.029641,0.044595
425,2114.400,0.242615,0.665878,0.839911,0.491845,32,0.00036659,6,0.109243,0.027256,0.191230,0.861653,0.969377,0.753929,0.724352,0.862803,0.585901,0.005342,0.014443,0.028195,0.042699
450,2385.124,0.240756,0.672987,0.849336,0.496638,35,0.00010835,5,0.116165,0.035273,0.197058,0.856242,0.961433,0.751052,0.736900,0.879295,0.594505,0.007211,0.014935,0.026661,0.042492
475,2431.233,0.225914,0.685587,0.864850,0.506323,35,0.00023570,3,0.107335,0.029546,0.185124,0.866055,0.967882,0.764228,0.745229,0.890403,0.600056,0.005900,0.014175,0.023776,0.041436
500,2716.141,0.213556,0.698751,0.872083,0.525420,33,0.00024749,2,0.102103,0.030463,0.173744,0.873705,0.967213,0.780197,0.757678,0.898649,0.616708,0.005895,0.013115,0.022322,0.039300
525,2759.601,0.211906,0.703876,0.877125,0.530627,33,0.00025539,3,0.106716,0.030806,0.182626,0.870815,0.967050,0.774580,0.765839,0.904146,0.627533,0.006103,0.013869,0.021466,0.039124
550,3037.695,0.210588,0.706408,0.879747,0.533068,33,0.00024278,5,0.109500,0.031379,0.187621,0.868982,0.966573,0.771390,0.770218,0.907352,0.633084,0.006355,0.013934,0.021136,0.038859
575,3081.029,0.203857,0.716877,0.881245,0.552508,33,0.00018955,4,0.108899,0.033784,0.184013,0.872353,0.964242,0.780464,0.782597,0.911017,0.654177,0.006758,0.013519,0.020786,0.036984
