step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.875,0.232705,0.207397,0.258014,0.595006,20
25,27.342,0.364167,0.302971,0.425363,0.445631,20
50,52.993,0.442850,0.378106,0.507593,0.383073,20
75,78.924,0.481805,0.408753,0.554856,0.354350,20
100,104.871,0.513380,0.436271,0.590489,0.325494,20
125,131.008,0.555294,0.485281,0.625306,0.297904,20
150,157.400,0.594640,0.538514,0.650767,0.275635,20
175,183.720,0.619710,0.555697,0.683722,0.258240,20
200,210.204,0.647826,0.570456,0.725195,0.246066,20
225,236.659,0.666527,0.587736,0.745318,0.232766,20
250,263.403,0.683296,0.599786,0.766806,0.224157,20
275,290.210,0.701640,0.611592,0.791689,0.212760,20
300,316.834,0.708569,0.616667,0.800471,0.205922,20
325,343.595,0.720554,0.627457,0.813652,0.204650,20
350,370.497,0.731626,0.636505,0.826748,0.199175,20
375,397.306,0.739436,0.643556,0.835316,0.194472,20
400,424.290,0.743132,0.647156,0.839108,0.189542,20
425,451.185,0.743413,0.649937,0.836890,0.188918,20
450,477.829,0.747401,0.656411,0.838391,0.185825,20
475,504.540,0.765205,0.681591,0.848820,0.181072,20
500,531.130,0.819185,0.762059,0.876311,0.158034,20
525,557.919,0.839288,0.804796,0.873779,0.143343,20
550,584.856,0.845861,0.826207,0.865515,0.138854,20
575,611.898,0.850540,0.833143,0.867937,0.138605,20
600,638.947,0.853262,0.838144,0.868379,0.137690,20
625,665.959,0.855114,0.842921,0.867308,0.137895,20
650,692.467,0.856024,0.843307,0.868742,0.135919,20
675,718.769,0.856033,0.845343,0.866724,0.139138,20
700,744.993,0.855722,0.846366,0.865079,0.137463,20
725,771.245,0.853853,0.849128,0.858578,0.135937,20
750,797.410,0.857832,0.854885,0.860778,0.133289,20
775,823.840,0.861399,0.861711,0.861087,0.132718,20
800,850.376,0.862373,0.862482,0.862265,0.132745,20
825,876.603,0.861717,0.863265,0.860169,0.133442,20
850,902.556,0.861908,0.862749,0.861067,0.135770,20
875,928.679,0.863539,0.864857,0.862220,0.134485,20
900,955.387,0.863731,0.866559,0.860903,0.132972,20
925,982.174,0.862563,0.865299,0.859827,0.134486,20
950,1008.446,0.862280,0.865450,0.859110,0.134134,20
975,1034.836,0.863036,0.865724,0.860348,0.135349,20
1000,1061.238,0.861478,0.867566,0.855390,0.135452,20
1025,1087.688,0.862310,0.870861,0.853760,0.135697,20
