job_id	job_name	pair	arm	config	silhouette_weight	negative_space_weight	area_normalized	output_dir
6339107	neg_cat_face_bass_hinge2_restart_importnet_aw0p25	cat_face_bass	hinge2_restart_importnet	aw0p25	0.9	3.6	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_cat_face_bass_hinge2_restart_importnet_aw0p25
6339108	neg_cat_face_bass_hinge2_restart_importnet_aw0p1875	cat_face_bass	hinge2_restart_importnet	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_cat_face_bass_hinge2_restart_importnet_aw0p1875
6339109	neg_horse_circle_hinge2_restart_importnet_aw0p25	horse_circle	hinge2_restart_importnet	aw0p25	0.9	3.6	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_horse_circle_hinge2_restart_importnet_aw0p25
6339110	neg_horse_circle_hinge2_restart_importnet_aw0p1875	horse_circle	hinge2_restart_importnet	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_horse_circle_hinge2_restart_importnet_aw0p1875
6339111	neg_robot_man_hinge2_restart_importnet_aw0p25	robot_man	hinge2_restart_importnet	aw0p25	0.9	3.6	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_robot_man_hinge2_restart_importnet_aw0p25
6339112	neg_robot_man_hinge2_restart_importnet_aw0p1875	robot_man	hinge2_restart_importnet	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_robot_man_hinge2_restart_importnet_aw0p1875
6339113	neg_sun_moon_hinge2_restart_importnet_aw0p25	sun_moon	hinge2_restart_importnet	aw0p25	0.9	3.6	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_sun_moon_hinge2_restart_importnet_aw0p25
6339114	neg_sun_moon_hinge2_restart_importnet_aw0p1875	sun_moon	hinge2_restart_importnet	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_sun_moon_hinge2_restart_importnet_aw0p1875
6339115	neg_water_fire_hinge2_restart_importnet_aw0p25	water_fire	hinge2_restart_importnet	aw0p25	0.9	3.6	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_water_fire_hinge2_restart_importnet_aw0p25
6339116	neg_water_fire_hinge2_restart_importnet_aw0p1875	water_fire	hinge2_restart_importnet	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_h2ri_aw_5pair_20260913/neg_water_fire_hinge2_restart_importnet_aw0p1875
