step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.404,0.875083,0.239496,0.243164,0.235827,20,0.00192933,0
25,27.696,0.556861,0.453084,0.430299,0.475868,20,0.00022195,2
50,196.993,0.422340,0.572480,0.527506,0.617455,22,0.00088433,8
75,225.434,0.339632,0.652460,0.629880,0.675040,22,0.00056366,5
100,392.917,0.263811,0.728346,0.729204,0.727489,22,0.00064135,5
125,422.650,0.214460,0.788959,0.818557,0.759362,22,0.00023408,3
150,574.878,0.182898,0.821943,0.834774,0.809112,17,0.00051741,3
175,597.085,0.166990,0.837095,0.866188,0.808001,17,0.00029390,3
200,725.011,0.152649,0.853059,0.892057,0.814062,15,0.00043375,4
225,744.448,0.147247,0.862668,0.900161,0.825176,15,0.00022127,2
250,871.236,0.136041,0.873203,0.916164,0.830243,17,0.00013944,2
275,893.920,0.132754,0.876381,0.919955,0.832808,17,0.00010780,4
300,1025.971,0.132568,0.878468,0.924003,0.832932,15,0.00019127,2
325,1045.577,0.130389,0.885362,0.929114,0.841611,15,0.00013333,1
350,1171.983,0.127808,0.887540,0.937803,0.837278,15,0.00014731,1
375,1191.416,0.121421,0.892763,0.945268,0.840257,15,0.00009581,0
400,1312.096,0.124406,0.890955,0.942067,0.839844,15,0.00007252,1
425,1330.790,0.125980,0.892392,0.946091,0.838692,15,0.00008100,1
450,1456.172,0.123395,0.894133,0.950892,0.837374,15,0.00008736,1
475,1475.027,0.122244,0.894664,0.948220,0.841108,15,0.00007025,1
500,1597.324,0.126258,0.890865,0.937541,0.844190,15,0.00008024,2
525,1616.860,0.126036,0.889740,0.936426,0.843055,15,0.00008777,2
550,1744.064,0.119951,0.894807,0.945558,0.844056,15,0.00009510,1
575,1764.204,0.122452,0.894000,0.946673,0.841327,15,0.00011231,1
600,1891.003,0.124501,0.892560,0.937571,0.847550,15,0.00010515,1
625,1910.775,0.121683,0.895625,0.943393,0.847856,15,0.00007395,2
650,2035.738,0.120473,0.897479,0.946186,0.848771,15,0.00009514,2
675,2055.319,0.120939,0.898204,0.950828,0.845580,15,0.00008764,3
700,2185.607,0.114534,0.902557,0.958299,0.846814,15,0.00008698,3
725,2205.787,0.113486,0.903775,0.958956,0.848594,15,0.00010582,3
750,2335.867,0.111067,0.905079,0.961855,0.848304,15,0.00006107,2
775,2355.932,0.108027,0.907509,0.966051,0.848967,15,0.00005306,2
800,2484.454,0.106188,0.906704,0.964080,0.849328,15,0.00013065,3
825,2504.411,0.105022,0.909279,0.965995,0.852562,15,0.00006317,4
850,2633.522,0.104877,0.909916,0.964050,0.855783,15,0.00011528,3
875,2653.501,0.102881,0.910741,0.965020,0.856462,15,0.00012987,3
900,2781.004,0.106181,0.906540,0.959315,0.853764,15,0.00012976,4
925,2800.852,0.100423,0.911659,0.962584,0.860733,15,0.00011082,2
950,2929.661,0.102348,0.911126,0.962945,0.859307,15,0.00011882,3
975,2949.597,0.101283,0.911241,0.962392,0.860090,15,0.00013094,4
1000,3080.885,0.101982,0.910074,0.960923,0.859224,15,0.00010213,2
