step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.396,0.238177,0.184711,0.291643,0.615369,20
25,27.338,0.344655,0.323411,0.365899,0.449596,20
50,52.917,0.449174,0.432476,0.465872,0.366463,20
75,78.483,0.534369,0.498164,0.570574,0.311557,20
100,104.569,0.610323,0.563517,0.657129,0.264508,20
125,130.675,0.656092,0.599753,0.712431,0.231582,20
150,157.264,0.683902,0.623969,0.743835,0.214319,20
175,183.971,0.697557,0.638700,0.756415,0.205896,20
200,210.568,0.700798,0.646016,0.755579,0.203955,20
225,237.147,0.701400,0.652977,0.749822,0.200701,20
250,263.697,0.705312,0.656421,0.754203,0.197438,20
275,290.189,0.713721,0.667564,0.759877,0.191922,20
300,316.633,0.719073,0.673051,0.765096,0.190125,20
325,343.040,0.724011,0.686270,0.761753,0.185656,20
350,369.426,0.732732,0.703164,0.762300,0.180651,20
375,395.834,0.748945,0.734823,0.763067,0.169197,20
400,422.215,0.764848,0.763278,0.766418,0.161796,20
425,448.837,0.765580,0.766580,0.764581,0.160072,20
450,475.113,0.765461,0.766272,0.764650,0.158595,20
475,501.677,0.764317,0.765237,0.763398,0.158230,20
500,527.794,0.765971,0.767207,0.764734,0.158254,20
525,553.741,0.763599,0.768647,0.758551,0.160919,20
550,580.028,0.761559,0.763648,0.759470,0.164502,20
575,606.001,0.764803,0.765966,0.763641,0.161297,20
600,632.069,0.764803,0.770851,0.758755,0.157220,20
625,658.222,0.765961,0.771482,0.760440,0.157195,20
650,684.382,0.767767,0.773455,0.762079,0.157062,20
675,710.239,0.766873,0.775182,0.758563,0.154435,20
700,736.335,0.767030,0.775810,0.758250,0.156294,20
725,762.165,0.765415,0.771147,0.759683,0.158525,20
750,787.996,0.765796,0.772359,0.759233,0.157665,20
775,813.863,0.766247,0.770859,0.761634,0.159062,20
800,839.866,0.763000,0.768952,0.757048,0.160731,20
