round,candidate,score,new_view1,new_view2,spill_view1,spill_view2,covered_view1,covered_view2,panels
0,2480,96.000000,96,96,0,0,96,96,1
1,2478,95.500000,69,122,0,0,165,218,2
2,3001,95.500000,94,97,0,0,259,315,3
3,4853,93.500000,94,93,0,0,353,408,4
4,1744,93.000000,93,93,0,0,446,501,5
5,571,92.000000,76,108,0,0,522,609,6
6,1467,91.000000,91,91,0,0,613,700,7
7,1452,90.000000,60,120,0,0,673,820,8
8,1488,89.500000,97,82,0,0,770,902,9
9,341,89.000000,90,88,0,0,860,990,10
10,1033,88.500000,84,93,0,0,944,1083,11
11,3979,88.500000,106,71,0,0,1050,1154,12
12,5489,88.500000,73,104,0,0,1123,1258,13
13,656,88.000000,91,85,0,0,1214,1343,14
14,3005,88.000000,86,90,0,0,1300,1433,15
15,3084,86.500000,96,77,0,0,1396,1510,16
16,5153,86.500000,68,105,0,0,1464,1615,17
17,1141,86.000000,52,120,0,0,1516,1735,18
18,2427,84.500000,63,106,0,0,1579,1841,19
19,3321,84.500000,67,102,0,0,1646,1943,20
20,3470,83.500000,104,65,0,1,1750,2009,21
21,1022,83.000000,106,64,2,0,1858,2073,22
22,5451,81.000000,88,76,0,1,1946,2150,23
23,5675,80.500000,53,108,0,0,1999,2258,24
24,1906,79.000000,80,78,0,0,2079,2336,25
25,2931,79.000000,96,68,0,3,2175,2407,26
26,3499,78.500000,68,89,0,0,2243,2496,27
27,4385,78.000000,111,55,0,5,2354,2556,28
28,5379,78.000000,97,61,1,0,2452,2617,29
29,2479,77.000000,69,85,0,0,2521,2702,30
30,4664,77.000000,74,80,0,0,2595,2782,31
31,2155,76.500000,57,96,0,0,2652,2878,32
32,1112,75.500000,93,60,0,1,2745,2939,33
33,1772,75.500000,61,94,2,0,2808,3033,34
34,3465,71.500000,96,53,0,3,2904,3089,35
35,5647,71.000000,70,72,0,0,2974,3161,36
36,1144,70.000000,71,79,0,5,3045,3245,37
37,3103,70.000000,52,88,0,0,3097,3333,38
38,1565,68.500000,60,77,0,0,3157,3410,39
39,1944,65.000000,59,73,0,1,3216,3484,40
40,4713,60.000000,48,72,0,0,3264,3556,41
41,328,58.000000,82,34,0,0,3346,3590,42
42,5789,58.000000,64,54,1,0,3411,3644,43
43,1197,57.000000,50,74,5,0,3466,3718,44
44,276,55.000000,44,82,3,5,3513,3805,45
45,614,54.500000,30,79,0,0,3543,3884,46
46,2349,53.500000,43,64,0,0,3586,3948,47
47,1392,53.000000,75,31,0,0,3661,3979,48
48,2005,53.000000,36,70,0,0,3697,4049,49
49,1415,52.000000,51,59,2,1,3750,4109,50
50,4380,50.500000,84,17,0,0,3834,4126,51
51,440,48.500000,37,60,0,0,3871,4186,52
52,3281,48.000000,90,58,0,26,3961,4270,53
53,2498,43.000000,65,21,0,0,4026,4291,54
54,2014,40.500000,32,49,0,0,4058,4340,55
55,1912,40.000000,16,64,0,0,4074,4404,56
56,3849,40.000000,78,6,0,2,4152,4412,57
57,764,39.000000,56,22,0,0,4208,4434,58
58,5443,38.000000,27,49,0,0,4235,4483,59
59,3230,37.500000,41,52,4,5,4280,4540,60
60,13,36.500000,24,53,2,0,4306,4593,61
61,768,36.500000,13,64,0,2,4319,4659,62
62,5386,35.500000,24,69,11,0,4354,4728,63
63,5074,33.500000,25,64,4,7,4383,4799,64
64,4932,32.500000,24,55,0,7,4407,4861,65
65,4370,31.500000,48,15,0,0,4455,4876,66
66,3777,31.000000,23,41,1,0,4479,4917,67
67,4163,31.000000,12,50,0,0,4491,4967,68
68,5835,30.000000,23,37,0,0,4514,5004,69
69,1184,28.500000,31,30,0,2,4545,5036,70
70,4833,28.500000,47,10,0,0,4592,5046,71
71,3293,28.000000,63,7,7,0,4662,5053,72
72,5977,28.000000,2,68,0,7,4664,5128,73
73,5291,27.000000,63,1,0,5,4727,5134,74
74,5844,26.000000,46,10,0,2,4773,5146,75
75,2057,25.500000,5,46,0,0,4778,5192,76
76,2335,25.000000,0,50,0,0,4778,5242,77
77,1419,23.500000,66,43,0,31,4844,5316,78
78,2695,23.500000,24,23,0,0,4868,5339,79
79,2606,21.500000,40,3,0,0,4908,5342,80
80,4698,21.500000,22,21,0,0,4930,5363,81
81,3368,20.500000,45,10,6,1,4981,5374,82
82,1064,19.000000,34,4,0,0,5015,5378,83
83,2432,19.000000,16,30,0,4,5031,5412,84
84,3994,18.500000,12,25,0,0,5043,5437,85
85,1138,18.000000,0,36,0,0,5043,5473,86
86,4349,17.500000,0,37,0,1,5043,5511,87
87,3796,16.000000,10,30,4,0,5057,5541,88
88,5364,16.000000,16,16,0,0,5073,5557,89
89,423,15.500000,9,24,0,1,5082,5582,90
90,4995,15.000000,15,17,0,1,5097,5600,91
91,1819,14.500000,27,2,0,0,5124,5602,92
92,2276,14.500000,10,19,0,0,5134,5621,93
93,1358,14.000000,15,15,0,1,5149,5637,94
94,3126,14.000000,4,24,0,0,5153,5661,95
95,354,12.500000,5,20,0,0,5158,5681,96
96,3453,12.500000,19,6,0,0,5177,5687,97
97,2366,12.000000,4,24,0,2,5181,5713,98
98,609,11.000000,22,0,0,0,5203,5713,99
99,1868,11.000000,50,4,8,8,5261,5725,100
100,2406,11.000000,10,24,0,6,5271,5755,101
101,2528,11.000000,0,22,0,0,5271,5777,102
102,3161,11.000000,14,10,1,0,5286,5787,103
103,3414,11.000000,7,15,0,0,5293,5802,104
104,4802,11.000000,6,20,0,2,5299,5824,105
105,5774,10.500000,10,15,2,0,5311,5839,106
106,3434,10.000000,14,6,0,0,5325,5845,107
107,1269,9.500000,14,17,3,3,5342,5865,108
108,3131,9.000000,12,6,0,0,5354,5871,109
109,5534,9.000000,16,12,0,5,5370,5888,110
110,4578,8.500000,2,17,0,1,5372,5906,111
111,1432,7.500000,6,11,0,1,5378,5918,112
112,1594,7.500000,15,0,0,0,5393,5918,113
113,3696,7.500000,9,8,1,0,5403,5926,114
114,1405,7.000000,4,10,0,0,5407,5936,115
115,3256,7.000000,18,6,5,0,5430,5942,116
116,3707,6.500000,15,0,1,0,5446,5942,117
117,1334,6.000000,1,11,0,0,5447,5953,118
118,1776,6.000000,10,48,5,18,5462,6019,119
119,4789,6.000000,13,3,2,0,5477,6022,120
120,5400,6.000000,4,8,0,0,5481,6030,121
121,1233,5.500000,12,3,0,2,5493,6035,122
122,2622,5.500000,33,0,0,11,5526,6046,123
123,3055,10.500000,29,0,3,1,5558,6047,124
124,2635,5.500000,2,9,0,0,5560,6056,125
125,4560,5.500000,5,6,0,0,5565,6062,126
126,5020,5.500000,6,5,0,0,5571,6067,127
127,5817,5.500000,8,3,0,0,5579,6070,128
128,1248,5.000000,16,2,2,2,5597,6074,129
129,2914,5.000000,5,27,4,7,5606,6108,130
130,5213,5.000000,0,10,0,0,5606,6118,131
131,5472,5.000000,0,10,0,0,5606,6128,132
132,460,4.500000,1,8,0,0,5607,6136,133
133,494,4.500000,9,0,0,0,5616,6136,134
134,2975,4.500000,0,9,0,0,5616,6145,135
135,3000,4.500000,1,8,0,0,5617,6153,136
136,4607,4.500000,7,2,0,0,5624,6155,137
137,4915,4.500000,1,8,0,0,5625,6163,138
138,5009,4.500000,9,0,0,0,5634,6163,139
139,999,4.000000,0,8,0,0,5634,6171,140
140,3747,4.000000,6,6,0,2,5640,6179,141
141,3832,4.000000,8,0,0,0,5648,6179,142
142,4145,4.000000,6,2,0,0,5654,6181,143
143,4676,3.500000,0,7,0,0,5654,6188,144
144,5840,3.500000,0,7,0,0,5654,6195,145
145,1676,3.000000,0,6,0,0,5654,6201,146
146,1816,3.000000,9,1,1,1,5664,6203,147
147,2257,3.000000,0,6,0,0,5664,6209,148
148,2800,3.000000,8,0,0,1,5672,6210,149
149,3658,3.000000,6,0,0,0,5678,6210,150
150,4981,3.000000,6,4,2,0,5686,6214,151
151,206,2.500000,4,1,0,0,5690,6215,152
152,444,2.500000,0,5,0,0,5690,6220,153
153,929,2.500000,5,0,0,0,5695,6220,154
154,1216,2.500000,4,1,0,0,5699,6221,155
155,2414,2.500000,1,4,0,0,5700,6225,156
156,2537,2.500000,0,5,0,0,5700,6230,157
157,2852,2.500000,3,2,0,0,5703,6232,158
158,3440,2.500000,5,10,1,4,5709,6246,159
159,4986,2.500000,5,0,0,0,5714,6246,160
160,347,2.000000,6,0,1,0,5721,6246,161
161,3048,2.000000,6,0,1,0,5728,6246,162
162,3613,2.000000,4,0,0,0,5732,6246,163
163,4496,2.000000,3,1,0,0,5735,6247,164
164,5788,2.000000,22,4,0,11,5757,6262,165
165,5851,2.000000,3,3,0,1,5760,6266,166
166,5948,2.000000,4,0,0,0,5764,6266,167
167,76,1.500000,3,0,0,0,5767,6266,168
168,169,1.500000,1,2,0,0,5768,6268,169
169,177,1.500000,1,2,0,0,5769,6270,170
170,947,1.500000,2,1,0,0,5771,6271,171
171,1059,1.500000,3,0,0,0,5774,6271,172
172,1077,1.500000,0,3,0,0,5774,6274,173
173,1623,1.500000,0,35,0,16,5774,6325,174
174,1850,1.500000,0,3,0,0,5774,6328,175
175,2758,1.500000,1,2,0,0,5775,6330,176
176,4225,1.500000,0,3,0,0,5775,6333,177
177,5933,1.500000,3,0,0,0,5778,6333,178
178,27,1.000000,2,0,0,0,5780,6333,179
179,763,1.000000,0,6,0,2,5780,6341,180
180,803,1.000000,0,2,0,0,5780,6343,181
181,1220,1.000000,8,0,3,0,5791,6343,182
182,1475,1.000000,0,2,0,0,5791,6345,183
183,1703,1.000000,2,0,0,0,5793,6345,184
184,2614,1.000000,2,0,0,0,5795,6345,185
185,2888,1.000000,0,2,0,0,5795,6347,186
186,3798,1.000000,0,2,0,0,5795,6349,187
187,4123,1.000000,0,2,0,0,5795,6351,188
188,4185,1.000000,0,2,0,0,5795,6353,189
189,4726,1.000000,0,2,0,0,5795,6355,190
190,4941,1.000000,2,0,0,0,5797,6355,191
191,5340,1.000000,2,0,0,0,5799,6355,192
192,5475,1.000000,0,2,0,0,5799,6357,193
