step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.406,1.197701,0.159060,0.198465,0.119655,20,0.00016636,0,0.197997,0.226792,0.169203,0.485170,0.517738,0.452602,0.191688,0.243475,0.139901,0.030899,0.050479,0.119435,0.239071
25,25.708,0.974500,0.232767,0.279008,0.186525,20,0.00000685,0,0.106317,0.126032,0.086601,0.707164,0.713696,0.700631,0.258425,0.314172,0.202678,0.016939,0.025412,0.098547,0.205110
50,180.132,0.884926,0.293015,0.318488,0.267542,23,0.00006957,0,0.100322,0.127519,0.073124,0.767478,0.737950,0.797007,0.323103,0.359101,0.287105,0.017150,0.021479,0.093298,0.182347
75,208.175,0.803375,0.350085,0.359579,0.340591,23,0.00005648,0,0.095465,0.128675,0.062255,0.806230,0.759271,0.853188,0.383821,0.405847,0.361795,0.017237,0.018183,0.087547,0.162522
100,381.924,0.732649,0.400782,0.390779,0.410785,22,0.00015849,1,0.090397,0.121407,0.059386,0.831490,0.783058,0.879923,0.436701,0.438223,0.435180,0.016224,0.017486,0.082625,0.144699
125,408.070,0.666888,0.450266,0.435982,0.464550,22,0.00040950,1,0.082659,0.108193,0.057125,0.856418,0.817039,0.895797,0.487120,0.483152,0.491088,0.014315,0.016846,0.075412,0.131209
150,570.007,0.597527,0.504944,0.477364,0.532524,23,0.00011506,0,0.083059,0.112818,0.053300,0.869024,0.824827,0.913222,0.546063,0.531219,0.560908,0.014962,0.015408,0.070161,0.113803
175,597.435,0.537369,0.549653,0.515277,0.584028,23,0.00000000,0,0.078342,0.113644,0.043040,0.884352,0.834695,0.934009,0.591500,0.573835,0.609164,0.014995,0.012736,0.064688,0.100569
200,754.021,0.459855,0.615452,0.585467,0.645437,22,0.00000106,0,0.076842,0.116122,0.037562,0.897999,0.849109,0.946890,0.661567,0.653452,0.669681,0.015473,0.010833,0.055359,0.084773
225,780.026,0.401622,0.676079,0.657009,0.695148,22,0.00005684,0,0.085940,0.128840,0.043040,0.897979,0.851992,0.943966,0.733363,0.741658,0.725067,0.017029,0.012606,0.045951,0.073092
250,945.308,0.368540,0.703301,0.695021,0.711582,21,0.00022009,0,0.078707,0.114635,0.042779,0.908295,0.871100,0.945491,0.758358,0.774694,0.742022,0.014987,0.012512,0.040060,0.068986
275,970.442,0.345193,0.726928,0.720656,0.733201,21,0.00022758,0,0.078460,0.107532,0.049387,0.910476,0.881269,0.939684,0.783781,0.798150,0.769411,0.014226,0.014490,0.036521,0.064132
300,1128.632,0.330425,0.735783,0.725458,0.746107,23,0.00023519,0,0.076512,0.108854,0.044170,0.913578,0.880810,0.946346,0.791745,0.804427,0.779063,0.014207,0.012900,0.035679,0.060854
325,1156.943,0.308660,0.752165,0.744063,0.760267,23,0.00021417,0,0.067914,0.092005,0.043822,0.922976,0.898283,0.947669,0.803052,0.812521,0.793583,0.012331,0.012571,0.033126,0.057259
350,1322.617,0.292899,0.762564,0.751055,0.774072,20,0.00013897,0,0.067866,0.095474,0.040257,0.924205,0.896024,0.952386,0.813998,0.822762,0.805234,0.012432,0.011630,0.031838,0.053732
375,1347.795,0.278654,0.776340,0.761703,0.790976,20,0.00013418,0,0.067436,0.090353,0.044518,0.925377,0.901883,0.948872,0.828357,0.830525,0.826189,0.012182,0.012845,0.030717,0.049623
400,1504.669,0.273406,0.782835,0.759270,0.806401,20,0.00016544,0,0.078472,0.113644,0.043301,0.916287,0.881522,0.951052,0.843437,0.845557,0.841318,0.015171,0.012547,0.031450,0.045788
425,1529.058,0.278652,0.782392,0.750292,0.814492,20,0.00012497,0,0.089027,0.130492,0.047561,0.906934,0.866667,0.947201,0.850715,0.848200,0.853230,0.017402,0.013863,0.033138,0.044085
450,1679.383,0.282004,0.776640,0.745800,0.807481,19,0.00010727,0,0.087196,0.130657,0.043735,0.908254,0.865841,0.950667,0.843020,0.843244,0.842796,0.017281,0.012590,0.033534,0.045506
475,1702.557,0.284458,0.776902,0.755805,0.797999,19,0.00007883,0,0.084172,0.116782,0.051561,0.910286,0.878460,0.942112,0.841607,0.844070,0.839144,0.015382,0.014643,0.031836,0.047953
500,1850.144,0.277950,0.781166,0.759163,0.803170,19,0.00010602,0,0.080485,0.113148,0.047822,0.914074,0.881917,0.946231,0.843320,0.845061,0.841579,0.014903,0.013900,0.031375,0.046849
525,1873.277,0.276464,0.782766,0.758493,0.807039,19,0.00011128,0,0.081694,0.113479,0.049909,0.912963,0.881552,0.944374,0.845942,0.844566,0.847318,0.014887,0.014608,0.031356,0.046025
550,2021.663,0.268681,0.788549,0.765013,0.812086,19,0.00010479,0,0.078738,0.108523,0.048952,0.916102,0.886548,0.945656,0.849937,0.848034,0.851839,0.014312,0.014208,0.030500,0.044775
575,2045.044,0.265520,0.791617,0.767817,0.815416,19,0.00004366,1,0.077295,0.105550,0.049039,0.917594,0.889408,0.945780,0.852132,0.848860,0.855404,0.014236,0.014359,0.030194,0.044005
600,2190.049,0.261128,0.795516,0.765910,0.825122,19,0.00002295,1,0.081781,0.113479,0.050083,0.913960,0.882564,0.945356,0.859635,0.852825,0.866446,0.014851,0.014869,0.030296,0.041881
625,2212.895,0.252895,0.800466,0.764715,0.836218,19,0.00001342,0,0.079303,0.108523,0.050083,0.916276,0.886509,0.946042,0.862901,0.847704,0.878098,0.014584,0.014687,0.030657,0.039002
