pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,noswept,nonorm1p25,1,2.411,0.728044,0.250937,0.206351,0.295524,20,0.00021183,0,0.118218,0.146608,0.089827,0.699671,0.617423,0.781918,0.279337,0.236603,0.322070,0.032918,0.018148,0.169675,0.130441,0.000000,0,0,0,0,0
sun_moon,noswept,nonorm1p25,25,44.569,0.525467,0.368221,0.354986,0.381456,20,0.00052488,3,0.048518,0.062770,0.034265,0.888721,0.857353,0.920089,0.385898,0.377269,0.394527,0.013946,0.006873,0.127910,0.108617,0.000000,0,0,0,0,0
sun_moon,noswept,nonorm1p25,50,315.015,0.438262,0.471667,0.472399,0.470934,21,0.00117070,2,0.042234,0.052939,0.031529,0.921430,0.903808,0.939052,0.491595,0.497407,0.485782,0.011718,0.006340,0.103509,0.092640,0.000000,0,1,0,0,0
sun_moon,noswept,nonorm1p25,75,360.242,0.360770,0.577246,0.573295,0.581197,21,0.00097573,4,0.044221,0.058341,0.030101,0.932205,0.912281,0.952129,0.602716,0.606742,0.598691,0.012809,0.005894,0.083732,0.072934,0.000000,0,1,0,0,0
sun_moon,noswept,nonorm1p25,100,646.838,0.324989,0.617607,0.593568,0.641647,24,0.00051628,4,0.040178,0.054775,0.025580,0.941066,0.919549,0.962583,0.642071,0.626080,0.658061,0.011785,0.005004,0.079268,0.062060,0.000000,2,2,0,0,0
sun_moon,noswept,nonorm1p25,125,698.359,0.302910,0.641630,0.609919,0.673341,24,0.00064437,4,0.037097,0.052182,0.022011,0.946904,0.924801,0.969007,0.664954,0.641746,0.688162,0.010989,0.004370,0.075701,0.056330,0.000000,2,2,0,0,0
sun_moon,noswept,nonorm1p25,150,986.290,0.286421,0.665240,0.620429,0.710050,21,0.00091010,3,0.038483,0.057692,0.019274,0.946624,0.919189,0.974059,0.689979,0.656223,0.723736,0.011849,0.003712,0.073665,0.049776,0.000000,2,2,3,0,0
sun_moon,noswept,nonorm1p25,175,1030.135,0.265200,0.694804,0.631089,0.758520,21,0.00106613,5,0.035845,0.055748,0.015943,0.951260,0.922789,0.979731,0.718442,0.666271,0.770613,0.012047,0.003163,0.071938,0.041276,0.000000,2,2,3,0,0
sun_moon,noswept,nonorm1p25,200,1309.766,0.256132,0.711154,0.627857,0.794450,21,0.00035631,3,0.037599,0.063418,0.011779,0.949407,0.913256,0.985558,0.735741,0.667675,0.803807,0.013756,0.002274,0.073010,0.034894,0.000000,2,2,3,0,0
sun_moon,noswept,nonorm1p25,225,1353.512,0.238801,0.729756,0.624440,0.835072,21,0.00025991,2,0.032624,0.061798,0.003450,0.955320,0.914741,0.995899,0.750491,0.663029,0.837954,0.013523,0.000672,0.073757,0.027809,0.000000,2,2,3,0,0
sun_moon,noswept,nonorm1p25,250,1631.759,0.228269,0.745328,0.624771,0.865885,21,0.00021483,3,0.034213,0.063310,0.005116,0.953574,0.912992,0.994156,0.767321,0.664326,0.870315,0.013492,0.000941,0.073541,0.022477,0.000000,2,2,3,0,0
sun_moon,noswept,nonorm1p25,275,1675.683,0.216991,0.757681,0.628840,0.886522,21,0.00015953,3,0.032069,0.058665,0.005473,0.956457,0.919016,0.993898,0.778552,0.665730,0.891374,0.012587,0.001038,0.072430,0.018978,0.000000,2,2,3,0,0
sun_moon,noswept,nonorm1p25,300,1946.060,0.208937,0.765175,0.631342,0.899008,20,0.00023220,3,0.030692,0.054127,0.007258,0.958418,0.924786,0.992049,0.785523,0.665514,0.905532,0.011362,0.001428,0.071502,0.016898,0.000000,2,2,4,0,0
sun_moon,noswept,nonorm1p25,325,1987.844,0.207028,0.768721,0.634813,0.902629,20,0.00040586,3,0.030353,0.051426,0.009280,0.959190,0.928464,0.989916,0.789232,0.667459,0.911005,0.011121,0.001823,0.071005,0.016188,0.000000,2,2,4,0,0
sun_moon,noswept,nonorm1p25,350,2251.448,0.205327,0.770529,0.630580,0.910478,20,0.00041488,3,0.029449,0.052831,0.006068,0.959854,0.926289,0.993419,0.789948,0.663894,0.916002,0.011446,0.001176,0.071905,0.014836,0.000000,2,2,4,0,0
sun_moon,noswept,nonorm1p25,375,2292.862,0.201702,0.775005,0.631493,0.918517,20,0.00029985,4,0.030001,0.052506,0.007496,0.959375,0.926785,0.991965,0.795026,0.664650,0.925402,0.011146,0.001505,0.071464,0.013468,0.000000,2,2,4,0,0
sun_moon,noswept,nonorm1p25,400,2555.380,0.189492,0.781463,0.642545,0.920381,20,0.00029143,3,0.025385,0.039110,0.011660,0.966149,0.944665,0.987633,0.799394,0.667675,0.931112,0.008102,0.002319,0.068440,0.013178,0.000000,2,2,4,0,0
sun_moon,noswept,nonorm1p25,425,2596.841,0.187129,0.782972,0.640438,0.925507,20,0.00024749,3,0.023012,0.036625,0.009399,0.968878,0.947717,0.990039,0.799050,0.663894,0.934206,0.007762,0.001925,0.069000,0.012369,0.000000,2,2,4,0,0
sun_moon,noswept,nonorm1p25,450,2854.033,0.185463,0.786205,0.638794,0.933616,19,0.00019684,2,0.023914,0.038786,0.009042,0.967635,0.944778,0.990493,0.802814,0.663570,0.942058,0.008185,0.001753,0.069369,0.010871,0.000000,2,2,5,0,0
sun_moon,noswept,nonorm1p25,475,2893.235,0.185023,0.788648,0.636826,0.940469,19,0.00025680,3,0.024789,0.040298,0.009280,0.966489,0.942659,0.990318,0.805843,0.662489,0.949197,0.008590,0.001744,0.069833,0.009671,0.000000,2,2,5,0,0
sun_moon,noswept,nonorm1p25,500,3146.256,0.183246,0.792207,0.640970,0.943445,19,0.00019791,2,0.025180,0.038462,0.011898,0.966532,0.945374,0.987691,0.810146,0.665622,0.954670,0.008322,0.002317,0.069000,0.009255,0.000000,2,2,5,0,0
sun_moon,noswept,nonorm1p25,525,3185.786,0.180320,0.796657,0.644588,0.948727,19,0.00014305,2,0.024200,0.039002,0.009399,0.967625,0.944970,0.990281,0.813686,0.669728,0.957644,0.008699,0.001828,0.068679,0.008272,0.000000,2,2,5,0,0
sun_moon,noswept,nonorm1p25,550,3425.638,0.177170,0.799706,0.643205,0.956208,19,0.00014236,1,0.024495,0.043755,0.005235,0.966698,0.938813,0.994583,0.816281,0.671348,0.961214,0.009338,0.000952,0.068739,0.006933,0.000000,2,3,6,0,0
sun_moon,noswept,nonorm1p25,575,3465.313,0.179469,0.797844,0.639454,0.956233,19,0.00010758,2,0.024289,0.045484,0.003093,0.966542,0.936299,0.996785,0.813865,0.668539,0.959191,0.009692,0.000616,0.069657,0.007155,0.000000,2,3,6,0,0
sun_moon,noswept,nonorm1p25,600,3704.983,0.177162,0.800295,0.641705,0.958886,18,0.00005954,2,0.024338,0.044512,0.004164,0.966710,0.937727,0.995694,0.816574,0.670268,0.962879,0.009446,0.000766,0.069127,0.006668,0.000000,2,3,7,0,0
sun_moon,noswept,nonorm1p25,625,3741.705,0.175779,0.799014,0.643294,0.954734,18,0.00005500,2,0.022820,0.041595,0.004045,0.968675,0.941552,0.995798,0.814324,0.670052,0.958596,0.008845,0.000709,0.068623,0.007306,0.000000,2,3,7,0,0
sun_moon,noswept,nonorm1p25,650,3979.933,0.175148,0.800997,0.644767,0.957227,18,0.00009920,2,0.023366,0.042567,0.004164,0.968067,0.940447,0.995686,0.816713,0.672213,0.961214,0.009096,0.000642,0.068513,0.006854,0.000000,2,3,7,0,0
sun_moon,noswept,nonorm1p25,675,4017.165,0.173901,0.803160,0.646187,0.960133,18,0.00007123,2,0.022760,0.042783,0.002736,0.968732,0.940299,0.997166,0.818297,0.673833,0.962760,0.009201,0.000540,0.068296,0.006453,0.000000,2,3,7,0,0
