job	pair	arm	config	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_noswept_nonorm1p25	sun_moon	noswept	nonorm1p25	converged	1500	0.188703	0.810792	0.697304	0.924280	0.816704	1200	0.939337	0.954893	17	20	24	17	18.541	0.043767	0.950780	0.846942	0.00070959	2	3	8	8455.753
neg_water_fire_noswept_nonorm1p25	water_fire	noswept	nonorm1p25	converged	2825	0.026454	0.960253	0.966093	0.954414	0.961733	2525	0.987571	0.987766	13	20	24	13	15.509	0.010237	0.989592	0.970049	0.00010419	5	2	14	8106.539
neg_cat_face_bass_noswept_nonorm1p25	cat_face_bass	noswept	nonorm1p25	converged	2025	0.145418	0.887879	0.835115	0.940643	0.890013	1850	0.95225	0.95404	17	20	25	17	19.659	0.043300	0.954844	0.925574	0.00436772	8	4	15	7363.276
neg_horse_circle_noswept_nonorm1p25	horse_circle	noswept	nonorm1p25	converged	1925	0.100380	0.915692	0.844780	0.986605	0.916035	1775	0.974546	0.975715	19	20	24	19	20.513	0.019552	0.978682	0.932430	0.00000534	9	1	11	7454.920
neg_acm_scf_noswept_nonorm1p25	acm_scf	noswept	nonorm1p25	converged	1500	0.442721	0.663636	0.589480	0.737792	0.727952	1100	0.822038	0.870268	26	20	28	20	24.754	0.163897	0.855949	0.782043	0.00006154	13	4	11	6748.326
neg_teapot_droplets_noswept_nonorm1p25	teapot_droplets	noswept	nonorm1p25	converged	1625	0.143161	0.754962	0.873508	0.636416	0.781439	1250	0.860992	0.877441	26	20	29	19	25.212	0.133696	0.869674	0.842705	0.00001850	16	6	16	7553.087
neg_robot_man_noswept_nonorm1p25	robot_man	noswept	nonorm1p25	converged	1725	0.084107	0.888095	0.874296	0.901893	0.891406	1425	0.953912	0.958967	25	20	25	20	22.114	0.041314	0.957629	0.924944	0.00017881	16	4	15	7059.768
