step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.397,1.255568,0.156907,0.189697,0.124116,20,0.00019250,0,0.162589,0.112745,0.212434,0.533243,0.651838,0.414649,0.180784,0.211084,0.150483,0.027994,0.048116,0.182323,0.198100
25,27.207,0.981256,0.272606,0.298704,0.246508,20,0.00000069,1,0.087846,0.057323,0.118368,0.772998,0.846381,0.699615,0.295756,0.315826,0.275686,0.014034,0.026551,0.149813,0.156980
50,186.427,0.762170,0.429678,0.435963,0.423392,20,0.00034587,0,0.074058,0.049820,0.098297,0.863667,0.901833,0.825501,0.461347,0.457683,0.465010,0.011967,0.021911,0.119292,0.117745
75,211.439,0.560354,0.579684,0.547876,0.611492,20,0.00017388,0,0.062096,0.047919,0.076272,0.909555,0.922966,0.896144,0.616131,0.574130,0.658132,0.011557,0.016726,0.095300,0.077302
100,372.580,0.430210,0.680968,0.625465,0.736471,20,0.00019410,0,0.055761,0.048920,0.062602,0.928270,0.930609,0.925931,0.719319,0.656062,0.782576,0.011907,0.013767,0.078980,0.051541
125,397.535,0.370784,0.726406,0.661211,0.791602,20,0.00003669,2,0.052734,0.051220,0.054248,0.935166,0.931367,0.938965,0.764811,0.695078,0.834545,0.012220,0.011848,0.071335,0.040217
150,561.390,0.332539,0.754737,0.699610,0.809865,20,0.00006747,2,0.047764,0.050720,0.044809,0.942581,0.935455,0.949708,0.790624,0.735094,0.846154,0.012344,0.009881,0.063315,0.036403
175,586.730,0.277126,0.800170,0.752014,0.848327,20,0.00012628,1,0.048258,0.055722,0.040794,0.945127,0.934417,0.955837,0.838426,0.793918,0.882934,0.013594,0.008838,0.052448,0.028681
200,750.182,0.236593,0.831429,0.789872,0.872986,20,0.00033140,0,0.046960,0.056923,0.036997,0.948452,0.936168,0.960737,0.870059,0.834834,0.905284,0.013808,0.007792,0.044372,0.023615
225,775.283,0.214290,0.848553,0.810062,0.887044,20,0.00104080,0,0.043235,0.053922,0.032549,0.953138,0.940593,0.965683,0.884829,0.853741,0.915916,0.013172,0.007082,0.039968,0.021093
250,939.691,0.204954,0.855365,0.816709,0.894021,20,0.00113543,1,0.042491,0.056122,0.028860,0.954244,0.938909,0.969579,0.891184,0.862545,0.919822,0.013574,0.006214,0.038499,0.019660
275,964.855,0.206768,0.853766,0.805882,0.901650,20,0.00106167,1,0.040176,0.054422,0.025930,0.956271,0.939810,0.972732,0.887385,0.849740,0.925030,0.013350,0.005628,0.040886,0.018300
300,1129.390,0.192923,0.863758,0.818156,0.909360,20,0.00130231,1,0.039075,0.053521,0.024628,0.957892,0.941536,0.974248,0.896851,0.861945,0.931757,0.013041,0.005255,0.038193,0.016663
325,1155.221,0.178895,0.873067,0.830970,0.915164,20,0.00158446,1,0.037115,0.051120,0.023109,0.960311,0.944709,0.975913,0.904881,0.873449,0.936313,0.012365,0.004822,0.035227,0.015442
350,1321.878,0.178508,0.874342,0.827058,0.921625,20,0.00187106,1,0.037611,0.052221,0.023001,0.959788,0.943390,0.976185,0.906536,0.870248,0.942823,0.012663,0.004783,0.036119,0.014224
375,1347.988,0.172411,0.877538,0.832555,0.922521,20,0.00088415,1,0.034975,0.049120,0.020831,0.962558,0.946758,0.978359,0.907594,0.873449,0.941738,0.012032,0.004343,0.034978,0.014099
400,1505.010,0.163143,0.886554,0.844742,0.928366,19,0.00083623,1,0.036526,0.052221,0.020831,0.961501,0.944509,0.978492,0.918280,0.888856,0.947705,0.012754,0.004442,0.032519,0.013069
425,1529.155,0.159040,0.891673,0.850118,0.933227,19,0.00085411,1,0.039160,0.057923,0.020397,0.959261,0.939492,0.979030,0.925811,0.899360,0.952262,0.014217,0.004231,0.031556,0.012034
450,1687.147,0.151664,0.897025,0.864597,0.929453,19,0.00059212,1,0.039931,0.060224,0.019638,0.959025,0.938351,0.979699,0.932186,0.916667,0.947705,0.014788,0.003990,0.028368,0.012659
475,1711.846,0.152069,0.896837,0.863847,0.929828,19,0.00048298,1,0.038442,0.059524,0.017359,0.960458,0.938937,0.981980,0.930618,0.915266,0.945969,0.014778,0.003547,0.028654,0.012760
500,1858.158,0.151184,0.897090,0.864755,0.929424,18,0.00050914,0,0.039205,0.060724,0.017685,0.959778,0.937909,0.981646,0.931564,0.917267,0.945861,0.014726,0.003628,0.028252,0.012846
525,1881.196,0.147582,0.899966,0.869516,0.930416,18,0.00030799,0,0.039612,0.062625,0.016600,0.959638,0.936524,0.982753,0.934915,0.923970,0.945861,0.015101,0.003382,0.027291,0.012589
550,2025.198,0.146072,0.900782,0.871445,0.930118,18,0.00030947,1,0.039575,0.062225,0.016925,0.959717,0.937013,0.982421,0.935766,0.925670,0.945861,0.014886,0.003520,0.026782,0.012634
575,2048.239,0.142744,0.902710,0.874835,0.930585,18,0.00022892,0,0.037886,0.059824,0.015949,0.961399,0.939388,0.983410,0.936299,0.927171,0.945427,0.014405,0.003359,0.026016,0.012629
600,2191.465,0.138893,0.905773,0.878685,0.932862,17,0.00019885,0,0.036030,0.058824,0.013236,0.963362,0.940534,0.986190,0.937791,0.930372,0.945210,0.014353,0.002884,0.025290,0.012343
