## SLURM PROLOG ###############################################################
##    Job ID : 4093819
##  Job Name : 20260718_1833_comparison_water_fire_basic
##  Nodelist : gpu2501
##      CPUs : 
##  Mem/Node : 128000 MB
## Directory : /oscar/home/cjmok/automated-perspective-sculptor
##   Job Started : Sat Jul 18 08:14:19 PM EDT 2026
###############################################################################
[Swept volume] building (resolution=256)...
[Run] mode=full, trials=3, seeds=[0, 1, 2], steps=2000, srd=False, ablation_flags={'disable_swept_volume_adds': False, 'loss_only_deletion': False, 'disable_splitting': False}
[Trial 1/3] seed=0
[Patch] mapbox-earcut is not installed; falling back to fan fill, so non-convex pieces will render incorrectly. Install it with: pip install mapbox-earcut
  step 50/2000: loss=0.254125, patches=20
  step 100/2000: loss=0.168412, patches=20
  step 150/2000: loss=0.144420, patches=20
  step 200/2000: loss=0.134799, patches=20
  step 250/2000: loss=0.136877, patches=20
  step 300/2000: loss=0.129557, patches=20
  step 350/2000: loss=0.121277, patches=20
  step 400/2000: loss=0.116149, patches=20
  step 450/2000: loss=0.108562, patches=20
  step 500/2000: loss=0.105861, patches=20
  step 550/2000: loss=0.108902, patches=20
  step 600/2000: loss=0.114654, patches=20
  step 650/2000: loss=0.109377, patches=20
  step 700/2000: loss=0.111627, patches=20
  step 750/2000: loss=0.111677, patches=20
  step 800/2000: loss=0.110596, patches=20
  step 850/2000: loss=0.113097, patches=20
  step 900/2000: loss=0.110024, patches=20
  step 950/2000: loss=0.108923, patches=20
  step 1000/2000: loss=0.106939, patches=20
  step 1050/2000: loss=0.106277, patches=20
  step 1100/2000: loss=0.105955, patches=20
  step 1150/2000: loss=0.103921, patches=20
  step 1200/2000: loss=0.108305, patches=20
  step 1250/2000: loss=0.106276, patches=20
  step 1300/2000: loss=0.107516, patches=20
  step 1350/2000: loss=0.108452, patches=20
  step 1400/2000: loss=0.107557, patches=20
  step 1450/2000: loss=0.108488, patches=20
  step 1500/2000: loss=0.106285, patches=20
  step 1550/2000: loss=0.103852, patches=20
  step 1600/2000: loss=0.100900, patches=20
  step 1650/2000: loss=0.101893, patches=20
  step 1700/2000: loss=0.102031, patches=20
  step 1750/2000: loss=0.103799, patches=20
  step 1800/2000: loss=0.105117, patches=20
  step 1850/2000: loss=0.102671, patches=20
  step 1900/2000: loss=0.102738, patches=20
  step 1950/2000: loss=0.102654, patches=20
  step 2000/2000: loss=0.101048, patches=20
[Trial 1] done: loss=0.101046, time=2033.8s
[Trial 2/3] seed=1
  step 50/2000: loss=0.291292, patches=20
  step 100/2000: loss=0.200708, patches=20
  step 150/2000: loss=0.163370, patches=20
  step 200/2000: loss=0.134928, patches=20
  step 250/2000: loss=0.118845, patches=20
  step 300/2000: loss=0.103366, patches=20
  step 350/2000: loss=0.097694, patches=20
  step 400/2000: loss=0.080857, patches=20
  step 450/2000: loss=0.078353, patches=20
  step 500/2000: loss=0.075640, patches=20
  step 550/2000: loss=0.067455, patches=20
  step 600/2000: loss=0.065275, patches=20
  step 650/2000: loss=0.062872, patches=20
  step 700/2000: loss=0.065381, patches=20
  step 750/2000: loss=0.069407, patches=20
  step 800/2000: loss=0.065914, patches=20
  step 850/2000: loss=0.067987, patches=20
  step 900/2000: loss=0.062858, patches=20
  step 950/2000: loss=0.061187, patches=20
  step 1000/2000: loss=0.062521, patches=20
  step 1050/2000: loss=0.061280, patches=20
  step 1100/2000: loss=0.060605, patches=20
  step 1150/2000: loss=0.059910, patches=20
  step 1200/2000: loss=0.059332, patches=20
  step 1250/2000: loss=0.058323, patches=20
  step 1300/2000: loss=0.058118, patches=20
  step 1350/2000: loss=0.059162, patches=20
  step 1400/2000: loss=0.056215, patches=20
  step 1450/2000: loss=0.056809, patches=20
  step 1500/2000: loss=0.055633, patches=20
  step 1550/2000: loss=0.057813, patches=20
  step 1600/2000: loss=0.058102, patches=20
  step 1650/2000: loss=0.054456, patches=20
  step 1700/2000: loss=0.056117, patches=20
  step 1750/2000: loss=0.055620, patches=20
  step 1800/2000: loss=0.056556, patches=20
  step 1850/2000: loss=0.055499, patches=20
  step 1900/2000: loss=0.054863, patches=20
  step 1950/2000: loss=0.054513, patches=20
  step 2000/2000: loss=0.050830, patches=20
[Trial 2] done: loss=0.051517, time=2184.5s
[Trial 3/3] seed=2
  step 50/2000: loss=0.297601, patches=20
  step 100/2000: loss=0.189427, patches=20
  step 150/2000: loss=0.149011, patches=20
  step 200/2000: loss=0.141427, patches=20
  step 250/2000: loss=0.123454, patches=20
  step 300/2000: loss=0.107596, patches=20
  step 350/2000: loss=0.108103, patches=20
  step 400/2000: loss=0.113250, patches=20
  step 450/2000: loss=0.115840, patches=20
  step 500/2000: loss=0.111204, patches=20
  step 550/2000: loss=0.109871, patches=20
  step 600/2000: loss=0.116787, patches=20
  step 650/2000: loss=0.116655, patches=20
  step 700/2000: loss=0.117078, patches=20
  step 750/2000: loss=0.116927, patches=20
  step 800/2000: loss=0.110900, patches=20
  step 850/2000: loss=0.112091, patches=20
  step 900/2000: loss=0.111240, patches=20
  step 950/2000: loss=0.110077, patches=20
