## SLURM PROLOG ###############################################################
##    Job ID : 4079929
##  Job Name : 20260718_0323_comparison_acm_scf_basic
##  Nodelist : gpu2255
##      CPUs : 
##  Mem/Node : 128000 MB
## Directory : /oscar/home/cjmok/automated-perspective-sculptor
##   Job Started : Sat Jul 18 03:33:56 AM EDT 2026
###############################################################################
[Swept volume] building (resolution=256)...
[Run] mode=full, trials=3, seeds=[0, 1, 2], steps=2000, srd=False, ablation_flags={'disable_swept_volume_adds': False, 'loss_only_deletion': False, 'disable_splitting': False}
[Trial 1/3] seed=0
[Patch] mapbox-earcut is not installed; falling back to fan fill, so non-convex pieces will render incorrectly. Install it with: pip install mapbox-earcut
  step 50/2000: loss=0.670797, patches=20
  step 100/2000: loss=0.594296, patches=20
  step 150/2000: loss=0.543674, patches=20
  step 200/2000: loss=0.521946, patches=20
  step 250/2000: loss=0.514499, patches=20
  step 300/2000: loss=0.488656, patches=20
  step 350/2000: loss=0.468786, patches=20
  step 400/2000: loss=0.468601, patches=20
  step 450/2000: loss=0.460303, patches=20
  step 500/2000: loss=0.445554, patches=20
  step 550/2000: loss=0.435251, patches=20
  step 600/2000: loss=0.423454, patches=20
  step 650/2000: loss=0.420558, patches=20
  step 700/2000: loss=0.418321, patches=20
  step 750/2000: loss=0.420762, patches=20
  step 800/2000: loss=0.421560, patches=20
  step 850/2000: loss=0.418536, patches=20
  step 900/2000: loss=0.409589, patches=20
  step 950/2000: loss=0.405109, patches=20
  step 1000/2000: loss=0.402180, patches=20
  step 1050/2000: loss=0.397736, patches=20
  step 1100/2000: loss=0.388949, patches=20
  step 1150/2000: loss=0.380945, patches=20
  step 1200/2000: loss=0.380278, patches=20
  step 1250/2000: loss=0.375882, patches=20
  step 1300/2000: loss=0.371107, patches=20
  step 1350/2000: loss=0.369752, patches=20
  step 1400/2000: loss=0.367896, patches=20
  step 1450/2000: loss=0.367798, patches=20
  step 1500/2000: loss=0.372387, patches=20
  step 1550/2000: loss=0.365237, patches=20
  step 1600/2000: loss=0.364363, patches=20
  step 1650/2000: loss=0.368041, patches=20
  step 1700/2000: loss=0.365957, patches=20
  step 1750/2000: loss=0.365314, patches=20
  step 1800/2000: loss=0.366941, patches=20
  step 1850/2000: loss=0.371322, patches=20
  step 1900/2000: loss=0.363106, patches=20
  step 1950/2000: loss=0.360210, patches=20
  step 2000/2000: loss=0.356086, patches=20
[Trial 1] done: loss=0.356244, time=2093.8s
[Trial 2/3] seed=1
  step 50/2000: loss=0.697074, patches=20
  step 100/2000: loss=0.627000, patches=20
  step 150/2000: loss=0.585781, patches=20
  step 200/2000: loss=0.533087, patches=20
  step 250/2000: loss=0.490881, patches=20
  step 300/2000: loss=0.465634, patches=20
  step 350/2000: loss=0.460169, patches=20
  step 400/2000: loss=0.446837, patches=20
  step 450/2000: loss=0.435033, patches=20
  step 500/2000: loss=0.423318, patches=20
  step 550/2000: loss=0.423771, patches=20
  step 600/2000: loss=0.412444, patches=20
  step 650/2000: loss=0.399139, patches=20
  step 700/2000: loss=0.403085, patches=20
  step 750/2000: loss=0.382539, patches=20
  step 800/2000: loss=0.376829, patches=20
  step 850/2000: loss=0.387722, patches=20
  step 900/2000: loss=0.391424, patches=20
  step 950/2000: loss=0.396451, patches=20
  step 1000/2000: loss=0.381247, patches=20
  step 1050/2000: loss=0.377297, patches=20
  step 1100/2000: loss=0.380665, patches=20
  step 1150/2000: loss=0.371034, patches=20
  step 1200/2000: loss=0.367328, patches=20
  step 1250/2000: loss=0.363186, patches=20
  step 1300/2000: loss=0.362049, patches=20
  step 1350/2000: loss=0.349530, patches=20
  step 1400/2000: loss=0.348224, patches=20
  step 1450/2000: loss=0.342648, patches=20
  step 1500/2000: loss=0.342922, patches=20
  step 1550/2000: loss=0.344834, patches=20
  step 1600/2000: loss=0.338535, patches=20
  step 1650/2000: loss=0.335344, patches=20
  step 1700/2000: loss=0.332615, patches=20
  step 1750/2000: loss=0.333942, patches=20
  step 1800/2000: loss=0.331838, patches=20
  step 1850/2000: loss=0.337446, patches=20
  step 1900/2000: loss=0.332771, patches=20
  step 1950/2000: loss=0.333050, patches=20
  step 2000/2000: loss=0.326169, patches=20
[Trial 2] done: loss=0.326296, time=2083.9s
[Trial 3/3] seed=2
  step 50/2000: loss=0.676059, patches=20
  step 100/2000: loss=0.597001, patches=20
  step 150/2000: loss=0.550122, patches=20
  step 200/2000: loss=0.518586, patches=20
  step 250/2000: loss=0.495815, patches=20
  step 300/2000: loss=0.471475, patches=20
  step 350/2000: loss=0.455680, patches=20
  step 400/2000: loss=0.454053, patches=20
  step 450/2000: loss=0.451959, patches=20
  step 500/2000: loss=0.455890, patches=20
  step 550/2000: loss=0.456945, patches=20
  step 600/2000: loss=0.457767, patches=20
  step 650/2000: loss=0.455177, patches=20
  step 700/2000: loss=0.437578, patches=20
  step 750/2000: loss=0.437726, patches=20
  step 800/2000: loss=0.434892, patches=20
  step 850/2000: loss=0.438059, patches=20
  step 900/2000: loss=0.435921, patches=20
  step 950/2000: loss=0.427276, patches=20
  step 1000/2000: loss=0.409604, patches=20
  step 1050/2000: loss=0.401896, patches=20
  step 1100/2000: loss=0.397201, patches=20
  step 1150/2000: loss=0.388710, patches=20
  step 1200/2000: loss=0.385257, patches=20
  step 1250/2000: loss=0.382400, patches=20
  step 1300/2000: loss=0.380903, patches=20
  step 1350/2000: loss=0.379655, patches=20
  step 1400/2000: loss=0.379189, patches=20
  step 1450/2000: loss=0.380141, patches=20
  step 1500/2000: loss=0.380171, patches=20
  step 1550/2000: loss=0.379975, patches=20
  step 1600/2000: loss=0.380543, patches=20
  step 1650/2000: loss=0.379532, patches=20
  step 1700/2000: loss=0.379977, patches=20
  step 1750/2000: loss=0.380065, patches=20
