step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.365,1.260056,0.190821,0.151570,0.230071,20,0.00000000,0,0.212629,0.093992,0.331265,0.559317,0.638225,0.480410,0.236051,0.165817,0.306286,0.034612,0.046126,0.253811,0.125838
25,25.496,1.004623,0.285657,0.223962,0.347352,20,0.00000000,0,0.110991,0.037981,0.184000,0.775228,0.859563,0.690894,0.321867,0.232469,0.411265,0.013871,0.025420,0.220435,0.094794
50,184.949,0.907163,0.360507,0.281718,0.439295,23,0.00006835,1,0.106098,0.035543,0.176653,0.818345,0.891398,0.745292,0.404315,0.291731,0.516898,0.012696,0.024257,0.203361,0.080534
75,212.856,0.831996,0.410638,0.326490,0.494786,23,0.00019150,1,0.093933,0.029336,0.158531,0.851536,0.919717,0.783356,0.454646,0.336067,0.573224,0.010855,0.021695,0.189797,0.071216
100,392.603,0.761670,0.459700,0.379013,0.540387,26,0.00024097,1,0.087379,0.026676,0.148082,0.871577,0.935845,0.807308,0.504766,0.389123,0.620408,0.009809,0.020436,0.174462,0.064249
125,424.281,0.703219,0.503250,0.434870,0.571630,26,0.00007686,2,0.092331,0.025641,0.159020,0.876038,0.945637,0.806439,0.554276,0.446021,0.662531,0.009364,0.021873,0.158487,0.060282
150,632.871,0.643917,0.555672,0.502906,0.608439,29,0.00002905,2,0.108960,0.030001,0.187918,0.869454,0.945254,0.793654,0.620384,0.517993,0.722776,0.011129,0.025734,0.140028,0.056173
175,668.669,0.586593,0.598784,0.541783,0.655785,29,0.00009279,2,0.106841,0.028375,0.185306,0.879518,0.951540,0.807497,0.667231,0.557157,0.777306,0.010432,0.025357,0.128734,0.048881
200,902.229,0.534077,0.639562,0.587376,0.691748,32,0.00002125,4,0.110196,0.031331,0.189061,0.881964,0.950823,0.813105,0.714155,0.605778,0.822531,0.011034,0.025956,0.115682,0.043843
225,942.027,0.510153,0.661092,0.614521,0.707663,32,0.00001606,4,0.115209,0.033030,0.197388,0.880803,0.950542,0.811064,0.741083,0.634819,0.847347,0.011794,0.027386,0.108440,0.042017
250,1196.489,0.467578,0.687012,0.657441,0.716583,35,0.00000886,2,0.117929,0.027858,0.208000,0.883336,0.960407,0.806265,0.770694,0.675756,0.865633,0.009850,0.028732,0.095539,0.041027
275,1240.240,0.428062,0.711677,0.698101,0.725254,35,0.00006283,2,0.116490,0.027267,0.205714,0.886462,0.963371,0.809553,0.795792,0.717136,0.874449,0.009550,0.028588,0.083922,0.039682
300,1519.546,0.396034,0.733247,0.729623,0.736871,37,0.00011753,2,0.114667,0.026232,0.203102,0.889878,0.966152,0.813605,0.817646,0.748762,0.886531,0.009703,0.028056,0.075417,0.037687
325,1565.731,0.362837,0.754506,0.764753,0.744259,37,0.00014807,2,0.113518,0.025567,0.201469,0.892277,0.968431,0.816123,0.839255,0.784305,0.894204,0.009401,0.027940,0.065527,0.036713
350,1865.839,0.345091,0.766957,0.784287,0.749626,40,0.00022853,2,0.114901,0.028006,0.201796,0.891714,0.966430,0.816997,0.853575,0.806251,0.900898,0.009940,0.028138,0.059846,0.036092
375,1915.057,0.322064,0.779803,0.796506,0.763100,40,0.00030527,0,0.103823,0.023646,0.184000,0.901311,0.971816,0.830806,0.859425,0.815340,0.903510,0.008734,0.025548,0.056520,0.033622
400,2234.229,0.306879,0.790780,0.802700,0.778861,40,0.00039711,0,0.097990,0.023572,0.172408,0.906645,0.972111,0.841179,0.867382,0.821621,0.913143,0.008680,0.024220,0.054562,0.031188
425,2282.855,0.287726,0.805877,0.816574,0.795179,40,0.00043110,0,0.097701,0.023646,0.171755,0.908423,0.972490,0.844356,0.883819,0.835883,0.931755,0.008801,0.023961,0.050824,0.028603
450,2594.541,0.269163,0.821755,0.827283,0.816227,39,0.00038913,0,0.097540,0.025937,0.169143,0.909894,0.970347,0.849440,0.901513,0.848740,0.954286,0.009467,0.023427,0.047807,0.025377
475,2642.437,0.258096,0.830937,0.839781,0.822092,39,0.00030821,1,0.098353,0.027562,0.169143,0.909701,0.969048,0.850354,0.912035,0.862928,0.961143,0.010081,0.023522,0.044407,0.024751
500,2946.382,0.245071,0.837114,0.851759,0.822470,38,0.00039642,1,0.098568,0.027341,0.169796,0.909847,0.969702,0.849993,0.918584,0.875046,0.962122,0.009793,0.023224,0.040734,0.024355
525,2992.715,0.246451,0.835490,0.856649,0.814331,38,0.00048587,0,0.101248,0.026823,0.175673,0.907683,0.970408,0.844957,0.918508,0.879628,0.957388,0.009648,0.024123,0.039406,0.025745
550,3293.800,0.237816,0.840451,0.864428,0.816474,38,0.00031489,1,0.098221,0.023055,0.173388,0.910673,0.974593,0.846753,0.921199,0.884357,0.958041,0.008270,0.024200,0.037099,0.025865
575,3340.777,0.233283,0.841364,0.866194,0.816534,38,0.00033562,1,0.095822,0.020542,0.171102,0.912758,0.977289,0.848226,0.920116,0.883987,0.956245,0.007545,0.023724,0.036530,0.025518
