step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.467,0.715551,0.257527,0.314016,0.201038,20,0.00099699,0,0.214550,0.339831,0.089268,0.631794,0.553182,0.710406,0.319856,0.420728,0.218984,0.022248,0.019971,0.056134,0.161041
25,27.453,0.530655,0.423854,0.508028,0.339680,20,0.00001202,0,0.139683,0.234243,0.045123,0.807628,0.728027,0.887228,0.491019,0.627031,0.355007,0.015158,0.010104,0.036541,0.127710
50,203.964,0.441566,0.517650,0.573826,0.461474,23,0.00013913,1,0.139402,0.238791,0.040013,0.835795,0.748546,0.923045,0.595395,0.710851,0.479939,0.015460,0.008955,0.031586,0.103363
75,234.521,0.398391,0.562669,0.593465,0.531872,23,0.00004448,4,0.157309,0.282651,0.031967,0.837095,0.729225,0.944964,0.655042,0.761209,0.548875,0.018378,0.006987,0.031264,0.088840
100,419.878,0.363344,0.600988,0.609708,0.592269,24,0.00022649,3,0.172092,0.311891,0.032293,0.834647,0.719462,0.949831,0.705633,0.799870,0.611395,0.020049,0.007047,0.030325,0.077189
125,451.406,0.329297,0.631639,0.626914,0.636364,24,0.00032313,4,0.160711,0.294022,0.027400,0.846878,0.733980,0.959777,0.732521,0.811241,0.653800,0.019024,0.006096,0.028667,0.068463
150,637.283,0.307384,0.651443,0.643225,0.659660,25,0.00039029,2,0.145283,0.261209,0.029357,0.857497,0.756437,0.958557,0.745133,0.811241,0.679026,0.016995,0.006395,0.026698,0.063977
175,669.583,0.299082,0.659880,0.638037,0.681722,25,0.00067671,2,0.150646,0.270955,0.030336,0.854074,0.749550,0.958599,0.756660,0.810916,0.702403,0.017591,0.006816,0.027340,0.059992
200,867.225,0.294749,0.663785,0.638006,0.689564,23,0.00078037,2,0.153786,0.277128,0.030445,0.852560,0.746206,0.958914,0.762686,0.814815,0.710558,0.017904,0.006672,0.027423,0.058357
225,897.237,0.293982,0.662622,0.627565,0.697679,23,0.00054469,2,0.156549,0.282326,0.030771,0.849627,0.740287,0.958968,0.761945,0.804743,0.719148,0.018321,0.006738,0.028426,0.056912
250,1094.800,0.289894,0.666601,0.628202,0.705001,23,0.00067428,2,0.155790,0.281027,0.030553,0.850408,0.741173,0.959644,0.765642,0.804743,0.726541,0.018387,0.006667,0.028543,0.055404
