step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.420,1.095125,0.222408,0.192544,0.252272,20,0.00000000,0,0.178780,0.179451,0.178108,0.591939,0.558597,0.625282,0.262150,0.227096,0.297204,0.040569,0.035884,0.177669,0.149146
25,27.093,0.797285,0.364217,0.354434,0.374001,20,0.00000003,0,0.090185,0.093993,0.086377,0.814785,0.804889,0.824680,0.397027,0.387748,0.406306,0.020869,0.017323,0.131327,0.115338
50,193.575,0.631132,0.486983,0.503193,0.470772,20,0.00002927,1,0.073621,0.082757,0.064485,0.877063,0.868136,0.885991,0.522983,0.544836,0.501130,0.018183,0.012747,0.099722,0.095183
75,219.439,0.534639,0.562236,0.584075,0.540397,20,0.00018396,1,0.065013,0.080056,0.049970,0.903223,0.887386,0.919060,0.599117,0.630834,0.567400,0.017539,0.009877,0.082964,0.081498
100,381.032,0.472219,0.615158,0.621799,0.608517,19,0.00145175,4,0.063248,0.084378,0.042118,0.913249,0.888778,0.937720,0.654206,0.674265,0.634146,0.018262,0.008067,0.075275,0.068628
125,405.668,0.444365,0.642098,0.634452,0.649744,19,0.00351711,2,0.061985,0.078760,0.045211,0.917191,0.896801,0.937582,0.681770,0.684421,0.679120,0.017119,0.009015,0.072645,0.061589
150,558.485,0.412953,0.672848,0.639553,0.706143,19,0.00255103,3,0.064822,0.083838,0.045806,0.916849,0.892102,0.941596,0.715830,0.693172,0.738489,0.018310,0.008994,0.071937,0.051467
175,582.233,0.382961,0.700526,0.634688,0.766364,19,0.00177535,4,0.062185,0.090104,0.034265,0.921668,0.884775,0.958561,0.742249,0.691876,0.792623,0.019793,0.006886,0.073368,0.040532
200,739.666,0.346316,0.730118,0.648608,0.811628,19,0.00089574,5,0.057030,0.090860,0.023200,0.929510,0.886198,0.972822,0.769000,0.707541,0.830458,0.020190,0.004408,0.070772,0.032159
225,764.256,0.335951,0.737967,0.654278,0.821657,19,0.00084250,3,0.055610,0.087187,0.024033,0.931522,0.890813,0.972230,0.776363,0.711322,0.841404,0.019340,0.004595,0.069341,0.030479
250,923.982,0.323540,0.749232,0.655943,0.842522,19,0.00045084,1,0.055507,0.088051,0.022963,0.932113,0.890177,0.974049,0.787784,0.713699,0.861868,0.019494,0.004444,0.068942,0.026830
275,948.566,0.310870,0.761016,0.661610,0.860422,19,0.00025954,1,0.055425,0.089672,0.021178,0.932921,0.889378,0.976464,0.799791,0.720938,0.878644,0.019836,0.004119,0.067955,0.023631
300,1107.143,0.298706,0.773341,0.670142,0.876540,19,0.00072533,1,0.055745,0.088051,0.023438,0.933395,0.892253,0.974538,0.813117,0.729149,0.897085,0.019664,0.004610,0.066308,0.020955
