step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.384,1.190922,0.234898,0.209060,0.260737,20,0.00003424,0
25,26.760,0.929182,0.384910,0.326864,0.442955,20,0.00236999,0
50,195.375,0.780088,0.487855,0.413829,0.561881,23,0.00422231,0
75,226.290,0.695539,0.544813,0.470129,0.619498,23,0.00638901,0
100,424.851,0.599847,0.611002,0.525652,0.696352,26,0.00773568,0
125,460.416,0.552304,0.638132,0.551741,0.724524,26,0.00989422,0
150,673.731,0.507076,0.669164,0.580401,0.757928,28,0.00904604,0
175,710.685,0.447230,0.709914,0.632729,0.787098,28,0.01087363,0
200,935.454,0.367387,0.766239,0.713373,0.819104,29,0.01143161,0
225,973.761,0.289519,0.819091,0.790123,0.848059,29,0.01242688,0
250,1213.258,0.229301,0.860494,0.846001,0.874987,31,0.01185765,0
275,1254.617,0.210973,0.871272,0.857764,0.884781,31,0.01080609,0
300,1504.390,0.202892,0.876959,0.866023,0.887894,29,0.01113939,0
325,1542.991,0.196396,0.881331,0.873142,0.889519,29,0.01099938,0
350,1784.689,0.185099,0.888329,0.883261,0.893398,31,0.00978327,0
375,1826.333,0.176054,0.894663,0.891963,0.897363,31,0.00981461,0
400,2062.882,0.179733,0.892443,0.889717,0.895170,27,0.01023088,0
425,2098.544,0.182379,0.891038,0.885978,0.896098,27,0.00923763,0
450,2327.534,0.180618,0.892051,0.885962,0.898141,28,0.00786606,0
475,2364.541,0.171141,0.897762,0.890641,0.904882,28,0.00806722,0
500,2603.191,0.171228,0.897808,0.890219,0.905398,28,0.00740783,0
525,2640.101,0.174375,0.896687,0.888743,0.904632,28,0.00693672,0
550,2877.504,0.175150,0.895960,0.887659,0.904261,28,0.00657315,0
575,2914.591,0.172947,0.897535,0.888150,0.906920,28,0.00638196,0
600,3146.982,0.173034,0.897211,0.887067,0.907355,27,0.00656986,0
625,3182.629,0.176482,0.895287,0.886551,0.904023,27,0.00631542,0
650,3404.050,0.176018,0.895642,0.888587,0.902696,26,0.00649298,0
675,3438.109,0.176765,0.895146,0.888744,0.901548,26,0.00631495,0
700,3655.458,0.180460,0.893176,0.885414,0.900938,26,0.00602270,0
725,3689.601,0.182080,0.891375,0.884851,0.897899,26,0.00606828,0
750,3902.120,0.185896,0.890296,0.883632,0.896959,25,0.00639447,0
775,3935.301,0.190688,0.888017,0.879369,0.896665,25,0.00634918,0
800,4147.479,0.185235,0.890156,0.882407,0.897905,26,0.00547922,0
825,4182.079,0.175168,0.894319,0.889367,0.899271,26,0.00581932,0
850,4396.022,0.160466,0.903531,0.898221,0.908841,25,0.00661435,0
875,4429.133,0.149429,0.911251,0.899198,0.923305,25,0.00679979,0
900,4637.878,0.140810,0.918689,0.895598,0.941780,25,0.00679118,0
925,4670.040,0.134762,0.921111,0.902453,0.939769,25,0.00673055,0
950,4876.173,0.132073,0.921907,0.901970,0.941843,25,0.00637957,0
975,4907.958,0.129131,0.923381,0.905056,0.941706,25,0.00598743,0
1000,5110.557,0.131024,0.922864,0.903214,0.942515,24,0.00635370,0
1025,5141.876,0.133668,0.920920,0.900987,0.940852,24,0.00633573,0
1050,5343.824,0.129530,0.923944,0.904825,0.943063,24,0.00620096,0
1075,5375.760,0.130155,0.922895,0.903768,0.942023,24,0.00614957,0
1100,5579.361,0.129534,0.923625,0.904418,0.942833,24,0.00574853,0
1125,5611.421,0.130891,0.923005,0.904373,0.941637,24,0.00576532,0
