step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.540,0.754147,0.319411,0.378545,0.260277,20,0.00000553,0
25,25.712,0.522992,0.484195,0.549820,0.418569,20,0.00025588,1
50,186.696,0.387582,0.616987,0.683073,0.550900,23,0.00014804,2
75,215.757,0.289168,0.717222,0.779335,0.655109,23,0.00034011,4
100,402.459,0.205342,0.804823,0.863920,0.745727,26,0.00056205,3
125,435.070,0.167585,0.840942,0.891297,0.790586,26,0.00047267,2
150,633.017,0.155995,0.850879,0.891369,0.810389,27,0.00025664,3
175,666.549,0.139679,0.866030,0.905782,0.826278,27,0.00017803,3
200,873.194,0.121369,0.880565,0.910876,0.850253,28,0.00028763,3
225,908.775,0.109770,0.889464,0.910829,0.868100,28,0.00053725,5
250,1123.647,0.099804,0.899216,0.924868,0.873563,27,0.00050028,6
275,1157.840,0.091317,0.908831,0.939379,0.878283,27,0.00063120,5
300,1379.197,0.087958,0.912059,0.943490,0.880628,27,0.00068935,5
325,1413.415,0.089089,0.912076,0.941400,0.882753,27,0.00058182,6
350,1630.968,0.086647,0.914193,0.940338,0.888049,30,0.00032808,4
375,1668.812,0.078375,0.921076,0.940645,0.901507,30,0.00033364,5
400,1909.627,0.083996,0.915262,0.924805,0.905719,30,0.00005794,5
425,1947.449,0.068692,0.931258,0.941012,0.921504,30,0.00032024,4
450,2172.245,0.066304,0.931122,0.937243,0.925000,27,0.00032339,4
475,2206.070,0.061170,0.937975,0.944316,0.931634,27,0.00040251,4
500,2417.554,0.057316,0.942235,0.955802,0.928667,27,0.00041091,5
525,2451.812,0.053387,0.946447,0.963949,0.928945,27,0.00042177,3
550,2671.900,0.048467,0.951021,0.967159,0.934884,27,0.00045485,2
575,2705.981,0.050498,0.950377,0.969616,0.931138,27,0.00042245,3
600,2921.398,0.049047,0.951331,0.969767,0.932895,27,0.00042795,2
625,2955.810,0.047439,0.952190,0.963965,0.940415,27,0.00037965,3
650,3159.500,0.041526,0.957552,0.968807,0.946297,26,0.00049021,5
675,3192.662,0.047389,0.951972,0.967710,0.936234,26,0.00052140,3
700,3384.505,0.046980,0.953633,0.970613,0.936654,26,0.00047941,2
725,3417.162,0.044907,0.955929,0.970901,0.940957,26,0.00044549,2
750,3626.089,0.045987,0.953270,0.968667,0.937872,26,0.00055825,3
775,3658.827,0.045474,0.955599,0.971918,0.939281,26,0.00049506,1
800,3862.431,0.042816,0.958229,0.968963,0.947494,26,0.00049874,1
825,3895.140,0.041590,0.960175,0.972439,0.947910,26,0.00056056,2
850,4102.618,0.040692,0.959923,0.970048,0.949798,26,0.00059899,3
875,4135.618,0.038616,0.962352,0.971002,0.953701,26,0.00058040,2
900,4338.819,0.039788,0.960530,0.973094,0.947967,26,0.00055149,2
925,4371.072,0.037217,0.962949,0.972158,0.953740,26,0.00060322,4
950,4549.231,0.035885,0.964429,0.971661,0.957197,25,0.00063543,3
975,4580.167,0.037768,0.962305,0.970023,0.954586,25,0.00064797,2
1000,4778.082,0.036425,0.964277,0.969401,0.959153,25,0.00064365,3
1025,4808.795,0.035782,0.964183,0.970983,0.957382,25,0.00067597,4
1050,5003.653,0.036367,0.964582,0.972498,0.956666,25,0.00068226,1
1075,5034.762,0.037740,0.963262,0.971547,0.954977,25,0.00061435,2
1100,5226.265,0.035918,0.964538,0.971372,0.957704,25,0.00062218,2
1125,5257.953,0.035529,0.964994,0.971850,0.958138,25,0.00062246,3
1150,5446.453,0.035102,0.964945,0.972507,0.957382,25,0.00062941,2
1175,5477.391,0.034962,0.965052,0.971031,0.959072,25,0.00061230,2
1200,5673.415,0.036389,0.963761,0.972167,0.955354,25,0.00060698,2
1225,5704.427,0.034991,0.965003,0.970243,0.959763,25,0.00069636,2
1250,5900.381,0.035463,0.963441,0.969727,0.957156,25,0.00065437,3
1275,5931.750,0.036655,0.962844,0.968765,0.956923,25,0.00069484,2
1300,6119.903,0.036581,0.963689,0.967256,0.960121,25,0.00059012,3
1325,6151.147,0.033381,0.965794,0.970861,0.960728,25,0.00067123,3
1350,6353.973,0.034651,0.964209,0.966214,0.962204,25,0.00058466,4
1375,6385.361,0.036198,0.964384,0.968259,0.960508,25,0.00074019,4
1400,6582.178,0.038630,0.961737,0.966986,0.956489,25,0.00073736,2
1425,6613.527,0.037234,0.963459,0.969231,0.957687,25,0.00071159,2
1450,6794.179,0.038683,0.962797,0.968745,0.956849,25,0.00071081,2
1475,6824.926,0.037577,0.963307,0.969019,0.957594,25,0.00060838,2
1500,7015.229,0.035701,0.963690,0.968212,0.959168,25,0.00067754,2
1525,7045.905,0.033570,0.965734,0.968941,0.962526,25,0.00071626,2
1550,7225.878,0.031810,0.967735,0.968890,0.966581,25,0.00060440,1
1575,7256.238,0.034501,0.965460,0.968951,0.961968,25,0.00067884,2
1600,7437.996,0.033151,0.965832,0.970218,0.961445,25,0.00063539,3
1625,7468.899,0.031785,0.966831,0.971221,0.962441,25,0.00072986,1
1650,7662.652,0.029601,0.970367,0.972535,0.968198,24,0.00075873,1
1675,7692.439,0.031537,0.967995,0.967896,0.968095,24,0.00073782,1
1700,7875.121,0.029917,0.970147,0.971910,0.968384,24,0.00079827,1
1725,7904.667,0.031658,0.968385,0.970593,0.966176,24,0.00078074,2
1750,8089.519,0.028496,0.970055,0.973484,0.966626,24,0.00088351,2
1775,8118.943,0.027652,0.971711,0.972857,0.970566,24,0.00084243,3
1800,8283.938,0.027749,0.971516,0.973510,0.969521,24,0.00085126,2
1825,8313.706,0.026193,0.972906,0.975286,0.970525,24,0.00088457,3
1850,8488.978,0.024966,0.973181,0.976447,0.969914,24,0.00085438,3
1875,8518.664,0.027960,0.970279,0.977224,0.963335,24,0.00095793,3
1900,8698.887,0.026627,0.972025,0.979021,0.965030,24,0.00078240,1
1925,8728.690,0.027825,0.971065,0.978369,0.963760,24,0.00080322,1
1950,8914.664,0.027194,0.971072,0.978862,0.963283,24,0.00079417,2
1975,8944.143,0.026523,0.972079,0.979541,0.964617,24,0.00089672,1
2000,9119.610,0.026716,0.971310,0.978713,0.963907,24,0.00080670,1
