step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.392,1.753460,0.158106,0.174615,0.141598,20,0.00085332,0
25,26.861,1.407805,0.290270,0.326570,0.253970,20,0.00213126,0
50,196.681,1.095083,0.446171,0.483478,0.408865,23,0.00508190,0
75,227.585,0.825954,0.586811,0.620544,0.553077,23,0.00972512,0
100,410.736,0.639407,0.683084,0.700157,0.666011,24,0.01412781,0
125,442.970,0.515324,0.743317,0.737966,0.748669,24,0.01723713,0
150,649.759,0.434086,0.780400,0.755721,0.805079,27,0.01420392,0
175,686.337,0.389500,0.801870,0.761589,0.842150,27,0.01395029,0
200,900.605,0.351968,0.817487,0.775626,0.859349,27,0.01430870,0
225,937.478,0.332509,0.828071,0.794787,0.861355,27,0.01365520,0
250,1150.440,0.303687,0.848467,0.830290,0.866645,24,0.01709897,0
275,1183.094,0.291918,0.855120,0.836248,0.873993,24,0.01633164,0
300,1378.647,0.279177,0.861495,0.841338,0.881651,24,0.01389777,0
325,1411.224,0.269978,0.866591,0.846018,0.887164,24,0.01207683,0
350,1610.588,0.267745,0.867222,0.845788,0.888656,24,0.01155612,0
375,1642.787,0.259387,0.869914,0.845583,0.894244,24,0.01072755,0
400,1825.317,0.262946,0.869620,0.844152,0.895088,21,0.01436739,0
425,1853.031,0.261370,0.870778,0.844092,0.897464,21,0.01387271,0
450,2028.439,0.253276,0.876577,0.851291,0.901864,21,0.01344111,0
475,2055.633,0.247627,0.878537,0.852479,0.904595,21,0.01228672,0
500,2229.511,0.251755,0.878113,0.858444,0.897782,24,0.00882838,0
525,2260.768,0.243252,0.881773,0.858579,0.904968,24,0.00929197,0
550,2437.497,0.254333,0.877619,0.853284,0.901954,21,0.01128741,0
575,2463.982,0.250983,0.878944,0.852349,0.905538,21,0.01065029,0
600,2634.791,0.257445,0.876219,0.848744,0.903694,24,0.00799456,0
625,2665.940,0.253221,0.879420,0.849412,0.909427,24,0.00785945,0
650,2852.025,0.255703,0.878031,0.842156,0.913905,22,0.00901901,0
675,2880.390,0.262007,0.875814,0.833536,0.918092,22,0.00858648,0
700,3062.397,0.270684,0.871628,0.823046,0.920210,22,0.00801552,0
725,3090.955,0.280642,0.866655,0.814415,0.918895,22,0.00744259,0
750,3268.410,0.285011,0.864930,0.812010,0.917850,24,0.00742310,0
775,3299.762,0.283244,0.866236,0.816348,0.916124,24,0.00726658,0
800,3483.937,0.272829,0.869750,0.818072,0.921428,25,0.00654736,0
825,3516.382,0.241244,0.883034,0.834987,0.931081,25,0.00728104,0
850,3717.522,0.231107,0.887871,0.840117,0.935626,24,0.00842119,0
875,3748.304,0.232550,0.886786,0.841217,0.932356,24,0.00873462,0
900,3937.966,0.230583,0.888726,0.850613,0.926839,26,0.00726571,0
925,3971.270,0.218746,0.893184,0.854305,0.932063,26,0.00698788,0
950,4161.836,0.205688,0.898707,0.861461,0.935953,23,0.00824441,0
975,4191.907,0.197992,0.902750,0.870640,0.934860,23,0.00764784,0
1000,4380.262,0.193297,0.904519,0.872980,0.936058,23,0.00701521,0
1025,4409.723,0.187774,0.905797,0.873670,0.937923,23,0.00656348,0
1050,4600.221,0.177374,0.910385,0.878023,0.942747,23,0.00634270,0
1075,4629.916,0.174629,0.912511,0.883199,0.941822,23,0.00618982,0
1100,4822.171,0.173095,0.913331,0.887252,0.939410,23,0.00572086,0
1125,4851.956,0.175745,0.912422,0.886400,0.938445,23,0.00515895,0
1150,5038.101,0.180108,0.910325,0.882389,0.938261,22,0.00530855,0
1175,5066.606,0.188398,0.907952,0.881872,0.934032,22,0.00546921,0
1200,5249.916,0.195383,0.904898,0.878724,0.931072,22,0.00564992,0
1225,5278.222,0.193861,0.907014,0.885544,0.928484,22,0.00624796,0
1250,5454.117,0.184926,0.910823,0.890061,0.931585,22,0.00598561,0
1275,5482.537,0.183808,0.911274,0.892649,0.929899,22,0.00604386,0
1300,5666.819,0.183659,0.911676,0.893253,0.930098,22,0.00628026,0
1325,5695.550,0.185350,0.911200,0.892396,0.930005,22,0.00619854,0
1350,5879.160,0.184505,0.911518,0.890517,0.932519,22,0.00612833,0
1375,5907.922,0.187865,0.910190,0.890933,0.929447,22,0.00585759,0
1400,6092.306,0.185601,0.909372,0.888616,0.930128,22,0.00561548,0
1425,6120.993,0.181821,0.912033,0.888461,0.935606,22,0.00553582,0
1450,6304.461,0.162111,0.919589,0.897867,0.941311,22,0.00549478,0
1475,6333.225,0.157999,0.920950,0.899345,0.942555,22,0.00538286,0
1500,6519.092,0.160622,0.919519,0.899256,0.939782,22,0.00563130,0
1525,6547.935,0.162197,0.919594,0.899459,0.939728,22,0.00599899,0
1550,6732.402,0.164787,0.917716,0.897022,0.938410,22,0.00591394,0
1575,6761.252,0.160591,0.919085,0.897086,0.941084,22,0.00600971,0
1600,6938.667,0.155307,0.920593,0.900356,0.940830,21,0.00667651,0
1625,6966.084,0.155367,0.921042,0.901821,0.940262,21,0.00712555,0
1650,7141.754,0.153457,0.922139,0.903826,0.940453,21,0.00726169,0
1675,7169.282,0.148222,0.924314,0.908288,0.940340,21,0.00671387,0
1700,7347.617,0.147818,0.923729,0.908977,0.938480,21,0.00626784,0
1725,7375.542,0.148366,0.924179,0.910034,0.938323,21,0.00641903,0
1750,7556.299,0.147725,0.924061,0.905689,0.942434,21,0.00645778,0
1775,7584.456,0.149032,0.923198,0.905750,0.940647,21,0.00628739,0
1800,7757.551,0.149496,0.923117,0.905115,0.941118,20,0.00696217,0
1825,7784.180,0.144710,0.926033,0.909286,0.942780,20,0.00707294,0
1850,7954.846,0.144083,0.925921,0.908245,0.943596,20,0.00683696,0
1875,7981.479,0.139522,0.927496,0.906398,0.948594,20,0.00681584,0
1900,8152.026,0.141962,0.926629,0.907041,0.946216,20,0.00661851,0
1925,8178.691,0.138043,0.928593,0.908320,0.948866,20,0.00683213,0
1950,8350.785,0.137003,0.928719,0.909099,0.948340,21,0.00624783,0
1975,8378.910,0.134440,0.930360,0.908141,0.952579,21,0.00621289,0
2000,8551.513,0.133507,0.930960,0.909375,0.952545,20,0.00689185,0
