step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.397,0.160633,0.163823,0.157443,1.071777,20
25,26.881,0.274316,0.285689,0.262944,0.833066,20
50,197.018,0.418995,0.420843,0.417147,0.663345,23
75,227.547,0.534900,0.521727,0.548072,0.529023,23
100,425.928,0.608866,0.597196,0.620537,0.448807,26
125,460.949,0.669221,0.662933,0.675510,0.383766,26
150,653.517,0.694095,0.671995,0.716194,0.353300,25
175,686.708,0.706706,0.676074,0.737339,0.335759,25
200,870.240,0.720462,0.682502,0.758421,0.315613,24
225,902.098,0.738368,0.697301,0.779435,0.289488,24
250,1100.319,0.755731,0.714051,0.797412,0.269387,26
275,1135.078,0.769057,0.728535,0.809580,0.255279,26
300,1356.064,0.783867,0.747744,0.819991,0.243919,29
325,1394.853,0.796070,0.759559,0.832580,0.230239,29
350,1644.237,0.809867,0.773117,0.846618,0.213850,32
375,1687.870,0.823450,0.786118,0.860781,0.199952,32
400,1953.777,0.834739,0.796902,0.872576,0.191271,33
425,1999.343,0.843125,0.802356,0.883893,0.179452,33
450,2266.919,0.855281,0.812380,0.898183,0.166660,30
475,2307.836,0.860949,0.808320,0.913577,0.160158,30
500,2563.062,0.867195,0.811833,0.922556,0.154361,29
525,2602.877,0.871962,0.815185,0.928740,0.151927,29
550,2840.305,0.874193,0.815534,0.932852,0.152059,27
575,2876.958,0.876523,0.818347,0.934698,0.147200,27
600,3095.389,0.880838,0.821106,0.940570,0.143504,25
625,3128.975,0.877516,0.815296,0.939736,0.146677,25
650,3341.693,0.879462,0.820501,0.938423,0.138697,28
675,3379.105,0.882120,0.820018,0.944222,0.135996,28
700,3595.854,0.879856,0.815176,0.944536,0.144527,25
725,3629.035,0.886085,0.832571,0.939598,0.141894,25
750,3841.236,0.885690,0.830960,0.940420,0.143386,25
775,3874.202,0.886775,0.829970,0.943581,0.142032,25
800,4070.909,0.884205,0.829190,0.939220,0.146716,23
825,4101.354,0.880818,0.822765,0.938870,0.147010,23
850,4293.695,0.882746,0.824423,0.941069,0.146276,23
