step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.406,1.498584,0.148200,0.116991,0.179409,20,0.00063176,0
25,27.346,1.211608,0.255096,0.195524,0.314669,20,0.00000045,1
50,196.119,1.055071,0.349473,0.294886,0.404059,23,0.00006529,2
75,226.087,0.938727,0.415323,0.379879,0.450767,23,0.00003949,1
100,419.189,0.843189,0.471542,0.456758,0.486325,26,0.00001849,1
125,453.318,0.767798,0.515494,0.518513,0.512475,26,0.00001486,1
150,679.091,0.677886,0.570776,0.583753,0.557800,29,0.00009237,1
175,718.074,0.606701,0.619730,0.637824,0.601636,29,0.00030272,3
200,968.785,0.544161,0.662105,0.675721,0.648489,32,0.00011237,4
225,1011.022,0.495339,0.694480,0.702691,0.686269,32,0.00017162,2
250,1278.944,0.458284,0.718054,0.729036,0.707071,33,0.00009414,2
275,1323.584,0.419243,0.743383,0.755399,0.731367,33,0.00011065,2
300,1607.312,0.382408,0.764600,0.786792,0.742407,35,0.00008840,1
325,1654.272,0.363088,0.776519,0.801905,0.751132,35,0.00010540,1
350,1951.402,0.348065,0.785079,0.819177,0.750981,34,0.00019981,3
375,1997.164,0.332038,0.794671,0.830500,0.758842,34,0.00026338,4
400,2290.282,0.321296,0.799924,0.839603,0.760245,34,0.00032715,3
425,2335.775,0.313218,0.804893,0.847796,0.761991,34,0.00039428,1
450,2633.110,0.303535,0.809438,0.857715,0.761161,34,0.00031367,4
475,2678.408,0.302133,0.809943,0.861422,0.758463,34,0.00042283,3
500,2970.252,0.299947,0.812165,0.861863,0.762467,34,0.00040751,4
525,3015.587,0.288931,0.816990,0.864620,0.769360,34,0.00039910,3
550,3308.269,0.285837,0.820429,0.866592,0.774266,34,0.00035948,2
575,3353.610,0.287002,0.820495,0.865174,0.775816,34,0.00035282,2
600,3646.030,0.282862,0.820750,0.871585,0.769914,34,0.00041965,1
625,3690.784,0.304267,0.809087,0.862669,0.755504,34,0.00045507,3
650,3976.700,0.318713,0.801679,0.846105,0.757252,33,0.00057791,3
675,4020.599,0.339760,0.791805,0.833474,0.750136,33,0.00045264,3
700,4307.162,0.342509,0.790283,0.827019,0.753548,33,0.00047415,4
725,4351.380,0.347587,0.788626,0.821618,0.755634,33,0.00052522,4
750,4635.309,0.344781,0.788663,0.828245,0.749080,33,0.00061127,4
775,4678.937,0.345132,0.789147,0.827748,0.750546,33,0.00091369,4
800,4962.694,0.345244,0.788448,0.825898,0.750997,33,0.00048100,3
825,5006.657,0.344508,0.790633,0.826930,0.754335,33,0.00046318,1
850,5293.946,0.348390,0.788193,0.826248,0.750137,33,0.00048221,2
875,5338.524,0.351654,0.785281,0.826805,0.743757,33,0.00047079,2
900,5626.030,0.348722,0.786109,0.831528,0.740690,34,0.00048675,2
925,5671.580,0.345150,0.788721,0.833462,0.743979,34,0.00050755,2
950,5967.264,0.347827,0.785976,0.834128,0.737825,34,0.00048680,2
975,6013.255,0.348591,0.785802,0.828740,0.742865,34,0.00050167,1
1000,6303.470,0.347895,0.786103,0.825019,0.747186,33,0.00047101,2
1025,6347.776,0.347000,0.787560,0.820374,0.754746,33,0.00050950,2
1050,6633.222,0.345026,0.788641,0.823798,0.753485,33,0.00044756,2
