step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.373,1.095125,0.222408,0.192544,0.252272,20,0.00000000,0,0.178780,0.179451,0.178108,0.591939,0.558597,0.625282,0.262150,0.227096,0.297204,0.040569,0.035884,0.177669,0.149146
25,26.683,0.797285,0.364217,0.354434,0.374001,20,0.00000003,0,0.090185,0.093993,0.086377,0.814785,0.804889,0.824680,0.397027,0.387748,0.406306,0.020869,0.017323,0.131327,0.115338
50,191.420,0.626961,0.490425,0.510078,0.470772,23,0.00002545,1,0.073621,0.082757,0.064485,0.877837,0.869684,0.885991,0.526710,0.552290,0.501130,0.018183,0.012747,0.098333,0.095183
75,221.032,0.526044,0.567353,0.597496,0.537210,23,0.00011791,0,0.062164,0.078760,0.045568,0.908037,0.891113,0.924961,0.603122,0.644555,0.561689,0.017468,0.008966,0.080377,0.081727
100,415.698,0.467646,0.619677,0.626045,0.613309,26,0.00053044,4,0.062853,0.085134,0.040571,0.914433,0.888638,0.940228,0.658767,0.679343,0.638192,0.018735,0.007769,0.074741,0.067765
125,449.694,0.399195,0.682934,0.647695,0.718172,26,0.00152718,2,0.062985,0.089564,0.036407,0.920374,0.887379,0.953368,0.725012,0.705704,0.744319,0.019470,0.007155,0.070414,0.048982
150,668.437,0.343416,0.740175,0.680692,0.799658,29,0.00153209,2,0.070600,0.098963,0.042237,0.917465,0.883163,0.951766,0.790744,0.748055,0.833432,0.021864,0.008260,0.064315,0.034737
175,705.960,0.308983,0.767312,0.705516,0.829109,29,0.00105760,3,0.065136,0.092913,0.037359,0.925416,0.892460,0.958372,0.815575,0.771067,0.860083,0.020632,0.007392,0.059108,0.029628
200,930.539,0.286671,0.788013,0.718510,0.857517,28,0.00028458,2,0.070385,0.096154,0.044616,0.921877,0.891198,0.952556,0.841687,0.787597,0.895776,0.021200,0.008429,0.056426,0.024250
225,966.594,0.264390,0.801400,0.724678,0.878122,28,0.00037361,3,0.059508,0.090104,0.028911,0.933306,0.897618,0.968993,0.846742,0.789974,0.903510,0.019876,0.005455,0.054834,0.020543
250,1185.463,0.238221,0.820537,0.735815,0.905259,26,0.00072795,4,0.049397,0.085350,0.013444,0.944502,0.903447,0.985557,0.858024,0.798617,0.917430,0.018970,0.002499,0.052719,0.015784
275,1219.213,0.232834,0.826549,0.745570,0.907527,26,0.00076617,4,0.050884,0.085350,0.016419,0.943551,0.904589,0.982512,0.865816,0.809205,0.922427,0.019220,0.003041,0.050907,0.015396
300,1435.720,0.228945,0.830747,0.748558,0.912937,26,0.00057378,2,0.052149,0.086214,0.018084,0.942523,0.904133,0.980914,0.871270,0.813094,0.929447,0.019376,0.003463,0.050295,0.014466
325,1468.988,0.218747,0.842448,0.755147,0.929749,26,0.00104495,3,0.055475,0.086322,0.024628,0.939795,0.904790,0.974799,0.886490,0.820333,0.952647,0.019425,0.004826,0.048984,0.011562
350,1683.938,0.204715,0.851807,0.768480,0.935135,26,0.00058643,4,0.053070,0.084486,0.021654,0.942897,0.907957,0.977837,0.894395,0.833405,0.955384,0.018897,0.004096,0.046138,0.010467
375,1717.093,0.197112,0.858944,0.773171,0.944717,26,0.00036078,3,0.051010,0.084054,0.017965,0.945259,0.908857,0.981661,0.899924,0.838159,0.961689,0.018982,0.003559,0.045301,0.009048
400,1934.883,0.189212,0.864474,0.782418,0.946531,26,0.00034802,3,0.050420,0.083946,0.016895,0.946342,0.909934,0.982750,0.905310,0.848099,0.962522,0.018768,0.003292,0.043259,0.008701
425,1968.214,0.187874,0.868375,0.788059,0.948691,26,0.00039987,3,0.053656,0.089347,0.017965,0.943735,0.905734,0.981737,0.912102,0.858470,0.965735,0.020014,0.003640,0.042233,0.008471
450,2186.896,0.187100,0.870198,0.791646,0.948751,26,0.00035201,3,0.055332,0.091508,0.019155,0.942407,0.904240,0.980574,0.915506,0.864088,0.966924,0.020661,0.003718,0.041718,0.008377
475,2220.942,0.184348,0.872678,0.793175,0.952181,26,0.00033844,3,0.056503,0.095398,0.017609,0.941608,0.901064,0.982151,0.918894,0.868842,0.968947,0.021274,0.003410,0.041337,0.007691
500,2440.780,0.187151,0.873841,0.792893,0.954790,26,0.00041490,4,0.058000,0.097558,0.018441,0.940292,0.899196,0.981388,0.921322,0.870246,0.972397,0.022301,0.003680,0.041885,0.007411
