step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.397,0.893315,0.168525,0.152182,0.184868,20,0.00231992,0,0.315867,0.175447,0.456286,0.437963,0.504848,0.371079,0.224051,0.178882,0.269220,0.037057,0.035375,0.175800,0.085215
25,27.275,0.694019,0.255987,0.231036,0.280939,20,0.00052290,2,0.172590,0.091503,0.253677,0.657533,0.733755,0.581310,0.302191,0.252176,0.352206,0.019007,0.019290,0.147847,0.064222
50,186.887,0.625396,0.297986,0.284768,0.311204,23,0.00087664,1,0.131828,0.072148,0.191507,0.734143,0.808859,0.659427,0.338058,0.305314,0.370802,0.014984,0.014428,0.135185,0.058369
75,216.085,0.563537,0.358024,0.349704,0.366344,23,0.00132927,3,0.118815,0.063330,0.174299,0.783068,0.854474,0.711662,0.401024,0.371851,0.430197,0.013113,0.013039,0.121787,0.052672
100,406.549,0.512550,0.412987,0.424666,0.401307,24,0.00109707,4,0.122668,0.055772,0.189564,0.802570,0.889368,0.715772,0.462865,0.448351,0.477380,0.011510,0.014560,0.106897,0.050662
125,437.957,0.460760,0.463626,0.503481,0.423772,24,0.00108047,4,0.125400,0.052909,0.197891,0.814382,0.909252,0.719512,0.518876,0.530119,0.507633,0.010808,0.014846,0.091780,0.048727
150,639.731,0.407435,0.515535,0.584448,0.446622,25,0.00047852,1,0.123962,0.044205,0.203719,0.828827,0.932458,0.725197,0.573946,0.610284,0.537608,0.008995,0.015618,0.076042,0.047352
175,672.540,0.381330,0.533245,0.620110,0.446379,25,0.00049910,3,0.116044,0.036418,0.195670,0.839055,0.946374,0.731735,0.588208,0.642694,0.533722,0.007546,0.014739,0.069217,0.046634
200,867.489,0.356540,0.559685,0.657634,0.461735,24,0.00024724,2,0.116398,0.039624,0.193172,0.842807,0.945218,0.740395,0.617311,0.683692,0.550930,0.007965,0.014562,0.062225,0.045300
225,898.806,0.326271,0.588209,0.694251,0.482168,24,0.00017619,0,0.108343,0.033784,0.182903,0.856115,0.955044,0.757185,0.644032,0.717705,0.570358,0.007045,0.013578,0.055484,0.042921
250,1098.416,0.300548,0.620682,0.733939,0.507425,24,0.00018606,1,0.115062,0.033898,0.196225,0.856470,0.957238,0.755701,0.682906,0.758818,0.606994,0.006945,0.014757,0.047998,0.041290
275,1129.850,0.269363,0.656104,0.775188,0.537020,24,0.00045636,0,0.110608,0.036647,0.184568,0.865748,0.956385,0.775110,0.719866,0.803596,0.636137,0.007354,0.014023,0.040403,0.038590
300,1328.066,0.249544,0.678297,0.803963,0.552632,27,0.00038682,1,0.113185,0.034585,0.191785,0.867279,0.960079,0.774478,0.745193,0.831768,0.658618,0.006971,0.014491,0.035160,0.037200
