job_id	job_name	pair	arm	config	view_loss	silhouette_weight	negative_space_weight	area_normalized	output_dir
6190550	neg_cat_face_bass_noadd_aw0p1875_seed2	cat_face_bass	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_cat_face_bass_noadd_aw0p1875_seed2
6190551	neg_cat_face_bass_noaddsplit_aw0p1875_seed1	cat_face_bass	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_cat_face_bass_noaddsplit_aw0p1875_seed1
6190552	neg_cat_face_bass_noaddsplit_aw0p1875_seed2	cat_face_bass	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_cat_face_bass_noaddsplit_aw0p1875_seed2
6190553	neg_water_fire_srd_aw0p1875_seed1	water_fire	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_water_fire_srd_aw0p1875_seed1
6190554	neg_water_fire_srd_aw0p1875_seed2	water_fire	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_water_fire_srd_aw0p1875_seed2
6190555	neg_water_fire_noadd_aw0p1875_seed1	water_fire	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_water_fire_noadd_aw0p1875_seed1
6190556	neg_water_fire_noadd_aw0p1875_seed2	water_fire	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_water_fire_noadd_aw0p1875_seed2
6190557	neg_water_fire_noaddsplit_aw0p1875_seed1	water_fire	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_water_fire_noaddsplit_aw0p1875_seed1
6190558	neg_water_fire_noaddsplit_aw0p1875_seed2	water_fire	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_water_fire_noaddsplit_aw0p1875_seed2
6190559	neg_robot_man_srd_aw0p1875_seed1	robot_man	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_robot_man_srd_aw0p1875_seed1
6190560	neg_robot_man_srd_aw0p1875_seed2	robot_man	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_robot_man_srd_aw0p1875_seed2
6190561	neg_robot_man_noadd_aw0p1875_seed1	robot_man	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_robot_man_noadd_aw0p1875_seed1
6190562	neg_robot_man_noadd_aw0p1875_seed2	robot_man	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_robot_man_noadd_aw0p1875_seed2
6190563	neg_robot_man_noaddsplit_aw0p1875_seed1	robot_man	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_robot_man_noaddsplit_aw0p1875_seed1
6190564	neg_robot_man_noaddsplit_aw0p1875_seed2	robot_man	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_robot_man_noaddsplit_aw0p1875_seed2
