job_id	job_name	pair	arm	config	view_loss	silhouette_weight	negative_space_weight	area_normalized	output_dir
6190535	neg_sun_moon_srd_aw0p1875_seed1	sun_moon	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_sun_moon_srd_aw0p1875_seed1
6190536	neg_sun_moon_srd_aw0p1875_seed2	sun_moon	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_sun_moon_srd_aw0p1875_seed2
6190537	neg_sun_moon_noadd_aw0p1875_seed1	sun_moon	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_sun_moon_noadd_aw0p1875_seed1
6190538	neg_sun_moon_noadd_aw0p1875_seed2	sun_moon	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_sun_moon_noadd_aw0p1875_seed2
6190539	neg_sun_moon_noaddsplit_aw0p1875_seed1	sun_moon	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_sun_moon_noaddsplit_aw0p1875_seed1
6190540	neg_sun_moon_noaddsplit_aw0p1875_seed2	sun_moon	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_sun_moon_noaddsplit_aw0p1875_seed2
6190541	neg_horse_circle_srd_aw0p1875_seed1	horse_circle	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_horse_circle_srd_aw0p1875_seed1
6190542	neg_horse_circle_srd_aw0p1875_seed2	horse_circle	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_horse_circle_srd_aw0p1875_seed2
6190543	neg_horse_circle_noadd_aw0p1875_seed1	horse_circle	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_horse_circle_noadd_aw0p1875_seed1
6190544	neg_horse_circle_noadd_aw0p1875_seed2	horse_circle	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_horse_circle_noadd_aw0p1875_seed2
6190545	neg_horse_circle_noaddsplit_aw0p1875_seed1	horse_circle	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_horse_circle_noaddsplit_aw0p1875_seed1
6190546	neg_horse_circle_noaddsplit_aw0p1875_seed2	horse_circle	noaddsplit	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_horse_circle_noaddsplit_aw0p1875_seed2
6190547	neg_cat_face_bass_srd_aw0p1875_seed1	cat_face_bass	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_cat_face_bass_srd_aw0p1875_seed1
6190548	neg_cat_face_bass_srd_aw0p1875_seed2	cat_face_bass	srd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_cat_face_bass_srd_aw0p1875_seed2
6190549	neg_cat_face_bass_noadd_aw0p1875_seed1	cat_face_bass	noadd	aw0p1875	mse	0.710526	3.78947	True	/oscar/home/cjmok/automated-perspective-sculptor/results/negspace/neg_opablation_reseed_20260910/neg_cat_face_bass_noadd_aw0p1875_seed1
