step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.796,0.214895,0.193297,0.236492,0.775728,20
25,27.762,0.298795,0.262775,0.334814,0.621741,20
50,195.727,0.393764,0.336261,0.451267,0.534406,23
75,226.350,0.473910,0.399519,0.548301,0.463909,23
100,411.116,0.552095,0.461553,0.642637,0.398214,25
125,444.030,0.591738,0.500000,0.683477,0.365729,25
150,642.534,0.624815,0.534951,0.714679,0.341174,26
175,677.130,0.651884,0.562693,0.741075,0.315431,26
200,887.717,0.696124,0.624782,0.767467,0.279438,27
225,924.134,0.740714,0.686611,0.794817,0.244438,27
250,1135.914,0.769303,0.719503,0.819102,0.220966,27
275,1172.668,0.791947,0.742424,0.841470,0.200747,27
300,1399.418,0.818398,0.780923,0.855873,0.174843,29
325,1438.054,0.838430,0.815171,0.861690,0.157147,29
350,1661.239,0.851886,0.835809,0.867963,0.146147,29
375,1699.635,0.868950,0.860125,0.877775,0.131054,29
400,1930.641,0.878555,0.870616,0.886495,0.124154,30
425,1970.770,0.888634,0.881986,0.895282,0.113540,30
450,2205.394,0.899087,0.886800,0.911375,0.105727,27
475,2241.235,0.907754,0.895799,0.919710,0.101046,27
500,2476.305,0.911656,0.898275,0.925037,0.095888,27
525,2512.161,0.916135,0.903829,0.928441,0.090725,27
550,2738.822,0.917861,0.911587,0.924136,0.089230,27
575,2775.011,0.920293,0.911163,0.929423,0.084636,27
600,3011.690,0.920444,0.914521,0.926367,0.084260,27
625,3048.107,0.922756,0.916275,0.929238,0.082121,27
650,3284.000,0.923752,0.916773,0.930731,0.080936,27
675,3320.505,0.918647,0.912937,0.924357,0.089635,27
700,3551.140,0.918435,0.912190,0.924681,0.090837,30
725,3591.743,0.917568,0.912614,0.922522,0.092244,30
750,3831.419,0.918402,0.912665,0.924139,0.090287,27
775,3867.834,0.919815,0.912482,0.927147,0.091057,27
800,4099.667,0.917848,0.910052,0.925644,0.094667,27
825,4135.940,0.917838,0.911667,0.924009,0.095036,27
850,4370.164,0.920169,0.910275,0.930063,0.090824,27
875,4406.773,0.921152,0.915171,0.927132,0.088233,27
900,4632.701,0.919054,0.913235,0.924873,0.091167,26
925,4667.732,0.915870,0.908198,0.923542,0.090442,26
950,4886.260,0.921993,0.913146,0.930840,0.084578,25
975,4920.070,0.922458,0.913786,0.931130,0.084490,25
1000,5134.658,0.925642,0.914996,0.936288,0.080319,25
1025,5168.269,0.923603,0.912391,0.934815,0.083971,25
1050,5385.336,0.923834,0.912647,0.935021,0.083908,25
1075,5418.906,0.924103,0.913746,0.934459,0.083745,25
1100,5634.188,0.926831,0.915158,0.938504,0.083050,25
1125,5668.085,0.925758,0.914163,0.937354,0.082384,25
1150,5884.278,0.927270,0.912975,0.941565,0.081278,25
1175,5917.973,0.927195,0.912992,0.941397,0.080338,25
1200,6133.098,0.928185,0.912020,0.944349,0.078127,25
1225,6166.822,0.930257,0.913722,0.946791,0.076544,25
1250,6379.940,0.931109,0.912637,0.949581,0.076773,25
1275,6413.103,0.929193,0.909313,0.949074,0.076841,25
1300,6628.276,0.930837,0.911544,0.950129,0.075940,25
1325,6661.750,0.929657,0.910998,0.948315,0.076128,25
1350,6872.764,0.931893,0.913587,0.950199,0.073656,24
1375,6905.385,0.928927,0.909633,0.948222,0.076443,24
1400,7114.259,0.930667,0.915687,0.945648,0.075096,24
1425,7146.935,0.929435,0.914367,0.944504,0.076918,24
1450,7355.110,0.929726,0.913847,0.945604,0.077359,24
1475,7387.557,0.929630,0.914994,0.944266,0.077343,24
1500,7590.038,0.930608,0.918025,0.943190,0.074982,23
1525,7621.217,0.929315,0.917027,0.941604,0.076933,23
1550,7822.393,0.927880,0.916896,0.938865,0.079645,23
1575,7853.710,0.923511,0.910924,0.936098,0.087139,23
1600,8048.496,0.926546,0.915332,0.937759,0.084275,22
1625,8078.599,0.924375,0.912740,0.936009,0.083021,22
1650,8269.426,0.928540,0.917298,0.939781,0.079706,22
1675,8299.415,0.925782,0.911840,0.939723,0.080860,22
1700,8490.573,0.927661,0.916109,0.939213,0.080306,22
1725,8520.189,0.926686,0.912702,0.940669,0.079298,22
1750,8712.675,0.928601,0.915304,0.941898,0.078232,22
1775,8742.601,0.927062,0.912365,0.941759,0.079949,22
1800,8933.570,0.927564,0.914533,0.940595,0.081323,22
1825,8963.195,0.928147,0.913771,0.942523,0.080482,22
1850,9153.047,0.927871,0.913959,0.941783,0.081830,22
1875,9182.435,0.926348,0.912051,0.940646,0.083723,22
1900,9372.739,0.925402,0.911542,0.939262,0.083337,22
1925,9402.188,0.926090,0.910753,0.941427,0.083698,22
1950,9593.078,0.923505,0.908760,0.938251,0.085106,22
1975,9622.476,0.925952,0.912120,0.939783,0.083551,22
2000,9813.247,0.925896,0.910003,0.941789,0.083255,22
