step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.421,1.260056,0.190821,0.151570,0.230071,20,0.00000000,0,0.212629,0.093992,0.331265,0.559317,0.638225,0.480410,0.236051,0.165817,0.306286,0.034612,0.046126,0.253811,0.125838,0.000100
25,27.140,1.004623,0.285657,0.223962,0.347352,20,0.00000000,0,0.110991,0.037981,0.184000,0.775228,0.859563,0.690894,0.321867,0.232469,0.411265,0.013871,0.025420,0.220435,0.094794,0.000100
50,201.061,0.907498,0.361549,0.281090,0.442009,23,0.00006835,1,0.106549,0.036282,0.176816,0.817775,0.889240,0.746311,0.405726,0.291288,0.520163,0.012970,0.024281,0.203691,0.080167,0.000100
75,231.653,0.828225,0.416359,0.329199,0.503518,23,0.00018135,2,0.095451,0.030740,0.160163,0.850877,0.916933,0.784821,0.461741,0.339319,0.584163,0.011337,0.021990,0.189275,0.070094,0.000100
100,429.929,0.757402,0.466839,0.379124,0.554554,26,0.00053769,1,0.092731,0.025789,0.159673,0.869455,0.937812,0.801098,0.516002,0.388901,0.643102,0.009438,0.021872,0.174077,0.062610,0.000100
125,464.759,0.702817,0.507284,0.426110,0.588458,26,0.00040417,3,0.095300,0.025050,0.165551,0.875660,0.945760,0.805561,0.561331,0.436784,0.685878,0.008918,0.022410,0.160723,0.057791,0.000100
150,677.596,0.650136,0.551496,0.477715,0.625277,27,0.00032746,2,0.102671,0.024607,0.180735,0.877737,0.952135,0.803340,0.613878,0.489470,0.738286,0.009108,0.024763,0.146391,0.053309,0.000100
175,714.472,0.609253,0.586181,0.522061,0.650300,27,0.00098238,2,0.111831,0.026602,0.197061,0.875352,0.952712,0.797992,0.657199,0.535949,0.778449,0.009815,0.027000,0.134077,0.050370,0.000100
200,948.040,0.583004,0.604692,0.549842,0.659543,27,0.00091958,1,0.113381,0.027414,0.199347,0.876216,0.953718,0.798714,0.677968,0.564915,0.791020,0.009895,0.027638,0.126159,0.049195,0.000100
225,984.209,0.559754,0.621093,0.559406,0.682779,27,0.00103078,1,0.107233,0.025567,0.188898,0.884281,0.957337,0.811225,0.692732,0.573709,0.811755,0.009164,0.026213,0.123284,0.045371,0.000100
250,1206.577,0.547522,0.631040,0.563140,0.698940,27,0.00087404,1,0.105334,0.025198,0.185469,0.887639,0.958180,0.817099,0.702950,0.577329,0.828571,0.009074,0.025565,0.122153,0.042831,0.000100
275,1241.978,0.524904,0.645958,0.579837,0.712079,27,0.00063559,1,0.103601,0.023203,0.184000,0.891609,0.962364,0.820855,0.718196,0.593290,0.843102,0.008097,0.025391,0.117126,0.040950,0.000100
300,1459.605,0.514214,0.654998,0.587704,0.722291,26,0.00069323,1,0.104314,0.022833,0.185796,0.892574,0.963406,0.821742,0.728806,0.601123,0.856490,0.007933,0.025692,0.114914,0.039517,0.000100
325,1493.453,0.511882,0.658203,0.583701,0.732706,26,0.00038224,1,0.101420,0.022759,0.180082,0.895453,0.963276,0.827629,0.730819,0.596985,0.864653,0.008194,0.024940,0.116240,0.037731,0.000100
350,1713.740,0.501411,0.668718,0.591854,0.745583,26,0.00030911,1,0.102985,0.023276,0.182694,0.895682,0.962989,0.828374,0.743713,0.605631,0.881796,0.008520,0.025446,0.113960,0.036121,0.000100
375,1747.971,0.494570,0.675647,0.589968,0.761326,26,0.00029181,1,0.102917,0.023794,0.182041,0.896924,0.962100,0.831749,0.751962,0.604005,0.899918,0.008580,0.025112,0.114491,0.033451,0.000100
400,1964.810,0.484448,0.680297,0.599624,0.760971,29,0.00011433,1,0.106128,0.021725,0.190531,0.895995,0.965754,0.826236,0.759305,0.612651,0.905959,0.007928,0.025598,0.111466,0.033227,0.000100
425,2002.361,0.459209,0.698725,0.624033,0.773417,29,0.00005300,0,0.097541,0.022020,0.173061,0.903216,0.966626,0.839807,0.772520,0.637774,0.907265,0.008053,0.024246,0.104912,0.031996,0.000100
450,2245.353,0.423639,0.717216,0.664017,0.770415,32,0.00004655,1,0.100159,0.022685,0.177633,0.901971,0.967674,0.836268,0.793173,0.679081,0.907265,0.008281,0.023941,0.093385,0.031706,0.000100
475,2287.330,0.393881,0.738017,0.701577,0.774457,32,0.00008132,1,0.102891,0.025863,0.179918,0.900405,0.965312,0.835498,0.816759,0.719722,0.913796,0.008869,0.024917,0.082643,0.031739,0.000100
500,2549.922,0.376740,0.750805,0.722186,0.779424,32,0.00008101,0,0.102630,0.026158,0.179102,0.901404,0.965906,0.836902,0.830049,0.741077,0.919020,0.009462,0.024813,0.077362,0.031062,0.000100
525,2591.560,0.369113,0.755383,0.736842,0.773924,32,0.00003097,1,0.108582,0.026306,0.190857,0.897412,0.966383,0.828441,0.838929,0.756226,0.921633,0.009153,0.026481,0.073067,0.032147,0.000100
550,2856.518,0.357919,0.764492,0.745842,0.783143,31,0.00005221,1,0.104908,0.026306,0.183510,0.900753,0.966776,0.834730,0.846160,0.765462,0.926857,0.009648,0.025707,0.070833,0.030783,0.000100
575,2897.139,0.358731,0.765221,0.747953,0.782489,31,0.00008953,1,0.105474,0.028745,0.182204,0.899717,0.963988,0.835447,0.847257,0.769452,0.925061,0.010541,0.025667,0.070426,0.031027,0.000100
600,3158.388,0.352692,0.771351,0.755412,0.787290,31,0.00011047,2,0.107570,0.030814,0.184327,0.898438,0.961935,0.834942,0.855549,0.778689,0.932408,0.011219,0.026028,0.068434,0.030481,0.000100
625,3198.786,0.347044,0.773649,0.762860,0.784438,31,0.00012559,2,0.109498,0.031405,0.187592,0.897002,0.961618,0.832385,0.859205,0.786817,0.931592,0.011338,0.026170,0.066159,0.030739,0.000100
650,3465.413,0.336486,0.780802,0.776038,0.785566,31,0.00008120,3,0.108440,0.033695,0.183184,0.897526,0.959689,0.835363,0.865828,0.802187,0.929469,0.012370,0.025682,0.062600,0.030517,0.000100
675,3506.579,0.331693,0.783916,0.784597,0.783235,31,0.00012566,1,0.112164,0.034287,0.190041,0.895052,0.959462,0.830642,0.871790,0.811498,0.932082,0.012586,0.026394,0.060279,0.030766,0.000100
700,3773.500,0.320147,0.792382,0.800486,0.784279,34,0.00007494,2,0.109827,0.033695,0.185959,0.897127,0.960872,0.833382,0.878791,0.827459,0.930122,0.012633,0.026462,0.056062,0.031089,0.000100
725,3818.822,0.312672,0.794396,0.813422,0.775371,34,0.00011910,1,0.117886,0.037242,0.198531,0.890849,0.957725,0.823972,0.886511,0.843715,0.929306,0.013736,0.026836,0.052468,0.031442,0.000100
750,4106.486,0.304498,0.800819,0.827314,0.774325,34,0.00002273,1,0.121244,0.039385,0.203102,0.888605,0.956204,0.821007,0.895745,0.859898,0.931592,0.014632,0.027634,0.048501,0.031861,0.000100
775,4151.545,0.289261,0.812360,0.840906,0.783813,34,0.00006748,1,0.115534,0.040863,0.190204,0.893020,0.955396,0.830644,0.904083,0.875268,0.932898,0.015180,0.026572,0.044699,0.030830,0.000100
800,4437.753,0.285465,0.817068,0.849156,0.784980,34,0.00005402,2,0.119098,0.046848,0.191347,0.890041,0.949937,0.830145,0.912061,0.888938,0.935184,0.017255,0.026765,0.042429,0.030703,0.000100
825,4482.592,0.283531,0.818576,0.852601,0.784550,34,0.00007524,2,0.120126,0.048252,0.192000,0.889220,0.948776,0.829664,0.914462,0.893741,0.935184,0.017794,0.026796,0.041445,0.030752,0.000100
850,4771.032,0.274914,0.825030,0.860833,0.789227,35,0.00008835,1,0.115886,0.049730,0.182041,0.892282,0.947838,0.836726,0.918270,0.903643,0.932898,0.018511,0.025872,0.039214,0.030212,0.000100
875,4818.084,0.261853,0.831630,0.873996,0.789264,35,0.00008220,2,0.117631,0.049139,0.186122,0.891647,0.949136,0.834158,0.926554,0.916944,0.936163,0.018254,0.025872,0.035427,0.029776,0.000100
900,5114.333,0.260059,0.834175,0.878052,0.790298,34,0.00007347,2,0.119091,0.050100,0.188082,0.890790,0.948465,0.833116,0.930491,0.922042,0.938939,0.018593,0.026452,0.034211,0.029936,0.000100
925,5159.825,0.260593,0.832822,0.880175,0.785469,34,0.00009629,2,0.118016,0.049583,0.186449,0.891174,0.949062,0.833285,0.927867,0.923816,0.931918,0.018487,0.026368,0.033642,0.030772,0.000100
950,5454.295,0.261744,0.830535,0.878426,0.782645,34,0.00011897,1,0.120282,0.051504,0.189061,0.889166,0.947185,0.831146,0.927140,0.923668,0.930612,0.018971,0.026074,0.034023,0.030675,0.000100
975,5500.257,0.262239,0.831205,0.883754,0.778657,34,0.00013658,1,0.124215,0.052021,0.196408,0.886446,0.947012,0.825879,0.930660,0.929727,0.931592,0.019101,0.027386,0.032480,0.031657,0.000100
1000,5790.322,0.253147,0.833783,0.891062,0.776504,33,0.00013094,2,0.121599,0.046627,0.196571,0.888883,0.952385,0.825381,0.930876,0.932609,0.929143,0.017083,0.027285,0.030217,0.031950,0.000100
1025,5834.806,0.258057,0.830274,0.890859,0.769689,33,0.00028690,2,0.126283,0.046036,0.206531,0.885494,0.952924,0.818064,0.930262,0.931870,0.928653,0.017109,0.028268,0.030478,0.032785,0.000100
1050,6122.062,0.252958,0.834830,0.895001,0.774659,33,0.00061257,2,0.122423,0.046479,0.198367,0.888330,0.952721,0.823939,0.932463,0.936599,0.928327,0.017352,0.027656,0.029354,0.032318,0.000100
1075,6166.475,0.254241,0.834758,0.895275,0.774242,33,0.00032574,2,0.124149,0.047809,0.200490,0.887038,0.951507,0.822569,0.933773,0.938077,0.929469,0.017660,0.028121,0.029201,0.032580,0.000100
1100,6453.462,0.263503,0.828957,0.892441,0.765474,33,0.00021151,2,0.130192,0.046996,0.213388,0.882645,0.952112,0.813179,0.931599,0.934383,0.928816,0.017484,0.029754,0.030029,0.034137,0.000100
1125,6497.463,0.265911,0.827089,0.892145,0.762032,33,0.00019834,2,0.133357,0.048917,0.217796,0.880120,0.950323,0.809917,0.931893,0.935787,0.928000,0.017820,0.030266,0.029916,0.034632,0.000100
1150,6777.965,0.270881,0.824839,0.891047,0.758630,36,0.00027144,1,0.142164,0.049878,0.234449,0.874579,0.949381,0.799777,0.935990,0.935491,0.936490,0.018420,0.031636,0.030409,0.034793,0.000100
1175,6825.652,0.276745,0.823870,0.893801,0.753940,36,0.00019259,1,0.142086,0.051356,0.232816,0.873936,0.948181,0.799691,0.934586,0.939703,0.929469,0.019057,0.032644,0.029781,0.036572,0.000100
1200,7139.228,0.274861,0.824022,0.895898,0.752146,36,0.00023604,2,0.144178,0.051947,0.236408,0.872536,0.947760,0.797312,0.936198,0.942437,0.929959,0.019110,0.032675,0.029028,0.036645,0.000100
1225,7187.876,0.272749,0.825321,0.895589,0.755054,36,0.00023835,2,0.144775,0.053794,0.235755,0.872185,0.946074,0.798296,0.938414,0.943767,0.933061,0.019785,0.032054,0.029235,0.035705,0.000100
1250,7500.431,0.269071,0.828480,0.896917,0.760043,36,0.00026165,2,0.140944,0.054459,0.227429,0.874774,0.945553,0.803996,0.939330,0.945762,0.932898,0.019954,0.031553,0.028620,0.035256,0.000100
1275,7548.770,0.273100,0.825765,0.893401,0.758129,36,0.00030624,2,0.139395,0.053647,0.225143,0.875489,0.946082,0.804895,0.935072,0.941329,0.928816,0.019664,0.031478,0.029743,0.035648,0.000100
1300,7859.218,0.284461,0.817566,0.886631,0.748501,36,0.00031583,2,0.140120,0.054607,0.225633,0.873711,0.944822,0.802600,0.926218,0.935048,0.917388,0.020246,0.031421,0.031912,0.037001,0.000100
