step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.416,1.459260,0.161611,0.157580,0.165641,20,0.00000000,0
25,26.909,1.224856,0.234605,0.201410,0.267801,20,0.00000000,0
50,52.621,1.106261,0.304265,0.270671,0.337859,20,0.00012685,1
75,78.785,1.048227,0.345783,0.304061,0.387505,20,0.00006687,1
100,104.208,0.980922,0.391907,0.344983,0.438832,20,0.00006035,0
125,130.389,0.908150,0.436419,0.402556,0.470282,20,0.00000394,1
150,156.170,0.855995,0.470317,0.435019,0.505615,20,0.00002634,1
175,182.083,0.811268,0.498945,0.461015,0.536876,20,0.00002808,1
200,208.061,0.778098,0.520005,0.497426,0.542584,20,0.00003522,1
225,234.201,0.728928,0.548606,0.548359,0.548853,20,0.00003334,1
250,260.290,0.680050,0.577490,0.594254,0.560727,20,0.00002380,0
275,286.079,0.630439,0.604151,0.627163,0.581139,20,0.00006060,0
300,312.496,0.594044,0.626152,0.660886,0.591419,20,0.00004881,1
325,338.662,0.541456,0.654665,0.698804,0.610526,20,0.00000644,0
350,364.711,0.507233,0.675737,0.720575,0.630899,20,0.00001115,0
375,390.895,0.495688,0.682975,0.737120,0.628830,20,0.00002267,0
400,417.434,0.486848,0.687637,0.754555,0.620719,20,0.00001350,0
425,443.924,0.474934,0.693091,0.762862,0.623321,20,0.00000277,0
450,470.496,0.459318,0.702608,0.767079,0.638138,20,0.00000108,0
475,496.951,0.459708,0.700435,0.767197,0.633673,20,0.00001712,0
500,523.781,0.447075,0.708867,0.773501,0.644234,20,0.00000619,1
525,551.028,0.435798,0.715028,0.779749,0.650307,20,0.00000625,1
550,578.403,0.439704,0.713134,0.783626,0.642642,20,0.00002428,0
575,605.518,0.438499,0.714775,0.787906,0.641644,20,0.00000670,1
600,631.981,0.429605,0.720787,0.789130,0.652443,20,0.00000970,0
625,658.685,0.432477,0.718023,0.788556,0.647489,20,0.00000780,0
650,685.363,0.429613,0.718310,0.789763,0.646856,20,0.00001317,0
675,712.160,0.423713,0.724324,0.789847,0.658801,20,0.00000527,0
700,738.004,0.425501,0.722987,0.794179,0.651795,20,0.00001860,0
725,763.870,0.419335,0.726882,0.799112,0.654652,20,0.00001176,0
