step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.385,0.838135,0.205747,0.178258,0.233236,20,0.00039996,0,0.406584,0.101547,0.711621,0.509256,0.659131,0.359380,0.297785,0.196359,0.399211,0.023836,0.041746,0.173752,0.072742
25,25.740,0.626698,0.341645,0.235424,0.447866,20,0.00002670,0,0.188225,0.048616,0.327834,0.740052,0.835470,0.644635,0.420780,0.246869,0.594692,0.011195,0.018841,0.153796,0.040079
50,177.754,0.555231,0.414752,0.296248,0.533257,20,0.00000000,0,0.149853,0.043250,0.256456,0.800215,0.877240,0.723190,0.489537,0.309060,0.670014,0.010055,0.014563,0.140856,0.031912
75,202.276,0.508562,0.461485,0.346415,0.576556,20,0.00000504,1,0.138456,0.037672,0.239240,0.827147,0.905140,0.749154,0.536978,0.359465,0.714491,0.008785,0.013463,0.130158,0.028237
100,358.815,0.473290,0.490430,0.392861,0.587999,23,0.00006957,0,0.139058,0.028833,0.249283,0.840021,0.933414,0.746628,0.569382,0.404188,0.734577,0.006684,0.013977,0.119752,0.027665
125,386.675,0.452390,0.510693,0.428835,0.592550,23,0.00000000,0,0.144945,0.028412,0.261478,0.840161,0.939475,0.740846,0.594254,0.441019,0.747489,0.006456,0.014747,0.112502,0.027693
150,555.257,0.431406,0.526076,0.466070,0.586082,23,0.00000881,2,0.153412,0.023466,0.283357,0.839736,0.953112,0.726360,0.614580,0.477007,0.752152,0.005364,0.015955,0.104615,0.028525
175,582.495,0.404297,0.549121,0.506336,0.591906,23,0.00004181,0,0.148825,0.021467,0.276184,0.846208,0.960148,0.732267,0.636293,0.517205,0.755380,0.004752,0.015708,0.096347,0.028178
200,748.036,0.370915,0.579686,0.569040,0.590331,22,0.00013808,1,0.159050,0.019678,0.298422,0.843485,0.967199,0.719771,0.673369,0.580238,0.766499,0.004476,0.017090,0.084003,0.028820
225,774.142,0.332240,0.619912,0.631693,0.608131,22,0.00010811,2,0.160490,0.023992,0.296987,0.845349,0.964235,0.726462,0.717793,0.646848,0.788737,0.005430,0.017068,0.071962,0.027510
250,941.613,0.314853,0.632144,0.678166,0.586123,25,0.00014419,2,0.178271,0.027991,0.328551,0.832335,0.961399,0.703272,0.737921,0.697148,0.778694,0.006273,0.018737,0.062821,0.029591
275,971.420,0.298185,0.645431,0.728017,0.562844,25,0.00022805,2,0.197460,0.027991,0.366930,0.820515,0.963947,0.677083,0.758882,0.748395,0.769369,0.006474,0.021127,0.053134,0.032407
300,1144.038,0.286052,0.658906,0.751509,0.566303,23,0.00033482,2,0.204053,0.028623,0.379484,0.818674,0.964295,0.673053,0.777112,0.773019,0.781205,0.006582,0.021898,0.048551,0.032482
325,1171.304,0.279174,0.671019,0.771382,0.570656,23,0.00014319,1,0.214099,0.034726,0.393472,0.813644,0.958307,0.668980,0.796681,0.798169,0.795194,0.008064,0.022874,0.044902,0.032654
350,1349.700,0.267397,0.682488,0.800569,0.564406,23,0.00011278,2,0.229331,0.035778,0.422884,0.806849,0.958637,0.655061,0.816148,0.829212,0.803085,0.008316,0.024494,0.038975,0.033726
375,1377.506,0.247917,0.700845,0.824574,0.577117,23,0.00024695,5,0.227195,0.031148,0.423242,0.812302,0.964661,0.659942,0.835818,0.850258,0.821377,0.007175,0.024467,0.034063,0.032698
400,1556.564,0.234006,0.708933,0.835960,0.581906,23,0.00028017,2,0.215911,0.028307,0.403515,0.818716,0.968120,0.669312,0.838169,0.859623,0.816714,0.006348,0.023155,0.031516,0.031669
425,1584.416,0.226979,0.718591,0.846729,0.590454,23,0.00021272,2,0.212778,0.027781,0.397776,0.821922,0.969065,0.674780,0.847787,0.870251,0.825323,0.006232,0.023332,0.029430,0.031398
450,1760.924,0.215680,0.729159,0.862898,0.595420,23,0.00003726,2,0.216750,0.023887,0.409613,0.822851,0.973675,0.672028,0.861411,0.883510,0.839311,0.005522,0.023713,0.026393,0.030874
475,1789.235,0.206615,0.736707,0.864087,0.609326,23,0.00008382,1,0.202092,0.019678,0.384505,0.832535,0.978154,0.686916,0.862353,0.881090,0.843615,0.004518,0.022453,0.025897,0.029470
500,1962.602,0.202132,0.736898,0.867878,0.605919,24,0.00015358,2,0.197763,0.013890,0.381636,0.835667,0.984460,0.686875,0.858546,0.879933,0.837159,0.002991,0.022345,0.024988,0.029686
525,1991.968,0.192600,0.744189,0.877683,0.610695,24,0.00008460,4,0.199224,0.009997,0.388451,0.837331,0.988848,0.685814,0.867188,0.886457,0.847920,0.002293,0.021997,0.023184,0.028852
550,2183.830,0.187017,0.754518,0.887534,0.621503,24,0.00022122,2,0.197040,0.009576,0.384505,0.840291,0.989426,0.691155,0.878253,0.896033,0.860473,0.002117,0.022711,0.021092,0.028781
575,2213.881,0.185908,0.757201,0.892089,0.622314,24,0.00030992,3,0.198894,0.012207,0.385581,0.838833,0.986662,0.691003,0.882622,0.902978,0.862267,0.002856,0.022840,0.020350,0.028699
