round,candidate,score,new_view1,new_view2,spill_view1,spill_view2,covered_view1,covered_view2,panels
0,72,106.500000,168,45,0,0,168,45,1
1,680,105.500000,160,53,0,1,328,99,2
2,3270,103.500000,147,60,0,0,475,159,3
3,4910,101.000000,152,54,0,2,627,215,4
4,3019,100.500000,44,165,4,0,675,380,5
5,894,99.500000,63,136,0,0,738,516,6
6,1024,95.500000,96,95,0,0,834,611,7
7,702,95.000000,130,60,0,0,964,671,8
8,1724,95.000000,70,120,0,0,1034,791,9
9,2208,95.000000,143,47,0,0,1177,838,10
10,3240,95.000000,70,120,0,0,1247,958,11
11,5284,95.000000,70,120,0,0,1317,1078,12
12,5479,95.000000,130,60,0,0,1447,1138,13
13,2318,94.500000,70,121,0,1,1517,1260,14
14,1761,94.000000,56,132,0,0,1573,1392,15
15,3876,94.000000,94,94,0,0,1667,1486,16
16,1804,93.500000,74,113,0,0,1741,1599,17
17,4688,93.000000,156,30,0,0,1897,1629,18
18,5859,93.000000,112,74,0,0,2009,1703,19
19,325,92.500000,90,95,0,0,2099,1798,20
20,848,92.500000,94,91,0,0,2193,1889,21
21,3515,92.500000,57,128,0,0,2250,2017,22
22,5892,92.500000,108,77,0,0,2358,2094,23
23,268,92.000000,58,130,2,0,2418,2224,24
24,3542,92.000000,66,118,0,0,2484,2342,25
25,4273,92.000000,90,94,0,0,2574,2436,26
26,219,91.000000,77,105,0,0,2651,2541,27
27,4184,91.000000,122,60,0,0,2773,2601,28
28,862,90.500000,58,123,0,0,2831,2724,29
29,25,90.000000,120,60,0,0,2951,2784,30
30,3357,90.000000,72,108,0,0,3023,2892,31
31,4650,89.500000,60,119,0,0,3083,3011,32
32,5379,89.500000,81,98,0,0,3164,3109,33
33,5462,89.000000,41,137,0,0,3205,3246,34
34,1243,88.000000,88,88,0,0,3293,3334,35
35,1877,88.000000,88,88,0,0,3381,3422,36
36,2455,88.000000,88,88,0,0,3469,3510,37
37,5201,87.000000,107,67,0,0,3576,3577,38
38,1820,86.500000,105,68,0,0,3681,3645,39
39,4717,86.500000,107,70,2,0,3790,3715,40
40,1047,86.000000,56,116,0,0,3846,3831,41
41,1966,85.500000,129,44,1,0,3976,3875,42
42,1448,84.500000,92,77,0,0,4068,3952,43
43,577,84.000000,77,91,0,0,4145,4043,44
44,2333,84.000000,68,100,0,0,4213,4143,45
45,3980,83.000000,65,105,2,0,4280,4248,46
46,1544,80.500000,63,98,0,0,4343,4346,47
47,3493,80.500000,73,88,0,0,4416,4434,48
48,183,80.000000,80,80,0,0,4496,4514,49
49,1532,79.500000,62,97,0,0,4558,4611,50
50,3679,77.000000,46,108,0,0,4604,4719,51
51,4321,76.500000,65,88,0,0,4669,4807,52
52,4397,76.000000,110,58,8,0,4787,4865,53
53,1109,75.000000,40,110,0,0,4827,4975,54
54,4800,75.000000,71,79,0,0,4898,5054,55
55,123,74.000000,85,63,0,0,4983,5117,56
56,2400,73.500000,58,89,0,0,5041,5206,57
57,4691,73.000000,76,70,0,0,5117,5276,58
58,4628,71.500000,77,66,0,0,5194,5342,59
59,5747,71.500000,75,70,1,0,5270,5412,60
60,931,71.000000,38,104,0,0,5308,5516,61
61,4608,71.000000,52,90,0,0,5360,5606,62
62,2097,70.500000,63,78,0,0,5423,5684,63
63,3303,70.000000,58,82,0,0,5481,5766,64
64,4970,69.500000,48,107,8,0,5537,5873,65
65,4051,68.500000,60,77,0,0,5597,5950,66
66,4058,68.500000,87,56,3,0,5687,6006,67
67,3580,68.000000,18,118,0,0,5705,6124,68
68,2164,66.500000,75,58,0,0,5780,6182,69
69,5568,66.000000,41,93,1,0,5822,6275,70
70,983,65.500000,59,72,0,0,5881,6347,71
71,4906,65.500000,73,64,3,0,5957,6411,72
72,1977,65.000000,28,108,3,0,5988,6519,73
73,468,63.500000,55,74,1,0,6044,6593,74
74,2766,63.500000,72,55,0,0,6116,6648,75
75,4776,62.000000,61,71,4,0,6181,6719,76
76,1200,60.500000,41,80,0,0,6222,6799,77
77,693,60.000000,86,34,0,0,6308,6833,78
78,2084,59.500000,80,39,0,0,6388,6872,79
79,4482,59.500000,76,67,12,0,6476,6939,80
80,3460,59.000000,54,64,0,0,6530,7003,81
81,1463,58.000000,10,106,0,0,6540,7109,82
82,4351,58.000000,36,88,4,0,6580,7197,83
83,2741,56.500000,51,66,2,0,6633,7263,84
84,5910,56.500000,27,90,0,2,6660,7355,85
85,2764,56.000000,16,96,0,0,6676,7451,86
86,4598,56.000000,76,46,5,0,6757,7497,87
87,1002,55.500000,22,89,0,0,6779,7586,88
88,1126,54.000000,0,108,0,0,6779,7694,89
89,4708,54.000000,58,88,19,0,6856,7782,90
90,5715,53.000000,50,56,0,0,6906,7838,91
91,2727,52.000000,16,102,7,0,6929,7940,92
92,4028,51.000000,62,40,0,0,6991,7980,93
93,807,50.500000,9,94,1,0,7001,8074,94
94,4517,50.500000,46,55,0,0,7047,8129,95
95,448,48.000000,51,95,25,0,7123,8224,96
96,2022,48.000000,14,86,2,0,7139,8310,97
97,5970,47.500000,42,57,2,0,7183,8367,98
98,293,46.500000,0,93,0,0,7183,8460,99
99,5308,46.500000,49,44,0,0,7232,8504,100
100,3342,46.000000,16,76,0,0,7248,8580,101
101,3673,46.000000,60,36,2,0,7310,8616,102
102,4933,46.000000,54,38,0,0,7364,8654,103
103,968,44.500000,2,99,0,6,7366,8759,104
104,2799,44.500000,37,52,0,0,7403,8811,105
105,5583,44.500000,2,97,0,5,7405,8913,106
106,4505,43.500000,28,63,2,0,7435,8976,107
107,1461,42.500000,21,66,1,0,7457,9042,108
108,199,42.000000,2,82,0,0,7459,9124,109
109,4042,42.000000,46,38,0,0,7505,9162,110
110,4134,42.000000,40,44,0,0,7545,9206,111
111,1801,41.500000,45,38,0,0,7590,9244,112
112,5090,41.500000,8,75,0,0,7598,9319,113
113,1421,40.000000,47,79,23,0,7668,9398,114
114,5296,40.000000,15,65,0,0,7683,9463,115
115,3203,39.500000,22,57,0,0,7705,9520,116
116,1423,38.500000,53,32,4,0,7762,9552,117
117,2036,38.000000,10,66,0,0,7772,9618,118
118,4617,37.000000,1,79,3,0,7776,9697,119
119,4891,37.000000,49,51,13,0,7838,9748,120
120,38,36.500000,2,95,12,0,7852,9843,121
121,3246,41.000000,0,96,7,0,7859,9939,122
122,1814,36.500000,12,61,0,0,7871,10000,123
123,1112,36.000000,54,22,2,0,7927,10022,124
124,3572,35.500000,0,71,0,0,7927,10093,125
125,1358,35.000000,25,45,0,0,7952,10138,126
126,1496,35.000000,23,47,0,0,7975,10185,127
127,5565,34.500000,15,54,0,0,7990,10239,128
128,1462,33.500000,2,65,0,0,7992,10304,129
129,4813,33.500000,11,56,0,0,8003,10360,130
130,4935,33.500000,43,24,0,0,8046,10384,131
131,636,32.500000,41,38,7,0,8094,10422,132
132,4550,32.500000,56,39,0,15,8150,10476,133
133,2334,32.000000,36,34,3,0,8189,10510,134
134,2882,32.000000,43,67,23,0,8255,10577,135
135,5642,32.000000,44,20,0,0,8299,10597,136
136,2394,31.500000,67,12,8,0,8374,10609,137
137,3457,31.500000,15,48,0,0,8389,10657,138
138,5955,31.000000,10,68,8,0,8407,10725,139
139,1972,30.000000,32,28,0,0,8439,10753,140
140,3748,30.000000,24,36,0,0,8463,10789,141
141,1848,29.000000,0,58,0,0,8463,10847,142
142,2968,29.000000,18,46,3,0,8484,10893,143
143,249,28.500000,0,77,7,3,8491,10973,144
144,423,28.500000,1,62,3,0,8495,11035,145
145,1035,27.000000,0,54,0,0,8495,11089,146
146,1156,27.000000,13,41,0,0,8508,11130,147
147,5314,27.000000,30,28,2,0,8540,11158,148
148,3098,26.500000,17,52,8,0,8565,11210,149
149,3885,26.000000,0,52,0,0,8565,11262,150
150,430,25.500000,8,43,0,0,8573,11305,151
151,1324,25.000000,4,48,0,1,8577,11354,152
152,1825,25.000000,0,50,0,0,8577,11404,153
153,2004,24.500000,18,31,0,0,8595,11435,154
154,3254,24.000000,26,22,0,0,8621,11457,155
155,3791,24.000000,1,59,6,0,8628,11516,156
156,5389,24.000000,19,29,0,0,8647,11545,157
157,321,22.500000,4,45,0,2,8651,11592,158
158,2426,22.500000,17,28,0,0,8668,11620,159
159,4485,22.000000,19,27,1,0,8688,11647,160
160,5344,22.000000,26,18,0,0,8714,11665,161
161,4157,21.500000,11,54,11,0,8736,11719,162
162,4514,21.500000,15,36,0,4,8751,11759,163
163,841,21.000000,13,29,0,0,8764,11788,164
164,986,21.000000,26,16,0,0,8790,11804,165
165,1713,21.000000,32,72,19,12,8841,11888,166
166,2355,20.500000,38,3,0,0,8879,11891,167
167,2974,20.000000,0,62,11,0,8890,11953,168
168,2291,19.500000,37,4,1,0,8928,11957,169
169,5178,19.500000,3,36,0,0,8931,11993,170
170,1151,19.000000,32,8,1,0,8964,12001,171
171,2790,19.000000,24,14,0,0,8988,12015,172
172,4254,19.000000,9,29,0,0,8997,12044,173
173,1902,18.500000,9,32,2,0,9008,12076,174
174,2953,18.500000,31,10,2,0,9041,12086,175
175,1469,18.000000,0,36,0,0,9041,12122,176
176,5416,18.000000,0,92,25,3,9066,12217,177
