step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.370,1.302047,0.189056,0.187736,0.190377,20,0.00125624,0
25,26.585,0.962731,0.326947,0.306615,0.347279,20,0.00273232,0
50,188.797,0.779840,0.447290,0.422209,0.472372,23,0.00492210,0
75,218.290,0.583854,0.587222,0.563679,0.610766,23,0.01102044,0
100,409.422,0.460709,0.680466,0.642596,0.718335,26,0.01163997,0
125,443.349,0.397752,0.724730,0.675844,0.773615,26,0.01170015,0
150,657.320,0.345531,0.762063,0.711654,0.812471,28,0.00921362,0
175,695.083,0.304740,0.792680,0.749267,0.836094,28,0.00966763,0
200,930.403,0.253001,0.828083,0.798463,0.857704,30,0.00865693,0
225,971.171,0.222769,0.853321,0.827492,0.879150,30,0.00908242,0
250,1203.130,0.201929,0.869242,0.845266,0.893218,29,0.01030588,0
275,1242.808,0.182462,0.883798,0.859644,0.907952,29,0.01017204,0
300,1481.284,0.167222,0.895430,0.868989,0.921871,27,0.01145677,0
325,1517.806,0.166286,0.895504,0.865742,0.925266,27,0.01118661,0
350,1750.452,0.161452,0.897216,0.870864,0.923567,27,0.01086835,0
375,1786.541,0.161036,0.897153,0.863581,0.930725,27,0.01062585,0
400,1994.992,0.166590,0.892388,0.859135,0.925641,24,0.01250838,0
425,2027.045,0.160470,0.892941,0.868256,0.917627,24,0.01201415,0
450,2223.067,0.166134,0.888399,0.870508,0.906290,23,0.01253928,0
475,2253.105,0.163021,0.890449,0.875168,0.905731,23,0.01267747,0
500,2445.873,0.163532,0.889472,0.877970,0.900974,23,0.01207885,0
525,2476.414,0.169453,0.885985,0.876953,0.895016,23,0.01185546,0
550,2671.073,0.169507,0.886491,0.874356,0.898626,23,0.01144196,0
575,2701.166,0.166873,0.888725,0.875931,0.901520,23,0.01121626,0
600,2893.283,0.161225,0.892611,0.881860,0.903363,23,0.01175248,0
625,2923.336,0.159073,0.893709,0.881041,0.906376,23,0.01133879,0
650,3108.231,0.158066,0.894174,0.879121,0.909228,22,0.01208609,0
675,3136.957,0.156621,0.893761,0.871613,0.915910,22,0.01216185,0
700,3320.644,0.145950,0.901034,0.874100,0.927968,25,0.00998992,0
725,3353.748,0.136305,0.906594,0.879204,0.933984,25,0.01081365,0
750,3534.011,0.137520,0.908453,0.882194,0.934711,21,0.01468237,0
775,3561.015,0.137765,0.907848,0.877701,0.937995,21,0.01388338,0
800,3727.357,0.139923,0.906408,0.874041,0.938776,20,0.01419053,0
825,3753.238,0.140137,0.906507,0.876678,0.936336,20,0.01463314,0
850,3918.088,0.137726,0.907499,0.878662,0.936336,20,0.01381565,0
875,3943.921,0.135275,0.908720,0.880345,0.937094,20,0.01308319,0
900,4105.641,0.133269,0.909569,0.882928,0.936210,21,0.01174764,0
925,4133.242,0.125202,0.915574,0.893935,0.937213,21,0.01216491,0
950,4309.462,0.108589,0.927480,0.915281,0.939680,21,0.01225727,0
