step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.375,1.439720,0.157170,0.189843,0.124497,20,0.00190607,0
25,26.660,1.138463,0.281626,0.311178,0.252075,20,0.00353686,0
50,192.981,0.910516,0.422770,0.431655,0.413884,23,0.00449325,0
75,223.375,0.677546,0.574260,0.560507,0.588014,23,0.00686529,0
100,418.382,0.505673,0.683409,0.643836,0.722982,26,0.00591095,0
125,453.310,0.416646,0.740536,0.701435,0.779637,26,0.00675905,0
150,649.117,0.362313,0.774609,0.736260,0.812959,26,0.00781703,0
175,683.406,0.323202,0.796708,0.759596,0.833820,26,0.00727053,0
200,903.485,0.292919,0.813805,0.771402,0.856209,29,0.00606342,0
225,942.512,0.255377,0.839206,0.795599,0.882813,29,0.00647970,0
250,1194.715,0.219278,0.863624,0.825346,0.901903,31,0.00611890,0
275,1237.415,0.198248,0.876482,0.846740,0.906224,31,0.00640567,0
300,1504.697,0.183377,0.886395,0.872223,0.900567,33,0.00593868,0
325,1550.426,0.168276,0.895953,0.885025,0.906881,33,0.00565216,0
350,1788.332,0.163605,0.898981,0.882918,0.915043,26,0.00811748,0
375,1824.070,0.162416,0.900242,0.885617,0.914866,26,0.00714504,0
400,2050.935,0.154927,0.902932,0.889801,0.916063,26,0.00674080,0
425,2086.655,0.155549,0.902496,0.892919,0.912074,26,0.00635865,0
450,2297.254,0.154918,0.902850,0.892494,0.913206,24,0.00711971,0
475,2329.619,0.157927,0.901132,0.888453,0.913811,24,0.00717173,0
500,2530.101,0.157874,0.902555,0.889313,0.915797,23,0.00764588,0
525,2561.034,0.159108,0.901041,0.887425,0.914658,23,0.00763788,0
550,2749.584,0.158688,0.900548,0.887806,0.913289,22,0.00804035,0
575,2779.110,0.158234,0.900334,0.887731,0.912937,22,0.00783557,0
600,2967.140,0.160614,0.898949,0.888283,0.909615,22,0.00780767,0
625,2996.078,0.160147,0.899048,0.889335,0.908761,22,0.00747027,0
