step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.371,1.197701,0.159060,0.198465,0.119655,20,0.00016636,0,0.197997,0.226792,0.169203,0.485170,0.517738,0.452602,0.191688,0.243475,0.139901,0.030899,0.050479,0.119435,0.239071
25,26.746,0.974500,0.232767,0.279008,0.186525,20,0.00000685,0,0.106317,0.126032,0.086601,0.707164,0.713696,0.700631,0.258425,0.314172,0.202678,0.016939,0.025412,0.098547,0.205110
50,189.071,0.880005,0.298442,0.327227,0.269657,23,0.00000000,0,0.100461,0.127189,0.073733,0.770311,0.743590,0.797032,0.329194,0.368847,0.289540,0.017098,0.021642,0.092043,0.181922
75,218.181,0.796718,0.353852,0.361079,0.346626,23,0.00006166,0,0.094505,0.127189,0.061821,0.809047,0.761905,0.856189,0.387529,0.407004,0.368055,0.017083,0.018042,0.087178,0.160817
100,401.587,0.719213,0.418058,0.424835,0.411282,25,0.00018946,1,0.091501,0.124050,0.058951,0.837288,0.793795,0.880781,0.456531,0.477536,0.435527,0.016636,0.017353,0.078072,0.144628
125,433.651,0.635266,0.492263,0.510357,0.474169,25,0.00040829,2,0.090666,0.124381,0.056952,0.859909,0.821859,0.897959,0.537505,0.573835,0.501174,0.016562,0.016705,0.066229,0.128797
150,629.443,0.538068,0.574439,0.601110,0.547769,26,0.00006181,1,0.089874,0.131318,0.048431,0.880190,0.838151,0.922228,0.627172,0.680046,0.574298,0.017437,0.014178,0.053929,0.109605
175,663.030,0.466981,0.633044,0.653779,0.612309,26,0.00001323,3,0.090217,0.136439,0.043996,0.890230,0.844853,0.935607,0.691114,0.742980,0.639249,0.018105,0.012756,0.046910,0.093317
200,865.723,0.414262,0.675193,0.689625,0.660760,27,0.00034303,1,0.086201,0.127189,0.045213,0.898971,0.859386,0.938556,0.733986,0.777337,0.690636,0.017102,0.012908,0.041609,0.081393
225,900.902,0.362079,0.722490,0.736146,0.708834,27,0.00076284,1,0.086988,0.123720,0.050256,0.903330,0.869898,0.936761,0.785839,0.827222,0.744457,0.016297,0.014741,0.034767,0.070229
250,1130.614,0.333073,0.746036,0.757929,0.734143,30,0.00000557,1,0.086267,0.119756,0.052778,0.906211,0.876343,0.936078,0.810792,0.848695,0.772889,0.015850,0.015090,0.031765,0.063788
275,1170.146,0.308444,0.762298,0.760912,0.763684,30,0.00003158,1,0.080207,0.108854,0.051561,0.912699,0.885729,0.939668,0.823400,0.843740,0.803061,0.014637,0.015039,0.031089,0.056881
300,1412.269,0.288228,0.781817,0.780339,0.783295,31,0.00000795,1,0.084159,0.110671,0.057647,0.910855,0.886767,0.934943,0.847575,0.866700,0.828450,0.014541,0.016697,0.028324,0.052130
325,1453.362,0.259738,0.802069,0.801543,0.802596,31,0.00000888,1,0.075217,0.092005,0.058430,0.920264,0.904884,0.935645,0.862390,0.875289,0.849491,0.011829,0.016898,0.025002,0.047212
350,1698.084,0.251233,0.811367,0.802083,0.820651,28,0.00001770,1,0.078421,0.094153,0.062690,0.918024,0.903111,0.932936,0.874850,0.877602,0.872098,0.012742,0.018090,0.025405,0.042920
375,1734.852,0.251735,0.809573,0.796230,0.822917,28,0.00003376,0,0.082073,0.104063,0.060082,0.914859,0.894153,0.935565,0.875724,0.879088,0.872359,0.013429,0.017627,0.025804,0.042572
400,1965.061,0.250053,0.812516,0.804716,0.820316,27,0.00002402,0,0.077978,0.092831,0.063125,0.918511,0.904519,0.932503,0.875758,0.879419,0.872098,0.012226,0.018446,0.024763,0.043246
425,2000.686,0.260184,0.807615,0.801986,0.813243,27,0.00001220,0,0.082673,0.097787,0.067559,0.913918,0.900034,0.927802,0.874298,0.880410,0.868185,0.013090,0.019700,0.025351,0.044979
450,2225.084,0.266326,0.806645,0.803094,0.810196,27,0.00001007,0,0.085403,0.099769,0.071037,0.911418,0.898504,0.924331,0.875484,0.883218,0.867751,0.013262,0.021280,0.025127,0.046375
475,2259.675,0.277443,0.803920,0.805643,0.802198,27,0.00001852,0,0.092294,0.100595,0.083993,0.905013,0.898109,0.911918,0.878132,0.886686,0.869577,0.013444,0.024546,0.024938,0.048543
