step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.415,0.156661,0.173672,0.139651,0.869418,20
25,27.139,0.263572,0.302255,0.224888,0.669357,20
50,53.035,0.403758,0.454764,0.352751,0.552687,20
75,78.841,0.533496,0.603901,0.463091,0.452179,20
100,104.912,0.601339,0.669543,0.533134,0.398858,20
125,131.048,0.637941,0.687317,0.588564,0.370158,20
150,156.876,0.661094,0.694197,0.627990,0.348132,20
175,182.801,0.673198,0.694559,0.651837,0.328901,20
200,209.006,0.692613,0.706871,0.678355,0.302008,20
225,235.088,0.711738,0.717418,0.706057,0.276156,20
250,261.461,0.728755,0.728376,0.729134,0.251145,20
275,287.824,0.744384,0.735529,0.753239,0.239376,20
300,314.307,0.754949,0.731657,0.778240,0.232487,20
325,340.746,0.762767,0.734725,0.790810,0.224339,20
350,367.147,0.763819,0.732001,0.795636,0.225812,20
375,393.793,0.764342,0.730721,0.797964,0.224859,20
400,420.295,0.763340,0.732140,0.794540,0.222452,20
425,446.826,0.766503,0.737026,0.795980,0.219841,20
450,473.424,0.765130,0.733089,0.797170,0.220586,20
475,499.971,0.765917,0.734294,0.797540,0.218988,20
500,526.289,0.766633,0.734761,0.798505,0.220608,20
525,552.655,0.765355,0.732257,0.798452,0.223001,20
550,578.770,0.765357,0.731455,0.799259,0.222923,20
575,605.020,0.765502,0.728306,0.802699,0.225792,20
600,631.120,0.765583,0.723564,0.807601,0.228235,20
